,0,1,2,3,4,5,6,7,8,9
0,1,7.43,David Oliver,USA,24.04.82,1,Lake,Buena,Vista,11.01.2008
1,2,7.57,Joel Brown,USA,31.01.80,2,Lake,Buena,Vista,11.01.2008
