,0,1,2,3,4,5,6
0,1.0,2:54.29,United States,1,Stuttgart,,22.08.1993
1,,,Andrew Valmon,(44.5),01.01.65,,USA
2,,,Quincy Watts,(43.6),19.06.70,,USA
3,,,Harry Reynolds,(43.23),08.06.64,,USA
4,,,Michael Johnson,(42.94),13.09.67,,USA
5,2.0,2:55.39,United States,1,Beijing,,23.08.2008
6,,,LaShawn Merritt,(44.35e),27.06.86,,USA
7,,,Angelo Taylor,(43.70e),29.12.78,,USA
8,,,David Neville,(44.16),01.06.84,,USA
9,,,Jeremy Wariner,(43.18),31.01.84,,USA
10,3.0,2:55.56,United States,1,Osaka,,02.09.2007
11,,,LaShawn Merritt,(44.4),27.06.86,,USA
12,,,Angelo Taylor,(43.7),29.12.78,,USA
13,,,Darold Williamson,(44.32),19.02.83,,USA
14,,,Jeremy Wariner,(43.10),31.01.84,,USA
15,4.0,2:55.70,United States,1,Tokyo,,07.08.2021
16,,,Michael Cherry,(44.2),23.03.95,,USA
17,,,Michael Norman,(44.0),03.12.97,,USA
18,,,Bryce Deadmon,(44.01),26.03.97,,USA
19,,,Rai Benjamin,(43.40),27.07.97,,USA
20,5.0,2:55.74,United States,1,Barcelona,,08.08.1992
21,,,Andrew Valmon,(44.4),01.01.65,,USA
22,,,Quincy Watts,(43.1),19.06.70,,USA
23,,,Michael Johnson,(44.7),13.09.67,,USA
24,,,Steve Lewis,(43.4),16.05.69,,USA
25,6.0,2:55.91,United States,1,Athínai,,28.08.2004
26,,,Otis Harris,(44.5),30.06.82,,USA
27,,,Derrick Brew,(43.6),28.12.77,,USA
28,,,Jeremy Wariner,(43.98),31.01.84,,USA
29,,,Darold Williamson,(43.83),19.02.83,,USA
30,7.0,2:55.99,United States,1,Atlanta,,03.08.1996
31,,,LaMont Smith,(44.62),11.12.72,,USA
32,,,Alvin Harrison,(43.84),20.01.74,,USA
33,,,Derek Mills,(43.66),09.07.72,,USA
34,,,Anthuan Maybank,(43.87),30.12.69,,USA
35,8.0,2:56.16A,United States,1,Ciudad de,México,20.10.1968
36,,,Vince Matthews,(45.0),16.12.47,,USA
37,,,Ronald Freeman,(43.2),12.06.47,,USA
38,,,Larry James,(43.9),06.11.47,,USA
39,,,Lee Evans,(44.1),25.02.47,,USA
40,8.0,2:56.16,United States,1,Seoul,,01.10.1988
41,,,Danny Everett,(43.79),01.11.66,,USA
42,,,Steve Lewis,(43.69),16.05.69,,USA
43,,,Kevin Robinzine,(44.74),12.04.66,,USA
44,,,Harry Reynolds,(43.94),08.06.64,,USA
45,10.0,2:56.17,United States,1,Eugene,,24.07.2022
46,,,Elija Godwin,(44.28),01.07.99,,USA
47,,,Michael Norman,(43.64),03.12.97,,USA
48,,,Bryce Deadmon,(43.82),26.03.97,,USA
49,,,Champion Allison,(44.43),05.11.98,,USA
50,11.0,2:56.60,Great Britain & N.I.,2,Atlanta,,03.08.1996
51,,,Iwan Thomas,(44.92),05.01.74,,GBR
52,,,Jamie Baulch,(44.19),03.05.73,,GBR
53,,,Mark Richardson,(43.62),26.07.72,,GBR
54,,,Roger Black,(43.87),31.03.66,,GBR
55,12.0,2:56.65,Great Britain & N.I.,1,Athínai,,10.08.1997
56,,,Iwan Thomas,(44.8),05.01.74,,GBR
57,,,Roger Black,(44.2),31.03.66,,GBR
58,,,Jamie Baulch,(44.08),03.05.73,,GBR
59,,,Mark Richardson,(43.57),26.07.72,,GBR
60,13.0,2:56.69,United States,1,Ad-Dawhah,,06.10.2019
61,,,Fred Kerley,(44.5),07.05.95,,USA
62,,,Michael Cherry,(43.6),23.03.95,,USA
63,,,Wilbert London,(44.43),17.08.97,,USA
64,,,Rai Benjamin,(44.19),27.07.97,,USA
65,14.0,2:56.72,Bahamas,1,London,,10.08.2012
66,,,Christopher Brown,(45.2),15.10.78,,BAH
67,,,Demetrius Pinder,(43.3),13.02.89,,BAH
68,,,Michael Mathieu,(44.25),24.06.84,,BAH
69,,,Ramon Miller,(44.01),17.02.87,,BAH
70,15.0,2:56.75,Jamaica,2,Athínai,,10.08.1997
71,,,Michael McDonald,(44.5),17.03.75,,JAM
72,,,Gregory Haughton,(44.4),10.11.73,,JAM
73,,,Danny McFarlane,(44.37),14.02.72,,JAM
74,,,Davian Clarke,(43.51),30.04.76,,JAM
75,16.0,2:56.91,United States,1,Helsinki,,14.08.2005
76,,,Andrew Rock,(44.7e),23.01.82,,USA
77,,,Derrick Brew,(44.3e),28.12.77,,USA
78,,,Darold Williamson,(44.40),19.02.83,,USA
79,,,Jeremy Wariner,(43.49),31.01.84,,USA
80,17.0,2:57.05,United States,2,London,,10.08.2012
81,,,Bryshon Nellum,(45.1),01.05.89,,USA
82,,,Josh Mance,(43.7),21.03.92,,USA
83,,,Tony McQuay,(43.41),16.04.90,,USA
84,,,Angelo Taylor,(44.85),29.12.78,,USA
85,18.0,2:57.18,The Netherlands,2,Tokyo,,07.08.2021
86,,,Liemarvin Bonevacia,(45.0),05.04.89,,NED
87,,,Terrence Agard,(43.7),16.04.90,,NED
88,,,Tony Van Diepen,(44.28),17.04.96,,NED
89,,,Ramsey Angela,(44.12),06.11.99,,NED
90,19.0,2:57.25,United States,1rA,Nassau,,25.05.2014
91,,,David Verburg,(44.8),14.05.91,,USA
92,,,Tony McQuay,(44.1),16.04.90,,USA
93,,,Christian Taylor,(44.6),18.06.90,,USA
94,,,LaShawn Merritt,(43.8),27.06.86,,USA
95,20.0,2:57.27,Botswana,3,Tokyo,,07.08.2021
96,,,Isaac Makwala,(43.8),24.09.85,,BOT
97,,,Baboloki Thebe,(44.7),18.03.97,,BOT
98,,,Zibani Ngozi,(44.40),31.10.92,,BOT
99,,,Bayapo Ndori,(44.20),20.06.99,,BOT
100,21.0,2:57.29,United States,1,Roma,,06.09.1987
101,,,Danny Everett,(45.1),01.11.66,,USA
102,,,Roddie Haley,(44.0),06.12.65,,USA
103,,,Antonio McKay,(44.20),09.02.64,,USA
104,,,Harry Reynolds,(44.00),08.06.64,,USA
105,22.0,2:57.30,United States,1,Rio de Ja,eiro,20.08.2016
106,,,Arman Hall,(45.3),14.02.94,,USA
107,,,Tony McQuay,(43.2),16.04.90,,USA
108,,,Gil Roberts,(44.79),15.03.89,,USA
109,,,LaShawn Merritt,(43.97),27.06.86,,USA
110,23.0,2:57.32,United States,1,Göteborg,,13.08.1995
111,,,Marlon Ramsey,(44.9),11.09.74,,USA
112,,,Derek Mills,(44.6),09.07.72,,USA
113,,,Harry Reynolds,(43.74),08.06.64,,USA
114,,,Michael Johnson,(44.11),13.09.67,,USA
115,23.0,2:57.32,Bahamas,2,Helsinki,,14.08.2005
116,,,Nathaniel McKinney,(44.9e),19.01.82,,BAH
117,,,Avard Moncur,(44.6e),02.11.78,,BAH
118,,,Andrae Williams,(44.43),11.07.83,,BAH
119,,,Christopher Brown,(43.42),15.10.78,,BAH
120,25.0,2:57.53,Great Britain & N.I.,1,Tokyo,,01.09.1991
121,,,Roger Black,(44.7),31.03.66,,GBR
122,,,Derek Redmond,(44.0),03.09.65,,GBR
123,,,John Regis,(44.22),13.10.66,,GBR
124,,,Kriss Akabusi,(44.59),28.11.58,,GBR
125,26.0,2:57.57,United States,2,Tokyo,,01.09.1991
126,,,Andrew Valmon,(44.9),01.01.65,,USA
127,,,Quincy Watts,(43.4),19.06.70,,USA
128,,,Danny Everett,(44.31),01.11.66,,USA
129,,,Antonio Pettigrew,(44.93),03.11.67,,USA
130,27.0,2:57.59,Bahamas,2rA,Nassau,,25.05.2014
131,,,LaToy Williams,(45.0),28.05.88,,BAH
132,,,Demetrius Pinder,(43.8),13.02.89,,BAH
133,,,Christopher Brown,(44.2),15.10.78,,BAH
134,,,Michael Mathieu,(44.6),24.06.84,,BAH
135,28.0,2:57.72,Adidas,1r1,Gainesvil,e,16.04.2022
136,,,Steven Gardiner,(44.47),12.09.95,,BAH
137,,,Quincy Hall,(44.38),31.07.98,,USA
138,,,Erriyon Knighton,(45.08),29.01.04,,USA
139,,,Grant Holloway,(43.79),19.11.97,,USA
140,29.0,2:57.77,United States,1h1,Tokyo,,06.08.2021
141,,,Trevor Stewart,(44.7),20.05.97,,USA
142,,,Randolph Ross,(44.5),01.01.01,,USA
143,,,Bryce Deadmon,(44.08),26.03.97,,USA
144,,,Vernon Norwood,(44.34),10.04.92,,USA
145,30.0,2:57.82,United States,1,Beijing,,30.08.2015
146,,,David Verburg,(45.2),14.05.91,,USA
147,,,Tony McQuay,(44.2),16.04.90,,USA
148,,,Bryshon Nellum,(44.38),01.05.89,,USA
149,,,LaShawn Merritt,(44.18),27.06.86,,USA
150,31.0,2:57.86,United States,1,Berlin,,23.08.2009
151,,,Angelo Taylor,(45.34),29.12.78,,USA
152,,,Jeremy Wariner,(43.61),31.01.84,,USA
153,,,Kerron Clement,(44.76),31.10.85,,USA
154,,,LaShawn Merritt,(44.15),27.06.86,,USA
155,32.0,2:57.87,United States,1s2,Atlanta,,02.08.1996
156,,,LaMont Smith,(44.59),11.12.72,,USA
157,,,Jason Rouser,(44.33),22.03.70,,USA
158,,,Derek Mills,(44.32),09.07.72,,USA
159,,,Anthuan Maybank,(44.63),30.12.69,,USA
