,0,1,2,3,4,5,6,7,8,9
0,1,6.01,Jeff,Hartwig,USA,25.09.67,1,Bad,Oeynhausen,08.03.2002
1,2,5.7,Lars,Börgeling,GER,16.04.79,2,Bad,Oeynhausen,08.03.2002
