,0,1,2,3,4,5,6,7,8,9
0,1,5.8,Logan,Cunningham,USA,30.05.91,1,Port,Aransas,18.06.2016
1,2,5.7,Audie,Wyatt,CAN,27.03.91,2,Port,Aransas,18.06.2016
