,0,1,2,3,4,5,6
0,1,61:02      Abraham Kiprotich,FRA,17.08.85,,Brazzaville,14.08.2014
1,2,61:22      Abdellah Tagharrafet,MAR,85,,Laayoune,25.12.2011
2,drafting by,car and pacers subbed in,,,,,
3,1,59:57+     Eliud Kipchoge,KEN,05.11.84,1.0,Monza,06.05.2017
