,0,1,2,3,4,5,6,7,8
0,1,19.74,+1.6,Tyson Gay,USA,09.08.82,,Des Moines,23.06.2013
1,2,20.05,-0.1,Ramon Clay,USA,29.06.75,,Lausanne,04.07.2001
2,3,20.07,-0.8,Tyson Gay,USA,09.08.82,s2,Des Moines,23.06.2013
3,4,20.11,+0.4,Steve Mullings,JAM,29.11.82,,Kingston,26.06.2011
4,5,20.17,-1.0,Steve Mullings,JAM,29.11.82,,Barcelona,22.07.2011
5,6,20.20,-0.1,Ramon Clay,USA,29.06.75,s1,Eugene,23.06.2001
6,7,20.21,±0.0,Tyson Gay,USA,09.08.82,,Birmingham,26.08.2012
7,8,20.22A,+1.8,Kevin Braunskill,USA,31.03.69,,Sestriere,31.07.1994
8,8,20.22,+0.2,Steve Mullings,JAM,29.11.82,,Arzana,30.07.2011
9,10,20.25,±0.0,Ramon Clay,USA,29.06.75,,Bridgetown,19.05.2001
10,10,20.25,+0.5,Steve Mullings,JAM,29.11.82,s1,Kingston,25.06.2011
11,12,20.26,+1.8,Ramon Clay,USA,29.06.75,h4,Eugene,23.06.2001
12,13,20.27,+0.7,Ramon Clay,USA,29.06.75,,Nice,09.07.2001
13,13,20.27,-1.0,Ramon Clay,USA,29.06.75,,Bridgetown,18.05.2002
14,13,20.27,+1.3,Dwain Chambers,GBR,05.04.78,r1,Athínai,10.06.2002
15,13,20.27,+1.8,Ramon Clay,USA,29.06.75,,Palo Alto,23.06.2002
16,13,20.27,+0.1,Ramon Clay,USA,29.06.75,,Palo Alto,22.06.2003
17,18,20.28,,Ramon Clay,USA,29.06.75,,Port of Spain,05.05.2002
18,19,20.30,+1.1,Ramon Clay,USA,29.06.75,s2,Sacramento,23.07.2000
19,20,20.31,+0.5,Ramon Clay,USA,29.06.75,,Saint-Denis,04.07.2003
20,21,20.32,-0.1,Ramon Clay,USA,29.06.75,,Oslo,28.07.2000
21,21,20.32,-0.6,Ramon Clay,USA,29.06.75,,Madrid,21.09.2002
22,23,20.33,±0.0,Ramon Clay,USA,29.06.75,rA,Sevilla,09.06.2000
23,23,20.33,-1.3,Ramon Clay,USA,29.06.75,,Eugene,27.05.2001
24,25,20.34,-0.5,Ramon Clay,USA,29.06.75,,London,23.08.2002
25,25,20.34,±0.0,Ramon Clay,USA,29.06.75,,Lausanne,01.07.2003
26,25,20.34,+0.9,Leo Bookman,USA,03.01.82,,Kingston,07.05.2005
27,28,20.36,+0.1,Ramon Clay,USA,29.06.75,s1,Palo Alto,22.06.2003
28,29,20.37,-0.3,Ramon Clay,USA,29.06.75,h3,Sacramento,22.07.2000
29,29,20.37,+0.2,Ramon Clay,USA,29.06.75,,Réthymno,01.07.2001
30,31,20.38,+0.9,Ramon Clay,USA,29.06.75,,Roma,30.06.2000
31,31,20.38,+1.9,Dwain Chambers,GBR,05.04.78,,Sheffield,30.06.2002
