,0,1,2,3,4,5,6,7,8
0,1,19.82,-0.9,Churandy Martina,AHO,03.07.84,,Beijing,20.08.2008
1,2,19.95,-0.9,Wallace Spearmon,USA,24.12.84,,Beijing,20.08.2008
2,3,20.08,0.7,Aaron Brown,CAN,27.05.92,h7,London,07.08.2017
3,4,20.12,0.9,Zharnel Hughes,GBR,13.07.95,,Gold Coast,12.04.2018
4,5,20.19,0.7,Clarence Munyai,RSA,20.02.98,h7,London,07.08.2017
5,6,20.32,0.6,Joshua Hartmann,GER,09.06.99,,Berlin,16.06.2022
6,7,20.35,0.7,Ato Boldon,TTO,30.12.73,,Oslo,30.06.1999
7,8,20.37,-0.4,Xie Zhenye,CHN,17.08.93,h7,Beijing,25.08.2015
8,8,20.37,-0.9,Churandy Martina,NED,03.07.84,,Amsterdam,08.07.2016
9,10,20.38,0.5,Kirk Baptiste,USA,20.06.63,,Canberra,06.10.1985
10,11,20.39,-0.7,Anninos Marcoullides,CYP,08.02.71,q2,Sevilla,24.08.1999
11,11,20.39,-1.1,Dwight Thomas,JAM,23.09.80,,Madrid,17.07.2004
