,0,1,2,3,4,5,6,7,8
0,1,77.58,Tatyana Lysenko,RUS,09.10.83,,Moskva,,16.08.2013
1,2,77.56,Tatyana Lysenko,RUS,09.10.83,,London,,10.08.2012
2,3,77.33,Tatyana Lysenko,RUS,09.10.83,,Moskva,,16.08.2013
3,4,77.32,Tatyana Lysenko,RUS,09.10.83,,Ostrava,,26.06.2007
4,5,77.28,Tatyana Lysenko,RUS,09.10.83,,London,,10.08.2012
5,6,77.27,Tatyana Lysenko,RUS,09.10.83,,Moskva,,24.07.2013
6,7,77.19,Tatyana Lysenko,RUS,09.10.83,,Yerino,,22.07.2012
7,8,77.12,Tatyana Lysenko,RUS,09.10.83,,London,,10.08.2012
8,9,77.05,Tatyana Lysenko,RUS,09.10.83,,Sochi,,26.05.2007
9,10,76.9,Tatyana Lysenko,RUS,09.10.83,,Moskva,,16.08.2013
10,11,76.76,Oksana Menkova,BLR,28.03.82,,Minsk,,12.06.2012
11,12,76.5,Oksana Menkova,BLR,28.03.82,,Brest,,28.04.2012
12,12,76.5,Tatyana Lysenko,RUS,09.10.83,,Yerino,,22.07.2012
13,14,76.47,Tatyana Lysenko,RUS,09.10.83,,Yerino,,22.07.2012
14,15,76.34,Tatyana Lysenko,RUS,09.10.83,,Moskva,,16.08.2013
15,16,76.28,Gulfiya Agafonova,RUS,04.06.82,,Sochi,,26.05.2007
16,17,76.24,Tatyana Lysenko,RUS,09.10.83,,Zagreb,,04.07.2007
17,18,76.13,Tatyana Lysenko,RUS,09.10.83,,Ostrava,,26.06.2007
18,19,75.91,Tatyana Lysenko,RUS,09.10.83,,Ostrava,,26.06.2007
19,20,75.86,Tatyana Lysenko,RUS,09.10.83,,London,,10.08.2012
20,21,75.85,Tatyana Lysenko,RUS,09.10.83,,Zhukovskiy,,09.06.2007
21,22,75.83,Tatyana Lysenko,RUS,09.10.83,,Zhukovskiy,,09.06.2007
22,23,75.8,Oksana Menkova,BLR,28.03.82,,Stayki,,01.08.2009
23,24,75.53,Tatyana Lysenko,RUS,09.10.83,,Zhukovskiy,,09.06.2007
24,25,75.46,Gulfiya Agafonova,RUS,04.06.82,,Sochi,,26.05.2007
25,26,75.3,Tatyana Lysenko,RUS,09.10.83,,Zagreb,,04.07.2007
26,27,75.26,Tatyana Lysenko,RUS,09.10.83,,Zagreb,,04.07.2007
27,28,75.04,Oksana Menkova,BLR,28.03.82,,Brest,,28.04.2012
28,29,75.0,Gulfiya Agafonova,RUS,04.06.82,,Sochi,,26.05.2007
29,30,74.96,Tatyana Lysenko,RUS,09.10.83,,Yerino,,22.07.2012
30,31,74.73,Tatyana Lysenko,RUS,09.10.83,,Zhukovskiy,,09.06.2007
31,32,74.63,Gulfiya Agafonova,RUS,04.06.82,,Kazan,,19.07.2008
32,33,74.59,Tatyana Lysenko,RUS,09.10.83,,Zhukovskiy,,09.06.2007
33,34,74.57,Tatyana Lysenko,RUS,09.10.83,,Yerino,,22.07.2012
34,35,74.53,Tatyana Lysenko,RUS,09.10.83,,München,,24.06.2007
35,35,74.53,Tatyana Lysenko,RUS,09.10.83,,Berlin,,01.09.2013
36,37,74.49,Tatyana Lysenko,RUS,09.10.83,,Moskva,,16.08.2013
37,38,74.41,Oksana Menkova,BLR,28.03.82,,Minsk,,12.06.2012
38,39,74.4,Oksana Menkova,BLR,28.03.82,,Beijing,,20.08.2008
39,40,74.39,Tatyana Lysenko,RUS,09.10.83,,London,,10.08.2012
40,40,74.39,Tatyana Lysenko,RUS,09.10.83,,Berlin,,01.09.2013
41,42,74.26,Oksana Menkova,BLR,28.03.82,,Brest,,16.05.2012
42,43,74.12,Oksana Menkova,BLR,28.03.82,,Stayki,,01.08.2009
43,44,74.1,Tatyana Lysenko,RUS,09.10.83,,Berlin,,01.09.2013
44,45,74.06,Yekaterina Khoroshikh,RUS,21.03.83,,Sochi,,26.05.2007
45,46,74.0,Oksana Menkova,BLR,28.03.82,,Minsk,,18.07.2012
46,47,73.98,Gulfiya Agafonova,RUS,04.06.82,,Moskva,,15.07.2013
47,48,73.94,Anna Bulgakova,RUS,17.01.88,,Moskva,,24.07.2013
48,49,73.88,Tatyana Lysenko,RUS,09.10.83,,Adler,,26.02.2013
49,50,73.8,Yekaterina Khoroshikh,RUS,21.03.83,,Sochi,,26.05.2007
50,51,73.78,Mihaela Melinte,ROU,27.03.75,,Nitra,,26.08.2000
51,52,73.77,Tatyana Lysenko,RUS,09.10.83,,Ad-Dawhah,,11.05.2007
52,52,73.77,Zalina Marghieva,MDA,06.02.88,,London,,10.08.2012
53,54,73.72,Anna Bulgakova,RUS,17.01.88,,Krasnodar,,23.02.2014
54,55,73.7,Oksana Menkova,BLR,28.03.82,,Minsk,,18.07.2012
55,56,73.69,Tatyana Lysenko,RUS,09.10.83,,Ostrava,,26.06.2007
56,57,73.68,Oksana Menkova,BLR,28.03.82,,Brest,,16.05.2012
57,58,73.67,Anna Bulgakova,RUS,17.01.88,,Moskva,,24.07.2013
58,58,73.67,Gwendolyn Berry,USA,29.06.89,,Memphis,,29.04.2016
59,60,73.56,Mariya Bespalova,RUS,21.05.86,q,London,,08.08.2012
60,61,73.44,Oksana Kondratyeva,RUS,22.11.85,,Moskva,,15.07.2013
61,62,73.39,Tatyana Lysenko,RUS,09.10.83,,Rieti,,09.09.2012
62,63,73.33,Anna Bulgakova,RUS,17.01.88,,Moskva,,16.08.2013
63,64,73.32,Anna Bulgakova,RUS,17.01.88,,Moskva,,15.07.2013
64,65,73.2,Anna Bulgakova,RUS,17.01.88,,Kazan,,25.07.2014
65,66,73.19,Tatyana Lysenko,RUS,09.10.83,,Adler,,26.02.2013
66,67,73.16,Gulfiya Agafonova,RUS,04.06.82,,Zhukovskiy,,09.06.2007
67,68,73.15,Tatyana Lysenko,RUS,09.10.83,,Berlin,,01.09.2013
68,69,73.12,Tatyana Lysenko,RUS,09.10.83,,Adler,,26.02.2013
