,0,1,2,3,4,5,6
0,1,6674,Jackie Joyner-Kersee,USA,03.03.62,Azusa,20.04.1990
1,2,6548,Jane Frederick,USA,07.04.52,Indianapolis,18.06.1985
2,3,6271,Diana Pickler,USA,09.12.83,Eugene,28.06.2009
3,4,6270,Shelia Burrell,USA,15.01.72,New Orleans,20.06.1998
4,5,6267,Xénia Krizsán,HUN,13.01.93,Götzis,01.06.2014
5,6,6228,Urszula Wlodarczyk,POL,22.12.65,Valladolid,19.05.1996
6,7,6128,Austra Skujyté,LTU,12.08.79,College Station,17.05.2001
7,8,6120,DeDee Nathan,USA,20.04.68,Eugene,22.06.2001
