,0,1,2,3,4,5
0,1.0,7:09.66,Kenya,,Nassau,02.05.2015
1,,,Alfred Kipketer,(1:47.62),26.12.96,KEN
2,,,Nicholas Kipkoech,(1:47.70),22.10.92,KEN
3,,,Timothy Kitum,(1:47.34),20.11.94,KEN
4,,,Jeremiah Mutai,(1:47.00),27.12.92,KEN
