,0,1,2,3,4,5,6
0,1.0,2:59.71A,Cuba,1.0,Ciudad de,México,24.07.1988
1,,,Lázaro Martínez,,11.11.62,,CUB
2,,,Jorge Valentin,,16.08.64,,CUB
3,,,Félix Stevens,,08.03.64,,CUB
4,,,Roberto Hernández,,06.03.67,,CUB
