,0,1,2,3,4,5,6,7,8,9,10
0,1,12.36,0.7,Svetla,Dimitrova,BUL,27.01.70,1,Stara,Zagora,09.07.1997
1,2,12.63,,Angela,Atede,NGR,08.02.72,1,Lagos,,28.06.1997
