,0,1,2,3,4,5,6,7,8
0,1,22.77,3.1,Anthony Jarrett,GBR,13.08.68,1,London,14.07.1991
1,2,22.92,3.6,Nigel Walker,GBR,15.06.63,1,Stoke-on-Trent,07.09.1986
2,3,23.0,3.6,Jonathan Ridgeon,GBR,14.02.67,2,Stoke-on-Trent,07.09.1986
3,4,23.09,,Luca Giovannelli,ITA,29.09.75,1,Santa Maria a Monte,03.05.1998
