,0,1,2,3,4,5,6,7,8
0,1,21.84,+0.7,Marion Jones,USA,12.10.75,,Sydney,28.09.2000
1,2,22.05,-0.3,Kelli White,USA,01.04.77,,Saint-Denis,28.08.2003
2,3,22.11,-0.3,Marion Jones,USA,12.10.75,,Bruxelles,30.08.2002
3,4,22.21,±0.0,Kelli White,USA,01.04.77,,Palo Alto,22.06.2003
4,5,22.23,+1.6,Marion Jones,USA,12.10.75,h1,Eugene,23.06.2001
5,6,22.25A,+0.8,Angela Issajenko,CAN,28.09.58,,Colorado Springs,20.07.1982
6,7,22.31,+1.6,Kelli White,USA,01.04.77,,Monaco,13.09.2003
7,8,22.32,-0.4,Marion Jones,USA,12.10.75,,Ostrava,12.06.2002
8,9,22.33A,-0.5,Kelli White,USA,01.04.77,,Ciudad de México,03.05.2003
9,10,22.35,+0.1,Marion Jones,USA,12.10.75,,Palo Alto,23.06.2002
10,11,22.37,+1.4,Angela Issajenko,CAN,28.09.58,,Ottawa,01.08.1982
11,12,22.38,+0.5,Kelli White,USA,01.04.77,,Bruxelles,24.08.2001
12,12,22.38,+0.5,Torri Edwards,USA,31.01.77,s1,Sacramento,17.07.2004
13,14,22.39,-0.8,Marion Jones,USA,12.10.75,,Edmonton,10.08.2001
14,14,22.39,-1.2,Torri Edwards,USA,31.01.77,,Sacramento,18.07.2004
15,16,22.40,-1.4,Marion Jones,USA,12.10.75,s1,Sydney,28.09.2000
16,16,22.40,+0.3,Marion Jones,USA,12.10.75,s1,Edmonton,09.08.2001
17,18,22.43,+0.7,Kelli White,USA,01.04.77,,Saint-Denis,04.07.2003
18,19,22.44,+0.6,Angela Issajenko,CAN,28.09.58,,Koblenz,25.08.1982
19,20,22.46,+0.6,Merlene Ottey,JAM,10.05.60,,Stockholm,30.07.1999
20,20,22.46,+1.4,Marion Jones,USA,12.10.75,h1,Palo Alto,22.06.2002
21,22,22.47,+0.1,Anastasiya Kapachinskaya,RUS,21.11.79,,Barcelona,31.07.2010
22,23,22.48,±0.0,Angela Issajenko,CAN,28.09.58,,Köln,22.08.1982
23,24,22.49,+0.4,Shelly-Ann Fraser-Pryce,JAM,27.12.86,,Kingston,27.06.2010
24,25,22.50,-0.3,Marion Jones,USA,12.10.75,q2,Sydney,27.09.2000
25,25,22.50,+0.1,Kelli White,USA,01.04.77,,Palo Alto,23.06.2002
26,25,22.50,-0.1,Kelli White,USA,01.04.77,s1,Saint-Denis,27.08.2003
27,28,22.52,-1.6,Marion Jones,USA,12.10.75,,Eugene,24.06.2001
28,29,22.53,+0.7,Kelli White,USA,01.04.77,,Zagreb,08.07.2002
29,30,22.54,-0.3,Kelli White,USA,01.04.77,s3,Edmonton,09.08.2001
30,31,22.55,+0.8,Angela Issajenko,CAN,28.09.58,,Les Abymes,16.05.1981
31,31,22.55,-1.0,Angela Issajenko,CAN,28.09.58,,Berlin,21.08.1987
32,31,22.55,-0.4,Anastasiya Kapachinskaya,RUS,21.11.79,,Yerino,25.06.2011
33,31,22.55,+1.0,Semoy Hackett,TTO,27.11.88,s2,London,07.08.2012
34,35,22.56,-0.8,Kelli White,USA,01.04.77,,Edmonton,10.08.2001
35,35,22.56,±0.0,Kelli White,USA,01.04.77,,Saint-Denis,05.07.2002
36,37,22.57,±0.0,Yuliya Chermoshanskaya,RUS,06.01.86,s1,Beijing,20.08.2008
37,38,22.58,+0.5,Crystal Cox,USA,28.03.79,,Palo Alto,31.05.2004
38,38,22.58,+0.9,Semoy Hackett,TTO,27.11.88,h3,Des Moines,07.06.2012
