,0,1,2,3,4,5,6,7,8,9
0,1,22.09,2.7,Tayna,Lawrence,JAM,17.09.75,1r1,Miami,23.03.2002
1,2,22.49,2.7,Maria,Brown,JAM,20.10.78,2r1,Miami,23.03.2002
