,0,1,2,3,4,5,6,7,8
0,1,19.5y,1.9,Tommie Smith,USA,12.06.44,1,San José,07.05.1966
1,2,19.9y,1.4,David Sime,USA,25.07.36,1,Sanger,09.06.1956
2,2,19.9y,1.0,Francis Budd,USA,20.07.39,1,Villanova,12.05.1962
3,2,19.9y,,Stanley Harris,USA,03.11.56,1,Daytona Beach,03.04.1974
4,5,20.0y,,Michael Agostini,TTO,23.01.35,1,Bakersfield,17.03.1956
5,5,20.0y,1.7,David Sime,USA,25.07.36,1,Durham,11.05.1956
6,5,20.0y,,Ray Norton,USA,22.09.37,1,San José,02.04.1960
7,5,20.0y,1.4,Robert Hayes,USA,20.12.42,1,Atlanta,13.05.1961
8,5,20.0y,1.0,Paul Drayton,USA,08.05.39,2,Villanova,12.05.1962
9,5,20.0,0.3,Tommie Smith,USA,12.06.44,1,San José,13.03.1965
10,5,20.0y,,Marshall Dill,USA,09.08.52,1,Mansfield,17.04.1971
11,12,20.1y,1.5,Melvin Patton,USA,16.11.24,1,Los Angeles,07.05.1949
12,12,20.1y,,James Brown,USA,06.03.57,2,Daytona Beach,03.04.1974
13,14,20.2y,0.3,Jesse Owens,USA,12.09.13,1,Ann Arbour,25.05.1935
14,14,20.2,,Lloyd La Beach,PAN,28.06.22,1,Compton,04.06.1948
15,14,20.2Ay,,Lloyd La Beach,PAN,28.06.22,1,Provo,23.04.1949
16,14,20.2y,1.4,Michael Agostini,TTO,23.01.35,2,Sanger,09.06.1956
