,0,1,2,3,4,5,6,7,8
0,1,7.11,1.8,Marion Jones,USA,12.10.75,,Sacramento,15.07.2004
1,2,7.03,0.1,Xiong Qiying,CHN,14.10.67,q,Shanghai,21.10.1997
2,2,7.03,0.4,Tatyana Lebedeva,RUS,21.07.76,,Beijing,22.08.2008
3,2,7.03,1.3,Olga Kucharenko,RUS,14.02.85,,Sochi,26.05.2012
4,5,7.01,-1.2,Xiong Qiying,CHN,14.10.67,,Shanghai,22.10.1997
5,6,6.97,1.0,Tatyana Lebedeva,RUS,21.07.76,,Berlin,23.08.2009
6,7,6.93,1.0,Marion Jones,USA,12.10.75,,Eugene,19.06.2004
7,7,6.93,1.5,Tatyana Lebedeva,RUS,21.07.76,,Moskva,01.07.2009
8,9,6.92,,Inessa Kravets,UKR,05.10.66,,London,05.08.2000
9,9,6.92,0.3,Iva Prandzheva,BUL,15.02.72,,Zürich,11.08.2000
10,9,6.92,1.0,Marion Jones,USA,12.10.75,,Sydney,29.09.2000
11,12,6.9,1.6,Tatyana Lebedeva,RUS,21.07.76,,London,25.07.2009
12,12,6.9,0.5,Olga Kucharenko,RUS,14.02.85,,Velenje,14.06.2012
