,0,1,2,3,4,5,6,7,8
0,1,21.34,+1.3,Florence Griffith-Joyner,USA,21.12.59,1,Seoul,29.09.1988
1,2,21.45,+0.6,Shericka Jackson,JAM,16.07.94,1,Eugene,21.07.2022
2,3,21.53,+0.8,Elaine Thompson-Herah,JAM,28.06.92,1,Tokyo,03.08.2021
3,4,21.55,±0.0,Shericka Jackson,JAM,16.07.94,1,Kingston,26.06.2022
4,5,21.56,+1.7,Florence Griffith-Joyner,USA,21.12.59,1s1,Seoul,29.09.1988
5,6,21.61,+1.3,Gabrielle Thomas,USA,07.12.96,1,Eugene,26.06.2021
6,7,21.62A,-0.6,Marion Jones,USA,12.10.75,1,Johannesburg,11.09.1998
7,8,21.63,+0.2,Dafne Schippers,NED,15.06.92,1,Beijing,28.08.2015
8,9,21.64,+0.8,Merlene Ottey,JAM,10.05.60,1,Bruxelles,13.09.1991
9,10,21.66,-1.0,Merlene Ottey,JAM,10.05.60,1rA,Zürich,15.08.1990
10,10,21.66,+0.2,Elaine Thompson-Herah,JAM,28.06.92,2,Beijing,28.08.2015
11,10,21.66,+0.3,Elaine Thompson-Herah,JAM,28.06.92,1s2,Tokyo,02.08.2021
12,13,21.67,+2.0,Shericka Jackson,JAM,16.07.94,1s1,Eugene,19.07.2022
13,14,21.69,+1.0,Allyson Felix,USA,18.11.85,1,Eugene,30.06.2012
14,15,21.71,+0.7,Marita Koch,GDR,18.02.57,1,Karl-Marx-Stadt,10.06.1979
15,15,21.71,+0.3,Marita Koch,GDR,18.02.57,1r1,Potsdam,21.07.1984
16,15,21.71,+1.2,Heike Drechsler,GER,16.12.64,1,Jena,29.06.1986
17,15,21.71,-0.8,Heike Drechsler,GER,16.12.64,1,Stuttgart,29.08.1986
18,19,21.72,+1.3,Grace Jackson,JAM,14.06.61,2,Seoul,29.09.1988
19,19,21.72,-0.1,Gwen Torrence,USA,12.06.65,1s2,Barcelona,05.08.1992
20,21,21.74,+0.4,Marlies Göhr,GDR,21.03.58,1,Erfurt,03.06.1984
21,21,21.74,+1.2,Silke Möller,GER,20.06.64,1,Roma,03.09.1987
22,21,21.74,+0.6,Veronica Campbell-Brown,JAM,16.05.82,1,Beijing,21.08.2008
23,21,21.74,-0.4,Shaunae Miller-Uibo,BAH,15.04.94,1,Zürich,29.08.2019
24,25,21.75,-0.1,Juliet Cuthbert,JAM,09.04.64,2s2,Barcelona,05.08.1992
25,26,21.76,+0.3,Marita Koch,GDR,18.02.57,1,Dresden,03.07.1982
26,26,21.76,+0.7,Florence Griffith-Joyner,USA,21.12.59,1q1,Seoul,28.09.1988
27,26,21.76,-0.8,Marion Jones,USA,12.10.75,1,Zürich,13.08.1997
28,29,21.77,-0.1,Florence Griffith-Joyner,USA,21.12.59,1q2,Indianapolis,22.07.1988
29,29,21.77,+1.0,Merlene Ottey,JAM,10.05.60,1,Monaco,07.08.1993
30,29,21.77,-0.3,Gwen Torrence,USA,12.06.65,1,Köln,18.08.1995
31,29,21.77,+0.6,Inger Miller,USA,12.06.72,1,Sevilla,27.08.1999
32,29,21.77,+1.5,Tori Bowie,USA,27.08.90,1,Eugene,27.05.2017
33,29,21.77,-0.3,Abby Steiner,USA,24.11.99,1,Eugene,26.06.2022
34,35,21.78,-1.3,Marita Koch,GDR,18.02.57,1,Leipzig,11.08.1985
35,35,21.78,-0.1,Elaine Thompson-Herah,JAM,28.06.92,1,Rio de Janeiro,17.08.2016
36,35,21.78,+0.6,Christine Mboma,NAM,22.05.03,1,Zürich,09.09.2021
37,38,21.79,+1.7,Silke Möller,GER,20.06.64,1,Potsdam,22.08.1987
38,38,21.79,+0.8,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1,Kingston,27.06.2021
39,40,21.80,-1.1,Merlene Ottey,JAM,10.05.60,1,Nice,10.07.1990
40,40,21.80,+0.4,Marion Jones,USA,12.10.75,1,Uniondale,20.07.1998
41,40,21.80,+1.3,Abby Steiner,USA,24.11.99,1,Eugene,11.06.2022
42,40,21.80,+0.9,Abby Steiner,USA,24.11.99,1s1,Eugene,26.06.2022
43,40,21.80,-0.9,Shericka Jackson,JAM,16.07.94,1,Zürich,08.09.2022
44,45,21.81,-0.1,Valerie Brisco,USA,06.07.60,1,Los Angeles,09.08.1984
45,45,21.81,+0.4,Merlene Ottey,JAM,10.05.60,1,Köln,19.08.1990
46,45,21.81,-0.6,Gwen Torrence,USA,12.06.65,1,Barcelona,06.08.1992
47,45,21.81,±0.0,Gwen Torrence,USA,12.06.65,1,Monaco,25.07.1995
48,45,21.81,+1.6,Marion Jones,USA,12.10.75,1,Eugene,30.05.1999
49,45,21.81,+1.7,Allyson Felix,USA,18.11.85,1,Osaka,31.08.2007
50,45,21.81,+0.8,Christine Mboma,NAM,22.05.03,2,Tokyo,03.08.2021
51,45,21.81,+0.6,Shericka Jackson,JAM,16.07.94,2,Zürich,09.09.2021
52,45,21.81,+0.6,Shelly-Ann Fraser-Pryce,JAM,27.12.86,2,Eugene,21.07.2022
53,54,21.82,+1.3,Marita Koch,GDR,18.02.57,1r1,Karl-Marx-Stadt,18.06.1983
54,54,21.82,+0.8,Shericka Jackson,JAM,16.07.94,2,Kingston,27.06.2021
55,54,21.82,-0.1,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1s3,Eugene,19.07.2022
56,57,21.83,-0.2,Evelyn Ashford,USA,15.04.57,1,Montréal,24.08.1979
57,57,21.83,+0.5,Merlene Ottey,JAM,10.05.60,1,Köln,08.09.1991
58,59,21.84,-1.1,Evelyn Ashford,USA,15.04.57,1,Bruxelles,28.08.1981
59,59,21.84,+1.0,Heike Drechsler,GER,16.12.64,1,Rostock,26.06.1988
60,59,21.84A,-1.1,Marion Jones,USA,12.10.75,1,Roodepoort,19.03.1999
61,59,21.84A,+1.1,Christine Mboma,NAM,22.05.03,1,Nairobi,21.08.2021
62,59,21.84,+0.4,Christine Mboma,NAM,22.05.03,1,Bruxelles,03.09.2021
63,59,21.84,+0.2,Shericka Jackson,JAM,16.07.94,1,Chorzów,06.08.2022
64,65,21.85,+0.3,Bärbel Wöckel,GDR,21.03.55,2r1,Potsdam,21.07.1984
65,65,21.85,+1.3,Florence Griffith-Joyner,USA,21.12.59,1,Indianapolis,23.07.1988
66,65,21.85,-0.8,Gwen Torrence,USA,12.06.65,1,Durham,12.08.1994
67,65,21.85,+0.2,Elaine Thompson-Herah,JAM,28.06.92,1,Zürich,01.09.2016
68,69,21.86,+1.0,Gwen Torrence,USA,12.06.65,1,Bruxelles,25.08.1995
69,69,21.86,+0.2,Dafne Schippers,NED,15.06.92,2,Zürich,01.09.2016
70,71,21.87,±0.0,Marita Koch,GDR,18.02.57,1r1,Zürich,22.08.1984
71,71,21.87,±0.0,Irina Privalova,RUS,12.11.68,2,Monaco,25.07.1995
72,71,21.87,+0.8,Gabrielle Thomas,USA,07.12.96,3,Tokyo,03.08.2021
73,71,21.87A,+0.6,Christine Mboma,NAM,22.05.03,1rA,Gaborone,30.04.2022
74,75,21.88,+0.9,Evelyn Ashford,USA,15.04.57,1,Indianapolis,19.06.1983
75,75,21.88A,+1.6,Merlene Ottey,JAM,10.05.60,1,Sestriere,08.08.1990
76,75,21.88,+1.0,Merlene Ottey,JAM,10.05.60,1,Athínai,07.09.1990
77,75,21.88,+2.0,Irina Privalova,RUS,12.11.68,1,Rieti,05.09.1993
78,75,21.88,+1.3,Allyson Felix,USA,18.11.85,1,Stockholm,31.07.2009
79,75,21.88,-0.2,Allyson Felix,USA,18.11.85,1,London,08.08.2012
80,75,21.88,-0.1,Dafne Schippers,NED,15.06.92,2,Rio de Janeiro,17.08.2016
81,75,21.88,+0.1,Shaunae Miller-Uibo,BAH,15.04.94,1,Zürich,24.08.2017
82,75,21.88,+0.9,Dina Asher-Smith,GBR,04.12.95,1,Ad-Dawhah,02.10.2019
83,84,21.89,+0.2,Dina Asher-Smith,GBR,04.12.95,1,Berlin,11.08.2018
84,84,21.89,+1.3,Jenna Prandini,USA,20.11.92,2,Eugene,26.06.2021
85,86,21.90,+1.9,Marita Koch,GDR,18.02.57,1,Dresden,03.08.1985
86,86,21.90,-0.7,Marita Koch,GDR,18.02.57,1,Canberra,04.10.1985
87,88,21.91A,+1.9,Marita Koch,GDR,18.02.57,1,Ciudad de México,12.09.1979
88,88,21.91,-0.4,Marion Jones,USA,12.10.75,1,Helsinki,10.06.1999
89,88,21.91,+1.5,Shaunae Miller-Uibo,BAH,15.04.94,2,Eugene,27.05.2017
90,88,21.91,+1.3,Shericka Jackson,JAM,16.07.94,1,Roma,09.06.2022
91,88,21.91,+1.8,Julien Alfred,LCA,10.06.01,1r1,Gainesville,14.04.2023
92,93,21.92,+0.9,Gwen Torrence,USA,12.06.65,1,Bruxelles,03.09.1993
93,93,21.92,+0.4,Marion Jones,USA,12.10.75,1,Monaco,16.08.1997
94,93,21.92,-0.3,Tamara Clark,USA,09.01.99,2,Eugene,26.06.2022
