,0,1,2,3,4,5,6,7,8
0,1,6.42,+0.9,Ackeem Blake,JAM,21.01.02,1,Kingston,25.02.2023
1,1,6.42,+0.9,Oblique Seville,JAM,16.03.01,2,Kingston,25.02.2023
2,3,6.45,+0.9,Zharnel Hughes,GBR,13.07.95,3,Kingston,25.02.2023
3,3,6.45,+0.9,Yohan Blake,JAM,26.12.89,4,Kingston,25.02.2023
4,5,6.48,+0.3,Kim Collins,SKN,05.04.76,1,Cheb,26.07.2014
5,6,6.5,+0.9,Kadrian Goldson,JAM,08.11.97,5,Kingston,25.02.2023
6,7,6.52,-1.1,Nesta Carter,JAM,11.10.85,1,Kingston,25.01.2014
7,7,6.52,+1.6,Zharnel Hughes,GBR,13.07.95,1h3,Kingston,25.02.2023
8,9,6.53,+1.4,Nesta Carter,JAM,11.10.85,1rA,Kingston,31.01.2015
9,9,6.53,+2.0,Kim Collins,SKN,05.04.76,1,Spanish Town,23.01.2016
10,9,6.53,+0.2,Andrew Fisher,JAM,15.12.91,1,Spanish Town,21.01.2017
11,12,6.54,-1.8,Kadrian Goldson,JAM,08.11.97,1,Spanish Town,11.02.2023
12,12,6.54,+1.6,Yohan Blake,JAM,26.12.89,2h3,Kingston,25.02.2023
13,14,6.55,+0.7,Julian Forte,JAM,07.01.93,1r3,Kingston,28.01.2017
14,14,6.55,,Xie Zhenye,CHN,17.08.93,1,Shanghai,01.07.2017
15,14,6.55,+0.5,Julian Forte,JAM,07.01.93,1h6,Kingston,19.02.2022
16,17,6.56,+0.4,Ackeem Blake,JAM,21.01.02,1h1,Kingston,25.02.2023
17,18,6.57,+0.3,Oblique Seville,JAM,16.03.01,1h2,Kingston,25.02.2023
18,18,6.57,+1.6,Brendon Rodney,CAN,09.04.92,3h3,Kingston,25.02.2023
19,18,6.57,+0.9,Brendon Rodney,CAN,09.04.92,6,Kingston,25.02.2023
20,21,6.58,+1.4,Kemarley Brown,JAM,20.07.92,2rA,Kingston,31.01.2015
21,21,6.58,+0.9,Emanuel Archibald,GUY,09.09.94,7,Kingston,25.02.2023
22,23,6.59,-0.7,Kim Collins,SKN,05.04.76,1,Cheb,02.08.2013
23,23,6.59,+1.4,Julian Forte,JAM,07.01.93,3rA,Kingston,31.01.2015
24,23,6.59,+0.7,Emre Zafer Barnes,TUR,07.11.88,1,Spanish Town,19.01.2019
25,23,6.59,,Kirk Wilson,USA,27.05.91,1,Phoenix,22.01.2022
26,23,6.59,+0.4,Kadrian Goldson,JAM,08.11.97,2h1,Kingston,25.02.2023
27,23,6.59,+0.3,Rasheed Broadbell,JAM,13.08.00,2h2,Kingston,25.02.2023
28,23,6.59,+0.3,Emanuel Archibald,GUY,09.09.94,3h2,Kingston,25.02.2023
29,30,6.6,,Donovan Bailey,CAN,16.12.67,1,Manaus,24.01.1997
30,30,6.6,+1.7,Oshane Bailey,JAM,09.08.89,1,Kingston,30.01.2016
31,30,6.6,+0.2,Everton Clarke,JAM,24.12.92,2,Spanish Town,21.01.2017
32,30,6.6,+0.7,Keavan Smith,JAM,12.05.91,2r3,Kingston,28.01.2017
33,30,6.6,±0.0,Yoshihide Kiryu,JPN,15.12.95,1,Goldd Coast,17.03.2017
