,0,1,2,3,4,5,6
0,1,8:03.94,Ezekiel Kemboi,KEN,25.05.82,Eugene,01.06.2013
1,2,8:08.47,Ezekiel Kemboi,KEN,25.05.82,Rio de Janeiro,17.08.2016
2,3,8:10.51,Raymond Yator,KEN,07.04.81,Portland,03.06.2001
3,4,8:18.85,Philip Barkutwo,KEN,06.10.66,Zürich,07.08.1991
4,5,8:19.51,Henry Marsh,USA,15.03.54,Roma,05.09.1981
