,0,1,2,3,4,5,6
0,1,3:36:55,Vladimir Kanaykin,RUS,21.03.85,Cheboksary,11.05.2008
1,2,3:37:54,Igor Yerokhin,RUS,04.09.85,London,11.08.2012
2,3,3:38:08,Sergey Kirdyapkin,RUS,18.06.80,Saransk,13.05.2012
3,4,3:38:10,Igor Yerokhin,RUS,04.09.85,Saransk,13.05.2012
4,5,3:38:35,Sergey Kirdyapkin,RUS,18.06.80,Berlin,21.08.2009
5,6,3:38:46,Sergey Bakulin,RUS,13.11.86,Saransk,12.06.2011
6,7,3:38:55,Sergey Bakulin,RUS,13.11.86,London,11.08.2012
7,8,3:38:58,Mikhail Ryzhov,RUS,17.12.91,Moskva,14.08.2013
8,9,3:39:00,Alex Schwazer,ITA,26.11.84,Roma,08.05.2016
9,10,3:39:05,Mikhail Ryzhov,RUS,17.12.91,Taicang,03.05.2014
10,11,3:39:07,Mikhail Ryzhov,RUS,17.12.91,Zürich,15.08.2014
11,12,3:41:24,Sergey Bakulin,RUS,13.11.86,Daegu,03.09.2011
12,13,3:43:26,Sergey Bakulin,RUS,13.11.86,Barcelona,30.07.2010
13,14,3:43:32,Mikhail Ryzhov,RUS,17.12.91,Murcia,17.05.2015
14,15,3:43:52,Yuriy Andronov,RUS,06.11.71,Taicang,03.05.2014
15,16,3:43:57,Ivan Noskov,RUS,16.07.88,Murcia,17.05.2015
16,17,3:44:23,German Skurygin,RUS,15.09.63,Sevilla,25.08.1999
17,18,3:44:41,Mikhail Ryzhov,RUS,17.12.91,Dudince,19.05.2013
18,19,3:46:14,Sergey Bakulin,RUS,13.11.86,Saransk,13.05.2012
19,20,3:46:34,Aleksey Bartsaykin,RUS,22.03.89,Taicang,03.05.2014
20,21,3:49:05,Igor Yerokhin,RUS,04.09.85,Olhão,21.05.2011
