,0,1,2,3,4,5,6,7,8
0,1,9.18,4.6,Reggie Jones,USA,30.12.53,1,Austin,07.06.1974
1,2,9.19,6.3,Steve Williams,USA,13.11.53,1h4,Austin,06.06.1974
2,2,9.19,3.3,Steve Williams,USA,13.11.53,1s2,Austin,07.06.1974
3,4,9.2,4.6,Steve Williams,USA,13.11.53,2,Austin,07.06.1974
4,5,9.22,2.9,Delano Meriwther,USA,23.04.43,1,Eugene,25.06.1971
5,6,9.23,2.9,Jim Green,USA,28.09.47,2,Eugene,25.06.1971
6,7,9.24,2.9,Donald Quarrie,JAM,25.02.51,3,Eugene,25.06.1971
7,8,9.25,5.2,Cliff Branch,USA,17.07.49,1,Austin,03.04.1971
8,9,9.26,6.3,Steve Williams,USA,13.11.53,2h4,Austin,06.06.1974
9,10,9.27,5.2,Willie McGee,USA,04.05.50,2,Austin,03.04.1971
10,11,9.29,2.9,Charles Greene,USA,21.03.45,4,Eugene,25.06.1971
11,11,9.29,6.3,Clifford Outlin,USA,17.10.53,3h4,Austin,06.06.1974
12,13,9.3,3.0,Christer Garpenborg,SWE,12.02.52,1,Addison,30.03.1974
13,14,9.32,3.45,Robert Hayes,USA,20.12.42,1,Saint Louis,21.06.1963
14,14,9.32,5.2,Jack Phillips,USA,12.04.48,3,Austin,03.04.1971
15,14,9.32,,Reggie Jones,USA,30.12.53,1h6,Austin,06.06.1974
16,17,9.33,5.2,Dean Williams,USA,14.12.51,4,Austin,03.04.1971
17,18,9.34,2.9,Ivory Crockett,USA,24.08.49,5,Eugene,25.06.1971
18,19,9.35,2.9,Bobby Turner,USA,13.02.47,6,Eugene,25.06.1971
19,20,9.36,4.6,Steve Riddick,USA,18.09.51,3,Austin,07.06.1974
20,20,9.36,,Charles Hopkins,USA,23.05.55,1,Pasadena,23.05.1975
21,22,9.37,,Ronald Whitaker,USA,05.01.55,1h1,Austin,06.06.1974
22,22,9.37,3.6,Harold Williams,USA,23.08.53,1h5,Austin,06.06.1974
23,22,9.37,3.6,Mike Shavers,USA,54,2h5,Austin,06.06.1974
24,22,9.37,4.6,Clifford Outlin,USA,17.10.53,4,Austin,07.06.1974
25,26,9.38,,Bill Collins,USA,20.11.50,2h1,Austin,06.06.1974
26,27,9.39,,Steve Riddick,USA,18.09.51,1h2,Austin,06.06.1974
27,28,9.4,2.9,Warren Edmondson,USA,27.10.50,7,Eugene,25.06.1971
28,28,9.4,,Christer Garpenborg,SWE,12.02.52,1h3,Austin,06.06.1974
29,28,9.4,,Larry Brown,USA,23.03.51,2h2,Austin,06.06.1974
30,31,9.41,2.9,Eddie Hart,USA,24.04.49,8,Eugene,25.06.1971
31,31,9.41,,André Releford,USA,53,3h2,Austin,06.06.1974
32,31,9.41,4.6,Harold Williams,USA,23.08.53,5,Austin,07.06.1974
33,34,9.43,3.9,Seraphino Antao,KEN,30.10.37,1h2,Perth,23.11.1962
34,35,9.44,3.4,John Gilbert,USA,16.12.42,2,Saint Louis,21.06.1963
35,35,9.44,,Carl McCullough,USA,05.07.54,3h1=,Austin,06.06.1974
36,35,9.44,,Michael Sands,BAH,01.07.53,3h1=,Austin,06.06.1974
37,35,9.44,3.6,Marshall Dill,USA,09.08.52,3h5,Austin,06.06.1974
38,35,9.44,6.3,Sid Bailey,USA,53,4h4,Austin,06.06.1974
39,40,9.46,,Gene Pouncy,USA,04.11.50,5h1,Austin,06.06.1974
40,40,9.46,6.3,Lansing Holman,USA,52,5h4,Austin,06.06.1974
41,42,9.47,,Cuthbert Jacobs,ANT,05.01.52,6h1,Austin,06.06.1974
42,42,9.47,3.3,Christer Garpenborg,SWE,12.02.52,2s2,Austin,07.06.1974
43,42,9.47,,Bill Collins,USA,20.11.50,1h1,Austin,04.04.1975
44,45,9.48,3.9,Gary Holdsworth,AUS,01.08.41,2h2,Perth,23.11.1962
45,45,9.48,3.0,Erroll Stewart,JAM,02.03.50,2,Addison,30.03.1974
46,45,9.48,4.6,James Gilkes,GUY,21.09.52,6,Austin,07.06.1974
47,45,9.48,4.6,Bill Collins,USA,20.11.50,7,Austin,07.06.1974
48,45,9.48,,Jerry Thomas,USA,54,1s1,Pasadena,23.05.1975
49,50,9.49,,Marvin Nash,CAN,07.12.53,2h6,Austin,06.06.1974
50,50,9.49,,Gordon Peppars,USA,22.06.53,4h2,Austin,06.06.1974
51,50,9.49,4.6,Christer Garpenborg,SWE,12.02.52,8,Austin,07.06.1974
