,0,1,2,3,4,5,6,7
0,1,1:56.64,Margaret Wambui,KEN,15.09.95,,Monaco,15.07.2016
1,2,1:58.21,Maria Mutola,MOZ,27.10.72,s2,Göteborg,11.08.1995
