,0,1,2,3,4,5,6
217,21,21.33,Michal Haratyk,POL,10.04.92,Glasgow,01.03.2019
218,21,21.33,Michal Haratyk,POL,10.04.92,Torun,05.03.2021
219,21,21.33,Turner Washington,USA,10.02.99,Fayetteville,12.03.2021
220,21,21.33,Josh Awotunde,USA,12.06.95,Spokane,27.02.2022
221,22,21.32,John Godina,USA,31.05.72,Maebashi,07.03.1998
222,22,21.32,John Godina,USA,31.05.72,Maebashi,07.03.1998
223,22,21.32,Mikulas Konopka,SVK,23.01.79,Birmingham,02.03.2007
224,22,21.32,Christian Cantwell,USA,30.09.80,Nordhausen,18.01.2008
225,22,21.32,Ryan Whiting,USA,24.11.86,Fayetteville,11.02.2012
226,22,21.32,Nick Ponzio,ITA,04.01.95,Torun,22.02.2022
227,22,21.31,Brian Oldfield,USA,01.06.45,Daly City,04.04.1975
228,22,21.31,Ulf Timmermann,GER,01.11.62,Indianapolis,07.03.1987
229,22,21.31,Ulf Timmermann,GER,01.11.62,Den Haag,18.02.1989
230,22,21.31,Werner Günthör,SUI,01.06.61,Wien,14.02.1991
231,22,21.31,John Godina,USA,31.05.72,Boston,26.02.2005
232,22,21.31,Christian Cantwell,USA,30.09.80,Boston,27.01.2007
233,22,21.31,Christian Cantwell,USA,30.09.80,Boston,27.01.2007
234,22,21.31,Christian Cantwell,USA,30.09.80,New York City,02.02.2007
235,22,21.31,Christian Cantwell,USA,30.09.80,Zürich,18.08.2010
236,22,21.31,Darlan Romani,BRA,09.04.91,Beograd,19.03.2022
237,23,21.3,Remigius Machura,CZE,03.07.60,Piræus,03.03.1985
238,23,21.3,Mike Stulce,USA,14.07.69,Los Angeles,20.02.1993
239,23,21.3,Christian Cantwell,USA,30.09.80,Nordhausen,18.01.2008
240,23,21.3,Christian Cantwell,USA,30.09.80,Düsseldorf,10.02.2012
241,23,21.3,Kurtis Roberts,USA,20.02.88,Boston,14.02.2016
242,24,21.29,Werner Günthör,SUI,01.06.61,Wien,14.02.1991
243,24,21.29,John Godina,USA,31.05.72,Atlanta,28.02.1998
244,24,21.29,Christian Cantwell,USA,30.09.80,Boston,25.02.2007
245,24,21.29,Ryan Whiting,USA,24.11.86,Albuquerque,03.03.2013
246,24,21.29,Ryan Whiting,USA,24.11.86,Bydgoszcz,31.01.2014
247,24,21.29,Ryan Crouser,USA,18.12.92,Ames,27.02.2016
248,24,21.29,Michal Haratyk,POL,10.04.92,Torun,18.02.2018
249,24,21.29,Roman Kokoshko,UKR,16.08.96,Pombal,12.02.2023
250,25,21.28,Joachim Olsen,DEN,31.05.77,Malmö,26.02.2006
251,25,21.28,Christian Cantwell,USA,30.09.80,Nordhausen,18.01.2008
252,25,21.28,Tomasz Majewski,POL,30.08.81,Zürich,07.09.2011
253,25,21.28,Tomasz Majewski,POL,30.08.81,Istanbul,09.03.2012
254,25,21.28,Michal Haratyk,POL,10.04.92,Torun,17.02.2021
255,25,21.27,Ryan Whiting,USA,24.11.86,Albuquerque,26.02.2012
256,25,21.27,Filip Mihaljevic,CRO,31.07.94,Torun,05.03.2021
257,25,21.27,Turner Washington,USA,10.02.99,Birmingham AL,12.03.2022
258,25,21.26,Ulf Timmermann,GER,01.11.62,Piræus,03.03.1985
259,25,21.26,John Godina,USA,31.05.72,Atlanta,28.02.1998
260,25,21.26,Reese Hoffa,USA,08.10.77,Valencia,10.02.2007
261,25,21.26,Christian Cantwell,USA,30.09.80,Leipzig,13.02.2010
262,25,21.26,Nick Ponzio,ITA,04.01.95,Ancona,27.02.2022
263,25,21.26,Joseph Kovacs,USA,28.06.89,Albuquerque,18.02.2023
264,26,21.25,Ulf Timmermann,GER,01.11.62,Indianapolis,07.03.1987
265,26,21.25,Reese Hoffa,USA,08.10.77,Nordhausen,19.01.2007
266,26,21.25,Adam Nelson,USA,07.07.75,Fayetteville,15.02.2008
267,26,21.25,Christian Cantwell,USA,30.09.80,Bydgoszcz,10.02.2010
268,26,21.25,Tomasz Majewski,POL,30.08.81,Zürich,07.09.2011
269,26,21.25,Tomás Stanek,CZE,13.06.91,Torun,15.02.2018
270,26,21.25,Michal Haratyk,POL,10.04.92,Torun,18.02.2018
271,26,21.25,Filip Mihaljevic,CRO,31.07.94,Istanbul,03.03.2023
272,26,21.25,Roman Kokoshko,UKR,16.08.96,Istanbul,03.03.2023
273,27,21.24,Werner Günthör,SUI,01.06.61,Madrid,22.02.1986
274,27,21.24,Ulf Timmermann,GER,01.11.62,Berlin,21.01.1989
275,27,21.24,Adam Nelson,USA,07.07.75,New York City,01.02.2008
276,27,21.24,Adam Nelson,USA,07.07.75,Blacksburg,08.03.2008
277,27,21.24,Christian Cantwell,USA,30.09.80,Bydgoszcz,10.02.2010
278,27,21.24,Joseph Kovacs,USA,28.06.89,New York City,08.02.2020
279,27,21.24,Ryan Crouser,USA,18.12.92,New York City,08.02.2020
280,27,21.24,Tomás Stanek,CZE,13.06.91,Torun,05.03.2021
281,28,21.23,Christian Cantwell,USA,30.09.80,Boston,25.02.2007
282,28,21.23,David Storl,GER,27.07.90,Zürich,07.09.2011
283,28,21.23,Tomás Stanek,CZE,13.06.91,Praha,18.02.2018
284,28,21.23,Darlan Romani,BRA,09.04.91,Birmingham,03.03.2018
285,28,21.23,Tomás Stanek,CZE,13.06.91,Torun,08.02.2020
286,28,21.23,Adrian Piperi,USA,20.01.99,Birmingham AL,12.03.2022
287,28,21.22,Ulf Timmermann,GER,01.11.62,Liévin,21.02.1987
288,28,21.22,Aleksandr Bagach,UKR,21.11.66,Brovary,21.02.1999
289,28,21.22,Reese Hoffa,USA,08.10.77,New York City,03.02.2006
290,28,21.22,Tomás Stanek,CZE,13.06.91,Nehvizdy,22.01.2020
291,28,21.22,Michal Haratyk,POL,10.04.92,Lodz,12.02.2021
292,28,21.22,Adrian Piperi,USA,20.01.99,Ames,26.02.2022
293,29,21.21,Mike Stulce,USA,14.07.69,Los Angeles,20.02.1993
294,29,21.21,John Godina,USA,31.05.72,Los Angeles,07.02.1998
295,29,21.21,Janus Robberts,RSA,10.03.79,Fayetteville,10.03.2001
296,29,21.21,Dan Taylor,USA,12.05.82,Boston,27.01.2007
297,29,21.21,David Storl,GER,27.07.90,Karlsruhe,25.02.2012
298,29,21.21,David Storl,GER,27.07.90,Karlsruhe,25.02.2012
299,29,21.21,Ryan Whiting,USA,24.11.86,Albuquerque,26.02.2012
300,29,21.21,Filip Mihaljevic,CRO,31.07.94,Torun,08.02.2020
301,29,21.21,Tomás Stanek,CZE,13.06.91,Nehvizdy,05.02.2021
302,29,21.21,Michal Haratyk,POL,10.04.92,Torun,05.03.2021
303,29,21.21,Zane Weir,ITA,07.09.95,Madrid,02.03.2022
304,29,21.21,Turner Washington,USA,10.02.99,Birmingham AL,12.03.2022
305,30,21.2,Adam Nelson,USA,07.07.75,Boston,24.02.2008
306,30,21.2,Ryan Whiting,USA,24.11.86,Lawrence,17.04.2013
307,30,21.2,David Storl,GER,27.07.90,Rochlitz,05.02.2017
308,30,21.2,Konrad Bukowiecki,POL,17.03.97,Torun,22.02.2022
309,30,21.2,Jordan Geist,USA,21.07.98,Albuquerque,11.02.2023
310,30,21.2,Zane Weir,ITA,07.09.95,Ancona,19.02.2023
311,31,21.19,Kevin Akins,USA,27.01.60,Dallas,05.02.1983
312,31,21.19,Werner Günthör,SUI,01.06.61,Madrid,22.02.1986
313,31,21.19,Aleksandr Bagach,UKR,21.11.66,Brovary,21.02.1999
314,31,21.19,Christian Cantwell,USA,30.09.80,Valencia,07.03.2008
315,31,21.19,David Storl,GER,27.07.90,Sopot,07.03.2014
316,31,21.19,David Storl,GER,27.07.90,Beograd,04.03.2017
317,31,21.19,Michal Haratyk,POL,10.04.92,Torun,08.02.2020
318,31,21.19,Darlan Romani,BRA,09.04.91,Cochabamba,20.02.2022
319,31,21.19,Adrian Piperi,USA,20.01.99,Birmingham AL,12.03.2022
320,32,21.18,Remigius Machura,CZE,03.07.60,Piræus,03.03.1985
321,32,21.18,Aleksandr Bagach,UKR,21.11.66,Maebashi,05.03.1999
322,32,21.18,Joachim Olsen,DEN,31.05.77,Tallinn,25.02.2004
323,32,21.18,David Storl,GER,27.07.90,Karlsruhe,01.02.2014
324,32,21.18,Ryan Whiting,USA,24.11.86,Boston,07.02.2015
325,32,21.18,Maksim Afonin,RUS,06.01.92,Moskva,13.02.2018
326,32,21.18,David Storl,GER,27.07.90,Birmingham,03.03.2018
327,32,21.18,Armin Sinancevic,SRB,14.08.96,Beograd,24.02.2021
328,32,21.18,Chukwuebuka Enekwe,NGR,28.01.93,Iowa City,20.01.2023
329,32,21.18,Zane Weir,ITA,07.09.95,Istanbul,03.03.2023
330,33,21.17,Ulf Timmermann,GER,01.11.62,Piræus,03.03.1985
331,33,21.17,Mike Stulce,USA,14.07.69,Birmingham,13.02.1993
332,33,21.17,Christian Cantwell,USA,30.09.80,Nordhausen,18.01.2008
333,33,21.17,Ryan Whiting,USA,24.11.86,Albuquerque,27.02.2011
334,33,21.17,Filip Mihaljevic,CRO,31.07.94,Torun,05.03.2021
335,33,21.17,Adrian Piperi,USA,20.01.99,Des Moines,26.04.2023
336,33,21.16,Ulf Timmermann,GER,01.11.62,Budapest,04.03.1989
337,33,21.16,Vyacheslav Lykho,RUS,16.01.67,Cosford,18.03.1990
338,33,21.16,Mike Stulce,USA,14.07.69,Birmingham,13.02.1993
339,33,21.16,Dan Taylor,USA,12.05.82,Boston,27.01.2007
340,33,21.16,Ryan Whiting,USA,24.11.86,Istanbul,09.03.2012
341,33,21.16,David Storl,GER,27.07.90,Leipzig,16.02.2019
342,33,21.16,David Storl,GER,27.07.90,Glasgow,01.03.2019
343,34,21.15,Brian Oldfield,USA,01.06.45,Albuquerque,06.04.1973
344,34,21.15,Randy Barnes,USA,16.06.66,Los Angeles,20.01.1989
345,34,21.15,Oliver-Sven Buder,GER,23.06.66,Erfurt,04.02.1998
346,34,21.15,Aleksandr Bagach,UKR,21.11.66,Lvov,05.02.1999
347,34,21.15,Adam Nelson,USA,07.07.75,Blacksburg,08.03.2008
348,34,21.15,Adam Nelson,USA,07.07.75,Boston,04.02.2012
349,34,21.15,Kurtis Roberts,USA,20.02.88,Boston,14.02.2016
350,34,21.15,David Storl,GER,27.07.90,Beograd,04.03.2017
351,34,21.15,David Storl,GER,27.07.90,Beograd,04.03.2017
352,34,21.15,Tomás Stanek,CZE,13.06.91,Madrid,08.02.2018
353,34,21.15,David Storl,GER,27.07.90,Birmingham,03.03.2018
354,34,21.15,David Storl,GER,27.07.90,Leipzig,16.02.2019
355,34,21.15,Adrian Piperi,USA,20.01.99,Ames,26.02.2022
356,34,21.15,Nick Ponzio,ITA,04.01.95,Beograd,19.03.2022
357,35,21.14,Ulf Timmermann,GER,01.11.62,Budapest,04.03.1989
358,35,21.14,Werner Günthör,SUI,01.06.61,Magglingen,24.02.1991
