,0,1,2,3,4,5,6,7,8
0,1,10.49,±0.0,Florence Griffith-Joyner,USA,21.12.59,1q1,Indianapolis,16.07.1988
1,2,10.54,+0.9,Elaine Thompson-Herah,JAM,28.06.92,1,Eugene,21.08.2021
2,3,10.60,+1.7,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1rA,Lausanne,26.08.2021
3,4,10.61,+1.2,Florence Griffith-Joyner,USA,21.12.59,1,Indianapolis,17.07.1988
4,4,10.61,-0.6,Elaine Thompson-Herah,JAM,28.06.92,1,Tokyo,31.07.2021
5,6,10.62,+1.0,Florence Griffith-Joyner,USA,21.12.59,1q3,Seoul,24.09.1988
6,6,10.62,+0.4,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1,Monaco,10.08.2022
7,8,10.63,+1.3,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1rA,Kingston,05.06.2021
8,9,10.64,+1.2,Carmelita Jeter,USA,24.11.79,1,Shanghai,20.09.2009
9,9,10.64,+1.7,Elaine Thompson-Herah,JAM,28.06.92,2rA,Lausanne,26.08.2021
10,11,10.65A,+1.1,Marion Jones,USA,12.10.75,1,Johannesburg,12.09.1998
11,11,10.65,+0.6,Elaine Thompson-Herah,JAM,28.06.92,1,Zürich,09.09.2021
12,11,10.65,-0.8,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1,Zürich,08.09.2022
13,14,10.66,+0.5,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1,Chorzów,06.08.2022
14,15,10.67,-0.1,Carmelita Jeter,USA,24.11.79,1,Thessaloníki,13.09.2009
15,15,10.67A,-0.4,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1,Nairobi,07.05.2022
16,15,10.67,+0.5,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1,Paris,18.06.2022
17,15,10.67,+0.8,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1,Eugene,17.07.2022
18,15,10.67,+1.3,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1,Székesfehérvár,08.08.2022
19,20,10.70,+1.6,Florence Griffith-Joyner,USA,21.12.59,1s1,Indianapolis,17.07.1988
20,20,10.70,-0.1,Marion Jones,USA,12.10.75,1,Sevilla,22.08.1999
21,20,10.70,+2.0,Carmelita Jeter,USA,24.11.79,1,Eugene,04.06.2011
22,20,10.70,+0.6,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1,Kingston,29.06.2012
23,20,10.70,+0.3,Elaine Thompson-Herah,JAM,28.06.92,1,Kingston,01.07.2016
24,20,10.70,+1.1,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1h2,Kingston,23.06.2022
25,26,10.71,+0.1,Marion Jones,USA,12.10.75,1,Chengdu,12.05.1998
26,26,10.71,+2.0,Marion Jones,USA,12.10.75,1s2,New Orleans,19.06.1998
