,0,1,2,3,4,5,6
0,1,2.38,Dragutin Topic,SRB,12.03.71,Beograd,24.07.1993
1,2,2.34,Dragutin Topic,SRB,12.03.71,Nis,20.06.1993
2,3,2.33,Zhu Jianhua,CHN,29.05.63,Eugene,21.07.1984
3,4,2.32,Stefan Holm,SWE,25.05.76,Göteborg,02.09.2003
