,0,1,2,3,4,5,6,7,8
0,1,11.0,0.6,Veronica Campbell-Brown,JAM,16.05.82,1,Beijing,21.08.2008
1,2,11.03,-1.4,Veronica Campbell-Brown,JAM,16.05.82,1,Daegu,29.08.2011
2,3,11.05,-0.2,Allyson Felix,USA,18.11.85,1,London,08.08.2012
3,4,11.06,0.2,Allyson Felix,USA,18.11.85,1,Manchester,25.05.2013
4,5,11.09,-0.2,Shelly-Ann Fraser-Pryce,JAM,27.12.86,2,London,08.08.2012
