,0,1,2,3,4,5,6,7,8
0,1,45.94,Karsten Warholm,,NOR,28.02.96,1,Tokyo,03.08.2021
1,2,46.17,Rai Benjamin,,USA,27.07.97,2,Tokyo,03.08.2021
2,3,46.29,Alison Brendom dos,Santos,BRA,03.06.00,1,Eugene,19.07.2022
3,4,46.7,Karsten Warholm,,NOR,28.02.96,1,Oslo,01.07.2021
4,5,46.72,Alison Brendom dos,Santos,BRA,03.06.00,3,Tokyo,03.08.2021
5,6,46.78,Kevin Young,,USA,16.09.66,1,Barcelona,06.08.1992
6,7,46.8,Alison Brendom dos,Santos,BRA,03.06.00,1rA,Stockholm,30.06.2022
7,8,46.83,Rai Benjamin,,USA,27.07.97,1,Eugene,26.06.2021
8,9,46.87,Karsten Warholm,,NOR,28.02.96,1,Stockholm,23.08.2020
9,10,46.89,Rai Benjamin,,USA,27.07.97,2,Eugene,19.07.2022
10,11,46.92,Karsten Warholm,,NOR,28.02.96,1,Zürich,29.08.2019
11,12,46.98,Abderrahmane Samba,,QAT,05.09.95,1,Paris,30.06.2018
12,12,46.98,Rai Benjamin,,USA,27.07.97,2,Zürich,29.08.2019
13,12,46.98,Alison Brendom dos,Santos,BRA,03.06.00,1,Zürich,08.09.2022
14,15,47.02,Edwin Moses,,USA,31.08.55,1r1,Koblenz,31.08.1983
15,15,47.02,Rai Benjamin,,ANT,27.07.97,1,Eugene,08.06.2018
16,17,47.03,Bryan Bronson,,USA,09.09.72,1,New Orleans,21.06.1998
17,18,47.04,Rai Benjamin,,USA,27.07.97,1,Eugene,26.06.2022
18,19,47.07,Karsten Warholm,,NOR,28.02.96,1,Roma,17.09.2020
19,20,47.08,Karsten Warholm,,NOR,28.02.96,1,Berlin,13.09.2020
20,20,47.08,Karsten Warholm,,NOR,28.02.96,1,Monaco,09.07.2021
21,20,47.08,Kyron McMaster,,IVB,03.01.97,4,Tokyo,03.08.2021
22,23,47.1,Samuel Matete,,ZAM,27.07.68,1,Zürich,07.08.1991
23,23,47.1,Karsten Warholm,,NOR,28.02.96,1,Monaco,14.08.2020
24,25,47.12,Karsten Warholm,,NOR,28.02.96,1,London,20.07.2019
25,25,47.12,Abderrahmane Samba,,QAT,05.09.95,5,Tokyo,03.08.2021
26,25,47.12,Karsten Warholm,,NOR,28.02.96,1,München,19.08.2022
27,28,47.13,Edwin Moses,,USA,31.08.55,1,Milano,03.07.1980
28,28,47.13,Rai Benjamin,,USA,27.07.97,1,Walnut,09.05.2021
29,30,47.14,Edwin Moses,,USA,31.08.55,1,Lausanne,14.07.1981
30,31,47.16,Rai Benjamin,,USA,27.07.97,1,Palo Alto,30.06.2019
31,32,47.17,Edwin Moses,,USA,31.08.55,1,Berlin,08.08.1980
32,33,47.18,Kevin Young,,USA,16.09.66,1,Stuttgart,19.08.1993
33,34,47.19,Andre Phillips,,USA,05.09.59,1,Seoul,25.09.1988
34,35,47.23,Amadou Dia Bã,,SEN,22.09.58,2,Seoul,25.09.1988
35,35,47.23,Rai Benjamin,,USA,27.07.97,1,Des Moines,27.07.2019
