,0,1,2,3,4,5,6,7,8
0,1,22.5,1.2,Martin Lauer,FRG,02.01.37,1.0,Zürich,07.07.1959
1,2,22.6,,Charles Tidwell,USA,30.03.37,1.0,Berkeley,14.06.1958
2,2,22.6,,Charles Tidwell,USA,30.03.37,,Norman,16.05.1959
3,4,22.7,,Elias Gilbert,USA,14.01.36,1.0,San Diego,08.06.1957
4,4,22.7A,,Hayes Jones,USA,04.08.38,2.0,Boulder,20.06.1959
5,4,22.7,,Jerry Tarr,USA,27.08.39,1.0,Eugene,01.06.1962
6,4,22.7,,Jim McCann,AUS,28.05.39,1.0,Sydney,05.03.1966
7,8,22.8,1.2,Willie May,USA,11.11.37,,Zürich,07.07.1959
8,8,22.8,,Eddy Ottoz,ITA,03.06.44,1.0,Milano,16.04.1967
9,10,22.9,,Jim McCann,AUS,28.05.39,1.0,Sydney,07.01.1967
10,10,22.9,-0.7,Stéphane Diagana,FRA,23.07.69,1.0,Nantes,22.09.1999
