,0,1,2,3,4,5
47,,,Michael Frater,,06.10.82,JAM
48,,,Yohan Blake,,26.12.89,JAM
49,,,Kemar Bailey-Cole,,10.01.92,JAM
50,11.0,37.4,United States,1,Barcelona,08.08.1992
51,,,Michael Marsh,(10.00),04.08.67,USA
52,,,Leroy Burrell,,21.02.67,USA
53,,,Dennis Mitchell,,20.02.66,USA
54,,,Carl Lewis,(8.85),01.07.61,USA
55,11.0,37.4,United States,1s1,Stuttgart,21.08.1993
56,,,Jon Drummond,(10.44),09.09.68,USA
57,,,Andre Cason,(8.96),20.01.69,USA
58,,,Dennis Mitchell,(9.43),20.02.66,USA
59,,,Leroy Burrell,(8.92),21.02.67,USA
60,13.0,37.41,Jamaica,1h2,Beijing,29.08.2015
61,,,Nesta Carter,,11.10.85,JAM
62,,,Asafa Powell,,23.11.82,JAM
63,,,Rasheed Dwyer,,29.01.89,JAM
64,,,Nickel Ashmeade,,07.04.90,JAM
65,14.0,37.43,Japan,3,Ad-Dawhah,05.10.2019
66,,,Shuhei Tada,,24.06.96,JPN
67,,,Kirara Shiraishi,,31.05.96,JPN
68,,,Yoshihide Kiryu,,15.12.95,JPN
69,,,Abdul Hakim Sani Brown,(8.96),06.03.99,JPN
70,15.0,37.45,United States,1,Zürich,19.08.2010
71,,,Trell Kimmons,,13.07.85,USA
72,,,Wallace Spearmon,,24.12.84,USA
73,,,Tyson Gay,,09.08.82,USA
74,,,Mike Rodgers,,24.04.85,USA
75,16.0,37.46,Racers Track Club,1,London,25.07.2009
76,,,Daniel Bailey,,09.09.86,ANT
77,,,Yohan Blake,,26.12.89,JAM
78,,,Mario Forsythe,,30.10.85,JAM
79,,,Usain Bolt,,21.08.86,JAM
80,17.0,37.47,Great Britain & N.I.,1,London,12.08.2017
81,,,Chijindu Ujah,(9.73),05.03.94,GBR
82,,,Adam Gemili,(8.84),06.10.93,GBR
83,,,Daniel Talbot,(9.28),01.05.91,GBR
84,,,Nethaneel Mitchell-Blake,(9.00),02.04.94,GBR
85,18.0,37.48,United States,1,Stuttgart,22.08.1993
86,,,Jon Drummond,(10.44),09.09.68,USA
87,,,Andre Cason,(8.96),20.01.69,USA
88,,,Dennis Mitchell,(9.43),20.02.66,USA
89,,,Leroy Burrell,(8.92),21.02.67,USA
90,18.0,37.48,Canada,1,Eugene,23.07.2022
91,,,Aaron Brown,(10.45),27.05.92,CAN
92,,,Jerome Blake,(8.86),18.08.95,CAN
93,,,Brendon Rodney,(9.38),09.04.92,CAN
94,,,Andre De Grasse,(8.89),10.11.94,CAN
95,20.0,37.5,United States,1,Tokyo,01.09.1991
96,,,Andre Cason,(10.30),20.01.69,USA
97,,,Leroy Burrell,(8.91),21.02.67,USA
98,,,Dennis Mitchell,(9.22),20.02.66,USA
99,,,Carl Lewis,(9.07),01.07.61,USA
100,20.0,37.5,Italy,1,Tokyo,06.08.2021
101,,,Lorenzo Patta,,23.05.00,ITA
102,,,Lamont Marcell Jacobs,,26.09.94,ITA
103,,,Eseosa Desalu,,19.02.94,ITA
104,,,Filippo Tortu,,15.06.98,ITA
105,22.0,37.52,United States,2,London,12.08.2017
106,,,Mike Rodgers,(9.77),24.04.85,USA
107,,,Justin Gatlin,(8.65),10.02.82,USA
108,,,Jaylen Bacon,(9.11),05.08.96,USA
109,,,Christian Coleman,(9.21),06.03.96,USA
110,23.0,37.55,United States,2,Eugene,23.07.2022
111,,,Christian Coleman,(10.35),06.03.96,USA
112,,,Noah Lyles,(8.94),18.07.97,USA
113,,,Elijah Hall-Thompson,(9.31),22.08.94,USA
114,,,Marvin Bracy,(9.09),15.12.93,USA
115,24.0,37.56,Great Britain & N.I.,1h1,Ad-Dawhah,04.10.2019
116,,,Adam Gemili,,06.10.93,GBR
117,,,Zharnel Hughes,,13.07.95,GBR
118,,,Richard Kilty,,02.09.89,GBR
119,,,Nethaneel Mitchell-Blake,,02.04.94,GBR
120,25.0,37.58,United States - Red,1,Monaco,19.07.2013
121,,,Charles Silmon,,04.07.91,USA
122,,,Mike Rodgers,,24.04.85,USA
123,,,Rakieem Salaam,,05.04.90,USA
124,,,Justin Gatlin,,10.02.82,USA
125,25.0,37.58,Jamaica,1,Glasgow,02.08.2014
126,,,Jason Livermore,,25.04.88,JAM
127,,,Kemar Bailey-Cole,,10.01.92,JAM
128,,,Nickel Ashmeade,,07.04.90,JAM
129,,,Usain Bolt,,21.08.86,JAM
130,27.0,37.59,United States,1,Sevilla,29.08.1999
131,,,Jon Drummond,,09.09.68,USA
132,,,Tim Montgomery,,28.01.75,USA
133,,,Brian Lewis,,05.12.74,USA
134,,,Maurice Greene,(8.94),23.07.74,USA
135,27.0,37.59,United States,1,Athínai,16.09.2006
136,,,Kaaron Conwright,,08.08.76,USA
137,,,Wallace Spearmon,,24.12.84,USA
138,,,Tyson Gay,,09.08.82,USA
139,,,Jason Smoots,,13.07.80,USA
140,29.0,37.6,Japan,2,Rio de Janeiro,19.08.2016
141,,,Ryota Yamagata,,10.06.92,JPN
142,,,Shota Iizuka,,25.06.91,JPN
143,,,Yoshihide Kiryu,,15.12.95,JPN
144,,,Asuka Cambridge,,31.05.93,JPN
145,29.0,37.6,Great Britain & N.I.,1,London,21.07.2019
146,,,Chijindu Ujah,,05.03.94,GBR
147,,,Zharnel Hughes,,13.07.95,GBR
148,,,Richard Kilty,,02.09.89,GBR
149,,,Nethaneel Mitchell-Blake,,02.04.94,GBR
150,31.0,37.61,United States,1,Sydney,30.09.2000
151,,,Jon Drummond,,09.09.68,USA
152,,,Bernard Williams,,19.01.78,USA
153,,,Brian Lewis,,05.12.74,USA
154,,,Maurice Greene,,23.07.74,USA
155,31.0,37.61,United States - Red,1,Monaco,20.07.2012
156,,,Trell Kimmons,,13.07.85,USA
157,,,Justin Gatlin,,10.02.82,USA
158,,,Tyson Gay,,09.08.82,USA
159,,,Ryan Bailey,,13.04.89,USA
160,31.0,37.61,Great Britain & N.I. - 1,1,London,22.07.2018
161,,,Chijindu Ujah,,05.03.94,GBR
162,,,Zharnel Hughes,,13.07.95,GBR
163,,,Adam Gemili,,06.10.93,GBR
164,,,Nethaneel Mitchell-Blake,,02.04.94,GBR
165,34.0,37.62,Trinidad & Tobago,2,Berlin,22.08.2009
166,,,Darrel Brown,(10.63),11.10.84,TTO
167,,,Marc Burns,(9.06),07.01.83,TTO
168,,,Emmanuel Callender,(9.38),10.05.84,TTO
169,,,Richard Thompson,(8.94),07.06.85,TTO
170,35.0,37.64,Canada,3,Rio de Janeiro,19.08.2016
171,,,Akeem Haynes,,03.11.92,CAN
172,,,Aaron Brown,,27.05.92,CAN
173,,,Brendon Rodney,,09.04.92,CAN
174,,,Andre De Grasse,,10.11.94,CAN
175,36.0,37.65,Hudson Smith Internation,1,Berlin,01.09.2000
176,,,Jon Drummond,(10.41),09.09.68,USA
177,,,Bernard Williams,(9.11),19.01.78,USA
178,,,Curtis Johnson,(9.39),24.12.73,USA
179,,,Maurice Greene,(9.08),23.07.74,USA
180,36.0,37.65,United States,1h1,Rio de Janeiro,18.08.2016
181,,,Mike Rodgers,,24.04.85,USA
182,,,Christian Coleman,,06.03.96,USA
183,,,Tyson Gay,,09.08.82,USA
184,,,Jarrion Lawson,,06.05.94,USA
185,36.0,37.65,Republic of South Africa,1h2,Ad-Dawhah,04.10.2019
186,,,Thando Dlodlo,,22.04.99,RSA
187,,,Simon Magakwe,,14.05.86,RSA
188,,,Clarence Munyai,,20.02.98,RSA
189,,,Akani Simbine,(8.96),21.09.93,RSA
190,39.0,37.66,United States,2,Moskva,18.08.2013
191,,,Charles Silmon,,04.07.91,USA
192,,,Mike Rodgers,,24.04.85,USA
193,,,Rakieem Salaam,,05.04.90,USA
194,,,Justin Gatlin,,10.02.82,USA
195,40.0,37.67,United States,1,Zürich,07.08.1991
196,,,Michael Marsh,,04.08.67,USA
197,,,Leroy Burrell,,21.02.67,USA
198,,,Dennis Mitchell,,20.02.66,USA
199,,,Carl Lewis,,01.07.61,USA
200,40.0,37.67,Great Britain & N.I.,1,München,21.08.2022
201,,,Jeremiah Azu,(10.44),15.05.01,GBR
202,,,Zharnel Hughes,(8.79),13.07.95,GBR
203,,,Jona Efoloko,(9.41),23.09.99,GBR
204,,,Nethaneel Mitchell-Blake,(9.03),02.04.94,GBR
205,42.0,37.68,Jamaica,2rA,Nassau,02.05.2015
206,,,Nesta Carter,,11.10.85,JAM
207,,,Kemar Bailey-Cole,,10.01.92,JAM
208,,,Nickel Ashmeade,,07.04.90,JAM
209,,,Usain Bolt,(8.65),21.08.86,JAM
210,42.0,37.68,Japan,1h2,Rio de Janeiro,18.08.2016
211,,,Ryota Yamagata,,10.06.92,JPN
212,,,Shota Iizuka,,25.06.91,JPN
213,,,Yoshihide Kiryu,,15.12.95,JPN
214,,,Asuka Cambridge,,31.05.93,JPN
215,44.0,37.69,Canada,1,Atlanta,03.08.1996
216,,,Robert Esmie,(10.47),05.07.72,CAN
217,,,Glenroy Gilbert,(9.02),31.08.68,CAN
218,,,Bruny Surin,(9.25),12.07.67,CAN
219,,,Donovan Bailey,(8.95),16.12.67,CAN
220,45.0,37.7,Jamaica,1,Zürich,28.08.2009
221,,,Lerone Clarke,,12.06.81,JAM
222,,,Michael Frater,,06.10.82,JAM
223,,,Steve Mullings,,29.11.82,JAM
224,,,Usain Bolt,,21.08.86,JAM
225,45.0,37.7,United States,1h1,London,12.08.2017
226,,,Mike Rodgers,(9.78),24.04.85,USA
227,,,Justin Gatlin,(9.09),10.02.82,USA
228,,,Beejay Lee,(8.59),05.03.93,USA
229,,,Christian Coleman,(9.47),06.03.96,USA
230,45.0,37.7,Canada,2,Tokyo,06.08.2021
231,,,Aaron Brown,,27.05.92,CAN
232,,,Jerome Blake,,18.08.95,CAN
233,,,Brendon Rodney,,09.04.92,CAN
234,,,Andre De Grasse,,10.11.94,CAN
235,48.0,37.71,Jamaica,1h2,Nassau,25.05.2014
236,,,Nesta Carter,,11.10.85,JAM
237,,,Kemar Bailey-Cole,,10.01.92,JAM
238,,,Julian Forte,,07.01.93,JAM
239,,,Andrew Fisher,,15.12.91,JAM
240,49.0,37.72,Brazil,4,Ad-Dawhah,05.10.2019
241,,,Rodrigo do Nascimento,,26.09.94,BRA
242,,,Vitor Hugo dos Santos,,01.02.96,BRA
243,,,Derick de Souza,,13.04.98,BRA
244,,,Paulo André de Oliveira,(9.06),20.08.98,BRA
245,50.0,37.73,Great Britain & N.I.,2,Sevilla,29.08.1999
246,,,Jason Gardener,,18.09.75,GBR
247,,,Darren Campbell,,12.09.73,GBR
248,,,Marlon Devonish,,01.06.76,GBR
249,,,Dwain Chambers,,05.04.78,GBR
250,50.0,37.73,United States,2,Zürich,28.08.2009
251,,,Terrence Trammell,,23.11.78,USA
252,,,Mike Rodgers,,24.04.85,USA
253,,,Darvis Patton,,04.12.77,USA
254,,,Wallace Spearmon,,24.12.84,USA
255,50.0,37.73,Republic of South Africa,5,Ad-Dawhah,05.10.2019
256,,,Thando Dlodlo,,22.04.99,RSA
257,,,Simon Magakwe,,14.05.86,RSA
258,,,Clarence Munyai,,20.02.98,RSA
259,,,Akani Simbine,(8.88),21.09.93,RSA
260,53.0,37.75,United States,1h2,Tokyo,31.08.1991
261,,,Andre Cason,,20.01.69,USA
262,,,Leroy Burrell,,21.02.67,USA
263,,,Dennis Mitchell,,20.02.66,USA
264,,,Michael Marsh,,04.08.67,USA
265,53.0,37.75,Racers Track Club,1,London,27.07.2013
266,,,Mario Forsythe,,30.10.85,JAM
267,,,Kemar Bailey-Cole,,10.01.92,JAM
268,,,Warren Weir,,31.10.89,JAM
269,,,Usain Bolt,,21.08.86,JAM
270,55.0,37.76,Jamaica,2,Zürich,19.08.2010
271,,,Mario Forsythe,,30.10.85,JAM
272,,,Michael Frater,,06.10.82,JAM
273,,,Steve Mullings,,29.11.82,JAM
274,,,Yohan Blake,,26.12.89,JAM
275,55.0,37.76,Great Britain & N.I.,2h1,London,12.08.2017
276,,,Chijindu Ujah,(10.00),05.03.94,GBR
277,,,Adam Gemili,(8.68),06.10.93,GBR
278,,,Daniel Talbot,(9.29),01.05.91,GBR
279,,,Nethaneel Mitchell-Blake,(8.87),02.04.94,GBR
280,57.0,37.77,Great Britain & N.I.,2,Stuttgart,22.08.1993
281,,,Colin Jackson,(10.46),18.02.67,GBR
282,,,Anthony Jarrett,(9.31),13.08.68,GBR
283,,,John Regis,(9.29),13.10.66,GBR
284,,,Linford Christie,(9.01),02.04.60,GBR
285,57.0,37.77,United States A,1,Berlin,10.08.2003
286,,,Jon Drummond,(10.46),09.09.68,USA
287,,,Bernard Williams,(8.83),19.01.78,USA
288,,,Darvis Patton,(9.41),04.12.77,USA
289,,,Maurice Greene,(9.07),23.07.74,USA
290,57.0,37.77,Jamaica,1rA,Nassau,25.05.2014
291,,,Nesta Carter,,11.10.85,JAM
292,,,Nickel Ashmeade,,07.04.90,JAM
293,,,Julian Forte,,07.01.93,JAM
294,,,Yohan Blake,(9.07),26.12.89,JAM
295,60.0,37.78,United States,1,Osaka,01.09.2007
296,,,Darvis Patton,(10.28),04.12.77,USA
297,,,Wallace Spearmon,(9.22),24.12.84,USA
298,,,Tyson Gay,(9.05),09.08.82,USA
299,,,Leroy Dixon,(9.23),20.06.83,USA
300,60.0,37.78,Great Britain & N.I. - A,1,London,23.07.2016
301,,,James Dasaolu,,05.09.87,GBR
302,,,Adam Gemili,,06.10.93,GBR
303,,,Kevin Ellis,,18.06.76,GBR
304,,,Chijindu Ujah,,05.03.94,GBR
305,60.0,37.78,Japan,2,London,21.07.2019
306,,,Shuhei Tada,,24.06.96,JPN
307,,,Yuki Koike,,13.05.95,JPN
308,,,Yoshihide Kiryu,,15.12.95,JPN
309,,,Kirara Shiraishi,,31.05.96,JPN
310,60.0,37.78,Japan,2h2,Ad-Dawhah,04.10.2019
311,,,Yuki Koike,,13.05.95,JPN
312,,,Kirara Shiraishi,,31.05.96,JPN
313,,,Yoshihide Kiryu,,15.12.95,JPN
314,,,Abdul Hakim Sani Brown,,06.03.99,JPN
315,64.0,37.79,France,1,Split,01.09.1990
316,,,Max Moriniére,(10.62),16.02.64,FRA
317,,,Daniel Sangouma,(8.92),07.02.65,FRA
318,,,Jean-Charles Trouabal,(9.28),20.05.65,FRA
319,,,Bruno Marie-Rose,(9.21),20.05.65,FRA
320,64.0,37.79,Santa Monica Track Club,1,Monaco,03.08.1991
321,,,Michael Marsh,,04.08.67,USA
322,,,Leroy Burrell,,21.02.67,USA
323,,,Floyd Heard,,24.03.66,USA
324,,,Carl Lewis,,01.07.61,USA
325,64.0,37.79,Santa Monica Track Club,1,Walnut,17.04.1994
326,,,Michael Marsh,,04.08.67,USA
327,,,Leroy Burrell,,21.02.67,USA
328,,,Floyd Heard,,24.03.66,USA
329,,,Carl Lewis,,01.07.61,USA
330,64.0,37.79,United States,1h1,Daegu,04.09.2011
331,,,Trell Kimmons,,13.07.85,USA
332,,,Justin Gatlin,,10.02.82,USA
333,,,Maurice Mitchell,,22.12.89,USA
334,,,Travis Padgett,,13.12.86,USA
335,64.0,37.79,People's Republic of Chi,3h2,Ad-Dawhah,04.10.2019
336,,,Su Bingtian,,29.08.89,CHN
337,,,Xu Zhouzheng,,26.12.95,CHN
338,,,Wu Zhiqiang,,10.04.94,CHN
339,,,Xie Zhenye,(9.02),17.08.93,CHN
340,64.0,37.79,People's Republic of Chi,3,Tokyo,06.08.2021
341,,,Tang Xingqiang,,11.08.95,CHN
342,,,Xie Zhenye,,17.08.93,CHN
343,,,Su Bingtian,,29.08.89,CHN
344,,,Wu Zhiqiang,,10.04.94,CHN
345,70.0,37.8,United States - Red,1,London,26.07.2008
346,,,Rodney Martin,,22.12.82,USA
347,,,Travis Padgett,,13.12.86,USA
348,,,Shawn Crawford,,14.01.78,USA
349,,,Darvis Patton,,04.12.77,USA
350,70.0,37.8,Great Britain & N.I.,1,Berlin,12.08.2018
351,,,Chijindu Ujah,,05.03.94,GBR
352,,,Zharnel Hughes,,13.07.95,GBR
353,,,Adam Gemili,,06.10.93,GBR
354,,,Harry Aikines-Aryeetey,,29.08.88,GBR
355,70.0,37.8,Athlteics Canada,1rA,Gainesville,01.04.2023
356,,,Aaron Brown,,27.05.92,CAN
357,,,Jerome Blake,,18.08.95,CAN
358,,,Brendon Rodney,,09.04.92,CAN
359,,,Andre De Grasse,,10.11.94,CAN
360,73.0,37.81,Great Britain & N.I. - B,2,London,23.07.2016
361,,,Richard Kilty,,02.09.89,GBR
362,,,Harry Aikines-Aryeetey,,29.08.88,GBR
363,,,Daniel Talbot,,01.05.91,GBR
364,,,Ojie Edoburun,,02.06.96,GBR
365,74.0,37.82,World All Stars,2,Walnut,17.04.1994
366,,,Jon Drummond,,09.09.68,USA
367,,,Anthony Jarrett,,13.08.68,GBR
368,,,John Regis,,13.10.66,GBR
369,,,Dennis Mitchell,,20.02.66,USA
370,74.0,37.82,United States,1s1,Sydney,29.09.2000
371,,,Jon Drummond,,09.09.68,USA
372,,,Bernard Williams,,19.01.78,USA
373,,,Brian Lewis,,05.12.74,USA
374,,,Maurice Greene,,23.07.74,USA
375,74.0,37.82,Racers Track Club,1,Kingston,14.04.2012
376,,,Mario Forsythe,,30.10.85,JAM
377,,,Yohan Blake,,26.12.89,JAM
378,,,Kimmari Roach,,21.09.90,JAM
379,,,Usain Bolt,,21.08.86,JAM
380,74.0,37.82,People's Republic of Chi,2h1,Rio de Janeiro,18.08.2016
381,,,Tang Xingqiang,,11.08.95,CHN
382,,,Xie Zhenye,,17.08.93,CHN
383,,,Su Bingtian,,29.08.89,CHN
384,,,Zhang Peimeng,,13.03.87,CHN
385,74.0,37.82,Jamaica,1h1,Tokyo,05.08.2021
386,,,Jevaughn Minzie,,20.07.95,JAM
387,,,Julian Forte,,07.01.93,JAM
388,,,Yohan Blake,,26.12.89,JAM
389,,,Oblique Seville,,16.03.01,JAM
390,79.0,37.83,United States,1,Los Angeles,11.08.1984
391,,,Sam Graddy,(10.29),10.02.64,USA
392,,,Ron Brown,(9.19),31.03.61,USA
393,,,Calvin Smith,(9.41),08.01.61,USA
394,,,Carl Lewis,(8.94),01.07.61,USA
395,79.0,37.83,Canada,3,Stuttgart,22.08.1993
396,,,Robert Esmie,,05.07.72,CAN
397,,,Glenroy Gilbert,,31.08.68,CAN
398,,,Bruny Surin,,12.07.67,CAN
399,,,Atlee Mahorn,,27.10.65,CAN
400,79.0,37.83,United States - Blue,2,Monaco,20.07.2012
401,,,Mike Rodgers,,24.04.85,USA
402,,,Maurice Mitchell,,22.12.89,USA
403,,,Darvis Patton,,04.12.77,USA
404,,,Jeffery Demps,,08.01.90,USA
405,79.0,37.83,Great Britain & N.I.,3,Eugene,23.07.2022
406,,,Jona Efoloko,(10.45),23.09.99,GBR
407,,,Zharnel Hughes,(8.96),13.07.95,GBR
408,,,Nethaneel Mitchell-Blake,(9.46),02.04.94,GBR
409,,,Reece Prescod,(9.11),29.02.96,GBR
410,83.0,37.84,Great Britain & N.I.,1h1,Berlin,12.08.2018
411,,,Chijindu Ujah,,05.03.94,GBR
412,,,Zharnel Hughes,,13.07.95,GBR
413,,,Adam Gemili,,06.10.93,GBR
414,,,Nethaneel Mitchell-Blake,,02.04.94,GBR
415,83.0,37.84,Jamaica,4,Tokyo,06.08.2021
416,,,Jevaughn Minzie,,20.07.95,JAM
417,,,Julian Forte,,07.01.93,JAM
418,,,Yohan Blake,,26.12.89,JAM
419,,,Oblique Seville,,16.03.01,JAM
420,85.0,37.85,United States - Red,1,Cottbus,08.08.2009
421,,,Terrence Trammell,,23.11.78,USA
422,,,Mike Rodgers,,24.04.85,USA
423,,,Shawn Crawford,,14.01.78,USA
424,,,Darvis Patton,,04.12.77,USA
425,85.0,37.85,Japan - A,1,Osaka,20.05.2018
426,,,Ryota Yamagata,,10.06.92,JPN
427,,,Shota Iizuka,,25.06.91,JPN
428,,,Yoshihide Kiryu,,15.12.95,JPN
429,,,Asuka Cambridge,,31.05.93,JPN
430,87.0,37.86,United States,1,Helsinki,10.08.1983
431,,,Emmit King,,24.03.59,USA
432,,,Willie Gault,,05.09.60,USA
433,,,Calvin Smith,,08.01.61,USA
434,,,Carl Lewis,(8.98),01.07.61,USA
435,87.0,37.86,Canada,1,Athínai,10.08.1997
436,,,Robert Esmie,,05.07.72,CAN
437,,,Glenroy Gilbert,,31.08.68,CAN
438,,,Bruny Surin,,12.07.67,CAN
439,,,Donovan Bailey,(8.94),16.12.67,CAN
440,89.0,37.87,France,2,Tokyo,01.09.1991
441,,,Max Moriniére,,16.02.64,FRA
442,,,Daniel Sangouma,,07.02.65,FRA
443,,,Jean-Charles Trouabal,,20.05.65,FRA
444,,,Bruno Marie-Rose,,20.05.65,FRA
445,89.0,37.87,United States,1h3,Nassau,02.05.2015
446,,,Mike Rodgers,,24.04.85,USA
447,,,Justin Gatlin,,10.02.82,USA
448,,,Tyson Gay,,09.08.82,USA
449,,,Ryan Bailey,(9.02),13.04.89,USA
450,89.0,37.87,United States,1,Monaco,17.07.2015
451,,,Trayvon Bromell,,10.07.95,USA
452,,,Justin Gatlin,,10.02.82,USA
453,,,Tyson Gay,,09.08.82,USA
454,,,Mike Rodgers,,24.04.85,USA
455,89.0,37.87,United States,1h1,Eugene,22.07.2022
456,,,Christian Coleman,(10.31),06.03.96,USA
457,,,Noah Lyles,(9.26),18.07.97,USA
458,,,Elijah Hall-Thompson,(9.26),22.08.94,USA
459,,,Marvin Bracy,(9.04),15.12.93,USA
460,93.0,37.88,Hudson Smith Internation,1r1,Austin,07.04.2001
461,,,Jon Drummond,,09.09.68,USA
462,,,Bernard Williams,,19.01.78,USA
463,,,Curtis Johnson,,24.12.73,USA
464,,,Maurice Greene,,23.07.74,USA
465,93.0,37.88,France,2h2,Beijing,29.08.2015
466,,,Emmanuel Biron,,29.07.88,FRA
467,,,Christophe Lemaitre,,11.06.90,FRA
468,,,Guy-Elphège Anouman,,13.06.94,FRA
469,,,Jimmy Vicaut,,27.02.92,FRA
470,93.0,37.88,France,4h2,Ad-Dawhah,04.10.2019
471,,,Amaury Golitin,,28.01.97,FRA
472,,,Jimmy Vicaut,,27.02.92,FRA
473,,,Méba-Mickaël Zézé,,19.05.94,FRA
474,,,Mouhamadou Fall,,25.02.92,FRA
475,96.0,37.89,Santa Monica Track Club,1,Austin,09.04.1994
476,,,Michael Marsh,,04.08.67,USA
477,,,Leroy Burrell,,21.02.67,USA
478,,,Floyd Heard,,24.03.66,USA
479,,,Carl Lewis,,01.07.61,USA
480,96.0,37.89,Jamaica,2,Osaka,01.09.2007
481,,,Marvin Anderson,(10.60),12.05.82,JAM
482,,,Usain Bolt,(9.05),21.08.86,JAM
483,,,Nesta Carter,(9.40),11.10.85,JAM
484,,,Asafa Powell,(8.84),23.11.82,JAM
485,96.0,37.89,Canada,3h1,Rio de Janeiro,18.08.2016
486,,,Akeem Haynes,,03.11.92,CAN
487,,,Aaron Brown,,27.05.92,CAN
488,,,Brendon Rodney,,09.04.92,CAN
489,,,Mobolade Ajomale,,31.08.95,CAN
490,99.0,37.9,United States,1,Roma,06.09.1987
491,,,Lee McRae,,23.01.66,USA
492,,,Lee McNeill,,02.12.64,USA
493,,,Harvey Glance,,28.03.57,USA
494,,,Carl Lewis,(8.86),01.07.61,USA
495,99.0,37.9,Brazil,2,Sydney,30.09.2000
496,,,Vicente Lenilson de Lima,,04.06.77,BRA
497,,,Edson Luciano Ribeiro,,08.12.72,BRA
498,,,André Domingos da Silva,,26.11.72,BRA
499,,,Claudinei Quirino da Sil,,19.11.70,BRA
500,99.0,37.9,Great Britain & N.I.,3,Osaka,01.09.2007
501,,,Christian Malcolm,(10.43),03.06.79,GBR
502,,,Craig Pickering,(9.05),16.10.86,GBR
503,,,Marlon Devonish,(9.24),01.06.76,GBR
504,,,Mark Lewis-Francis,(9.18),04.09.82,GBR
505,99.0,37.9,Jamaica - Gold,1rA,Philadelphia,24.04.2010
506,,,Mario Forsythe,,30.10.85,JAM
507,,,Yohan Blake,,26.12.89,JAM
508,,,Michael Anderson,,10.12.67,JAM
509,,,Usain Bolt,(8.79),21.08.86,JAM
510,99.0,37.9,United States - Red,1,Lignano Sabbia,19.07.2011
511,,,Trell Kimmons,,13.07.85,USA
512,,,Mike Rodgers,,24.04.85,USA
513,,,Justin Gatlin,,10.02.82,USA
514,,,Walter Dix,,31.01.86,USA
515,99.0,37.9,People's Republic of Chi,4,Rio de Janeiro,19.08.2016
516,,,Tang Xingqiang,,11.08.95,CHN
517,,,Xie Zhenye,,17.08.93,CHN
518,,,Su Bingtian,,29.08.89,CHN
519,,,Zhang Peimeng,,13.03.87,CHN
520,99.0,37.9,Brazil,2h1,Ad-Dawhah,04.10.2019
521,,,Rodrigo do Nascimento,,26.09.94,BRA
522,,,Vitor Hugo dos Santos,,01.02.96,BRA
523,,,Derick de Souza,,13.04.98,BRA
524,,,Paulo André de Oliveira,,20.08.98,BRA
525,10.0,37.91,Trinidad & Tobago,1h2,Daegu,04.09.2011
526,,,Keston Bledman,,08.03.88,TTO
527,,,Marc Burns,,07.01.83,TTO
528,,,Aaron Armstrong,,14.10.77,TTO
529,,,Richard Thompson,,07.06.85,TTO
530,10.0,37.91,United States,1h1,Beijing,29.08.2015
