,0,1,2,3,4,5,6,7,8,9
0,1,8.3,3.4,Ndiss Kaba Badji,SEN,21.09.83,1,Dakar,,03.04.2005
1,2,8.23,2.5,Jeremy Hicks,USA,19.09.86,1,Baton,Rouge,19.04.2014
