,0,1,2,3,4,5,6
0,1,86.68,Yuriy Syedikh,RUS,11.06.55,Stuttgart,30.08.1986
1,2,86.62,Yuriy Syedikh,RUS,11.06.55,Stuttgart,30.08.1986
2,3,86.0,Yuriy Syedikh,RUS,11.06.55,Cork,03.07.1984
3,3,86.0,Yuriy Syedikh,RUS,11.06.55,Tallinn,22.06.1986
4,5,85.82,Yuriy Syedikh,RUS,11.06.55,Tallinn,22.06.1986
5,6,85.52,Yuriy Syedikh,RUS,11.06.55,London,13.07.1984
6,7,85.46,Yuriy Syedikh,RUS,11.06.55,Stuttgart,30.08.1986
7,8,85.42,Sergey Litvinov,RUS,23.01.58,Dresden,03.07.1986
8,8,85.42,Yuriy Syedikh,RUS,11.06.55,Budapest,11.08.1986
9,10,85.28,Yuriy Syedikh,RUS,11.06.55,Stuttgart,30.08.1986
10,11,85.26,Yuriy Syedikh,RUS,11.06.55,Budapest,11.08.1986
11,12,85.24,Yuriy Syedikh,RUS,11.06.55,Budapest,11.08.1986
12,13,85.2,Yuriy Syedikh,RUS,11.06.55,Cork,03.07.1984
13,14,85.04,Yuriy Syedikh,RUS,11.06.55,London,13.07.1984
14,15,84.98,Yuriy Syedikh,RUS,11.06.55,Moskva,04.09.1988
15,16,84.92,Sergey Litvinov,RUS,23.01.58,Dresden,03.07.1986
16,17,84.84,Sergey Litvinov,RUS,23.01.58,Cork,03.07.1984
17,17,84.84,Yuriy Syedikh,RUS,11.06.55,Moskva,17.08.1984
18,19,84.8,Koji Murofushi,JPN,08.10.74,Praha,29.06.2003
19,20,84.76,Sergey Litvinov,RUS,23.01.58,Seoul,26.09.1988
20,21,84.64,Yuriy Syedikh,RUS,11.06.55,Budapest,11.08.1986
21,22,84.58,Yuriy Syedikh,RUS,11.06.55,Tokyo,14.09.1984
22,22,84.58,Sergey Litvinov,RUS,23.01.58,London,11.07.1986
23,22,84.58,Vadim Devyatovskiy,BLR,20.03.77,Stayki,21.07.2005
24,25,84.48,Yuriy Syedikh,RUS,11.06.55,Tokyo,14.09.1984
25,26,84.44,Yuriy Syedikh,RUS,11.06.55,Moskva,17.08.1984
26,27,84.34,Yuriy Syedikh,RUS,11.06.55,Moskva,09.07.1986
27,28,84.18,Yuriy Syedikh,RUS,11.06.55,Cork,03.07.1984
28,28,84.18,Yuriy Syedikh,RUS,11.06.55,Dresden,03.07.1986
29,28,84.18,Yuriy Syedikh,RUS,11.06.55,Moskva,04.09.1988
30,31,84.12,Yuriy Syedikh,RUS,11.06.55,Tallinn,22.06.1986
31,32,84.08,Ivan Tikhon,BLR,24.07.76,Grodno,09.07.2008
32,33,84.04,Igor Astapkovich,BLR,04.01.63,Seattle,26.07.1990
33,34,84.02,Yuriy Syedikh,RUS,11.06.55,Helsinki,07.07.1986
34,34,84.02,Yuriy Syedikh,RUS,11.06.55,Moskva,09.07.1986
35,36,83.98,Yuriy Syedikh,RUS,11.06.55,Nice,15.07.1986
36,36,83.98,Sergey Litvinov,RUS,23.01.58,Seoul,26.09.1988
37,36,83.98,Igor Nikulin,RUS,14.08.60,Lausanne,12.07.1990
38,39,83.94,Yuriy Syedikh,RUS,11.06.55,Stuttgart,30.08.1986
39,40,83.9,Yuriy Syedikh,RUS,11.06.55,Roma,31.08.1984
40,40,83.9,Yuriy Syedikh,RUS,11.06.55,Budapest,11.08.1986
41,42,83.88,Yuriy Syedikh,RUS,11.06.55,Moskva,17.08.1984
42,43,83.86,Yuriy Syedikh,RUS,11.06.55,Budapest,20.08.1984
43,43,83.86,Yuriy Syedikh,RUS,11.06.55,Nice,15.07.1986
44,43,83.86,Sergey Litvinov,RUS,23.01.58,Seoul,26.09.1988
45,46,83.84,Yuriy Syedikh,RUS,11.06.55,Roma,31.08.1984
46,47,83.83,Pawel Fajdek,POL,04.06.89,Szczecin,09.08.2015
47,48,83.82,Yuriy Syedikh,RUS,11.06.55,Helsinki,07.07.1986
48,48,83.82,Sergey Litvinov,RUS,23.01.58,Seoul,26.09.1988
49,50,83.8,Yuriy Syedikh,RUS,11.06.55,Helsinki,07.07.1986
50,50,83.8,Sergey Litvinov,RUS,23.01.58,Seoul,26.09.1988
51,52,83.78,Ivan Tikhon,BLR,24.07.76,Minsk,10.07.2004
52,53,83.74,Sergey Litvinov,RUS,23.01.58,Cork,03.07.1984
53,54,83.72,Sergey Litvinov,RUS,23.01.58,Moskva,09.07.1986
54,55,83.68,Jüri Tamm,EST,05.02.57,Banská Bystrica,09.09.1984
55,56,83.66,Sergey Litvinov,RUS,23.01.58,London,11.07.1986
56,56,83.66,Sergey Litvinov,RUS,23.01.58,Roma,10.09.1986
57,58,83.64,Sergey Litvinov,RUS,23.01.58,Roma,10.09.1986
58,59,83.62,Yuriy Syedikh,RUS,11.06.55,Vladivostok,14.09.1988
59,59,83.62,Yuriy Syedikh,RUS,11.06.55,Seoul,26.09.1988
60,61,83.58,Sergey Litvinov,RUS,23.01.58,Tallinn,22.06.1986
61,61,83.58,Sergey Litvinov,RUS,23.01.58,Dresden,03.07.1986
62,63,83.55,Vadim Devyatovskiy,BLR,20.03.77,Stayki,21.07.2005
63,64,83.52,Yuriy Syedikh,RUS,11.06.55,Budapest,20.08.1984
64,64,83.52,Sergey Litvinov,RUS,23.01.58,Tallinn,22.06.1986
65,66,83.5,Yuriy Syedikh,RUS,11.06.55,Roma,31.08.1984
66,66,83.5,Sergey Litvinov,RUS,23.01.58,London,11.07.1986
67,68,83.44,Yuriy Syedikh,RUS,11.06.55,Roma,31.08.1984
68,68,83.44,Yuriy Syedikh,RUS,11.06.55,Seoul,26.09.1988
69,68,83.44,Yuriy Syedikh,RUS,11.06.55,Seoul,26.09.1988
70,71,83.42,Jüri Tamm,EST,05.02.57,Budapest,04.08.1985
71,72,83.4,Jüri Tamm,EST,05.02.57,Budapest,04.08.1985
