,0,1,2,3,4,5
546,,,Marcus Brunson,,24.04.78,USA
547,,,Derrick Brew,,28.12.77,USA
548,,,Jerome Davis,,22.08.77,USA
549,,,Michael Johnson,,13.09.67,USA
550,11.0,1:20.99,Florida Clippers,1,Tempe,06.04.1991
551,,,Clifton Campbell,,18.06.67,USA
552,,,Clarence Daniel,,11.06.61,USA
553,,,Boris Goins,,07.04.67,USA
554,,,Tony Dees,,06.08.63,USA
555,11.0,1:20.99,Louisiana State University,1,Baton Rouge,26.03.2011
556,,,Riker Hylton,,13.12.88,JAM
557,,,Horatio Williams,,28.08.89,USA
558,,,Keyth Talley,,03.03.90,USA
559,,,Gabriel Mvumvure,,23.02.88,ZIM
560,11.0,1:21.0,Texas Christian University,1h1,Austin,14.04.1986
561,,,Randall Davis,,,USA
562,,,Byron Morrow,,13.11.65,USA
563,,,Byron Ferguson,,,USA
564,,,Raymond Stewart,,18.03.65,JAM
565,11.0,1:21.00,Star Athletics,1r1,Gainesville,04.04.2015
566,,,,,,USA
567,,,,,,USA
568,,,Femi Ogunode,,15.05.91,QAT
569,,,Churandy Martina,,03.07.84,NED
570,11.0,1:21.01,Arizona State University,1,Modesto,16.05.1981
571,,,Greg Moore,,08.11.59,USA
572,,,Dwayne Evans,,13.10.58,USA
573,,,Howard Henley,,14.08.61,USA
574,,,LaMonte King,,18.12.59,USA
575,11.0,1:21.01,Arizona State University,1,Tempe,03.04.1982
576,,,Ron Brown,,31.03.61,USA
577,,,Howard Henley,,14.08.61,USA
578,,,Willie Jones,,06.01.60,USA
579,,,LaMonte King,(19.8),18.12.59,USA
580,11.0,1:21.02,University of Florida,2r2,Austin,26.03.2022
581,,,Dedrick Vanover,,31.03.99,USA
582,,,Jacory Patterson,,02.02.00,USA
583,,,Ryan Willie,,24.06.02,USA
584,,,Jacob Miley,,01.01.01,USA
585,11.0,1:21.03,Athletic Attic,3,Tempe,04.04.1981
586,,,Mike Roberson,,25.03.56,USA
587,,,Larry Myricks,,10.03.56,USA
588,,,Willie Smith,,28.02.56,USA
589,,,Harvey Glance,,28.03.57,USA
590,11.0,1:21.03,Texas Christian University,1,Waco,22.04.1983
591,,,Phillip Epps,,11.11.59,USA
592,,,David Walker,,30.10.59,USA
593,,,James Richard,,04.10.59,USA
594,,,James Maness,,10.05.63,USA
595,11.0,1:21.03,Goldwin Track Club,1,Walnut,18.04.1992
596,,,Andre Cason,,20.01.69,USA
597,,,Kevin Braunskill,,31.03.69,USA
598,,,Rod Tolbert,,11.06.67,USA
599,,,Devlon Dunn,,01.04.67,USA
600,12.0,1:21.06,Baylor University,1rA,Des Moines,26.04.1985
601,,,Darnell Chase,,13.12.65,USA
602,,,Johnny Thomas,,03.08.63,USA
603,,,Willie Caldwell,,25.09.63,USA
604,,,John Simpson,,24.02.66,USA
605,12.0,1:21.06,Asics Tiger,2rA,Philadelphia,25.04.1998
606,,,Ramon Clay,,29.06.75,USA
607,,,Reginald Torian,,22.04.75,USA
608,,,Darnell Hall,,26.09.71,USA
609,,,Rohsaan Griffin,,21.02.74,USA
610,12.0,1:21.06,Louisiana State University,2,Philadelphia,30.04.2005
611,,,Reginald Dardar,,31.10.85,USA
612,,,Bennie Brazell,,02.06.82,USA
613,,,Kelly Willie,,07.09.82,USA
614,,,Xavier Carter,,08.12.85,USA
615,12.0,1:21.07,Texas Christian University,1h1,Philadelphia,26.04.1991
616,,,Horatio Porter,,01.11.69,USA
617,,,Carey Johnson,,01.03.69,JAM
618,,,Ralston Wright,,29.03.68,JAM
619,,,Raymond Redmon,,13.04.69,USA
620,12.0,1:21.07,Tumbleweed Track Club,3rA,Gainesville,01.04.2017
621,,,Abdul Hakim Sani Brown,,06.03.99,JPN
622,,,Christian Taylor,,18.06.90,USA
623,,,Andrew Geddes,,27.04.65,GBR
624,,,Churandy Martina,,03.07.84,NED
625,12.0,1:21.08,University of Georgia,1,Des Moines,24.04.1981
626,,,Ricky Campbell,,29.04.59,USA
627,,,Darryl Simmons,,20.06.60,USA
628,,,Paul Johnson,,,USA
629,,,Mel Lattany,,10.08.59,USA
630,12.0,1:21.08,North Carolina State Unive,1,Raleigh,30.03.1985
631,,,Auguston Young,,19.09.61,JAM
632,,,Alston Glenn,,19.04.63,USA
633,,,Danny Peebles,,30.05.66,USA
634,,,Harvey McSwain,,10.03.63,USA
635,12.0,1:21.09,Mississippi State Universi,2,Austin,03.04.2010
636,,,Dwight Mullings,,10.12.86,JAM
637,,,Kendall May,,05.06.88,USA
638,,,O'Neal Wilder,,09.08.89,USA
639,,,Tavaris Tate,,21.12.90,USA
640,12.0,1:21.09,Jamaica,3,Nassau,23.04.2017
641,,,Nickel Ashmeade,,07.04.90,JAM
642,,,Oshane Bailey,,09.08.89,JAM
643,,,Rasheed Dwyer,,29.01.89,JAM
644,,,Yohan Blake,,26.12.89,JAM
645,13.0,1:21.1,University of Arizona,1,Austin,07.04.1984
646,,,Lucius Miller,,14.10.63,USA
647,,,Vance Johnson,,13.03.63,USA
648,,,John Johnson,,20.01.60,USA
649,,,Rod Barksdale,,08.09.62,USA
650,13.0,1:21.10,Italy,1,Cagliari,29.09.1983
651,,,Stefano Tilli,,22.08.62,ITA
652,,,Carlo Simionato,,07.01.61,ITA
653,,,Giovanni Bongiorni,,08.07.56,ITA
654,,,Pietro Mennea,(19.96,28.06.52,ITA
655,13.0,1:21.10,United States - White,2r1,Gainesville,31.03.2018
656,,,Isiah Young,,05.01.90,USA
657,,,Justin Walker,,30.11.90,USA
658,,,Trentavis Friday,,05.06.95,USA
659,,,Christopher Belcher,,29.01.94,USA
660,13.0,1:21.11,Texas A&M University,1,Austin,02.04.2016
661,,,Robert Grant,,31.01.96,USA
662,,,Fred Kerley,,07.05.95,USA
663,,,Elijah Morrow,,30.10.95,USA
664,,,Devin Jenkins,,16.02.94,USA
665,13.0,1:21.11,Canada,1h1,Nassau,23.04.2017
666,,,Gavin Smellie,,26.06.86,CAN
667,,,Brendon Rodney,,09.04.92,CAN
668,,,Andre De Grasse,,10.11.94,CAN
669,,,Aaron Brown,,27.05.92,CAN
670,13.0,1:21.12,University of Southern Cal,1,San Diego,08.03.1980
671,,,Mike Sanford,,06.03.60,USA
672,,,Bill Green,,01.05.61,USA
673,,,Billy Mullins,,01.02.58,USA
674,,,James Sanford,,27.12.57,USA
675,13.0,1:21.12,Mazda Track Club,2,Walnut,18.04.1992
676,,,Calvin Smith,,08.01.61,USA
677,,,Dennis Mitchell,,20.02.66,USA
678,,,Raymond Stewart,,18.03.65,JAM
679,,,Frank Fredericks,,02.10.67,NAM
680,13.0,1:21.12,Sichuan Province,3,Xi'an,23.09.2021
681,,,Liu Yuchen,,02.06.99,CHN
682,,,Wang Zhihong,,18.01.00,CHN
683,,,Wang Qi,,03.02.95,CHN
684,,,Chen Cheng,,21.12.98,CHN
685,13.0,1:21.13,Philadelphia Pioneers,1,Modesto,15.05.1982
686,,,Steve Riddick,,18.09.51,USA
687,,,Tony Darden,,02.09.57,USA
688,,,Bill Collins,,20.11.50,USA
689,,,Fred Taylor,,05.11.57,USA
690,13.0,1:21.14,Athletics West,2,Tempe,03.04.1982
691,,,Jason Grimes,,10.09.59,USA
692,,,Jeff Phillips,,16.05.57,USA
693,,,Harvey Glance,,28.03.57,USA
694,,,Dwayne Evans,(19.3),13.10.58,USA
695,13.0,1:21.14,Texas Christian University,1h2,Austin,08.04.1988
696,,,Roscoe Tatum,,13.02.66,USA
697,,,Greg Sholars,,08.02.66,USA
698,,,Tony Allen,,21.06.67,USA
699,,,Raymond Stewart,,18.03.65,JAM
700,13.0,1:21.14,Louisiana State University,2,Austin,02.04.2016
701,,,Fitzroy Dunkley,,20.05.93,JAM
702,,,Tinashe Samuel Mutanga,,27.01.93,ZIM
703,,,Jaron Flournoy,,24.11.96,USA
704,,,Nethaneel Mitchell-Blake,,02.04.94,GBR
705,14.0,1:21.15,University of Southern Cal,1,Lawrence,18.04.1980
706,,,Steve Riddick,,18.09.51,USA
707,,,Herman Frazier,,29.10.54,USA
708,,,Fred Taylor,,05.11.57,USA
709,,,Tony Darden,,02.09.57,USA
710,14.0,1:21.15,University of Alabama,2,Des Moines,29.04.1983
711,,,Emmit King,,24.03.59,USA
712,,,Lamar Smith,,05.01.64,USA
713,,,Walter Monroe,,13.09.62,USA
714,,,Calvin Smith,,08.01.61,USA
715,14.0,1:21.17,Odessa Community College,1,Houston,22.03.1985
716,,,Harold Madox,,26.12.65,USA
717,,,Clark Waddell,,12.06.65,USA
718,,,Calvin Long,,02.07.66,USA
719,,,Kenneth Sutton,,10.10.62,USA
720,14.0,1:21.17,Middle Tennessee State Uni,1rB,Philadelphia,30.04.1994
721,,,Ronald Lloyd,,27.04.69,USA
722,,,Roland McGhee,,15.10.71,USA
723,,,Charles Gupton,,23.01.72,USA
724,,,Micah Otis,,26.09.72,USA
725,14.0,1:21.17,University of Houston,1,Philadelphia,29.04.2017
726,,,Amere Lattin,,17.02.97,USA
727,,,Mario Burke,,18.03.97,BAR
728,,,Jacarias Martin,,14.01.96,USA
729,,,Elijah Hall-Thompson,,22.08.94,USA
730,14.0,1:21.18,United States,1,Paris,09.07.1982
731,,,Jeff Phillips,,16.05.57,USA
732,,,Walter McCoy,,15.11.58,USA
733,,,Mel Lattany,,10.08.59,USA
734,,,David Lee,,23.04.59,USA
735,14.0,1:21.18,Nike Elite,2rA,Philadelphia,26.05.1997
736,,,Travis Grant,,31.08.72,USA
737,,,Brian Lewis,,05.12.74,USA
738,,,Randall Evans,,26.10.70,USA
739,,,Tod Long,,18.12.70,USA
740,14.0,1:21.19,North Carolina State Unive,1,Raleigh,26.03.1983
741,,,Harvey McSwain,,10.03.63,USA
742,,,Dee Dee Hoggard,,,USA
743,,,Alston Glenn,,19.04.63,USA
744,,,Perry Williams,,12.05.61,USA
745,14.0,1:21.19,Southern Methodist Univers,1,Tempe,06.04.1985
746,,,Roderick Jones,,,USA
747,,,Kevin Robinzine,,12.04.66,USA
748,,,Harold Spells,,18.07.65,USA
749,,,John Parker,,19.03.64,USA
750,14.0,1:21.19,University of Georgia,1,Des Moines,26.04.1986
751,,,Manley Waller,,21.07.64,USA
752,,,Neal Jessie,,23.02.64,USA
753,,,Gary Duncan,,25.05.64,USA
754,,,Stanley Blalock,,18.03.64,USA
755,14.0,1:21.19,University of Houston,1,Prairie View,24.03.2018
756,,,Mario Burke,,18.03.97,BAR
757,,,Cameron Burrell,,11.09.94,USA
758,,,Khamari Montgomery,,16.08.97,USA
759,,,Elijah Hall-Thompson,,22.08.94,USA
760,15.0,1:21.2,Odessa Community College,2,Modesto,09.05.1987
761,,,Jon Drummond,,09.09.68,USA
762,,,Patrick Drake,,13.11.66,USA
763,,,Rodney Eleby,,26.03.67,USA
764,,,James Law,,22.04.67,USA
765,15.0,1:21.2,Texas Christian University,1h1,Austin,07.04.1989
766,,,Horatio Porter,,01.11.69,USA
767,,,Andrew Smith,,29.01.64,JAM
768,,,Greg Sholars,,08.02.66,USA
769,,,Raymond Stewart,,18.03.65,JAM
770,15.0,1:21.2,Baylor University,2h1,Austin,07.04.1989
771,,,Kermit Ward,,12.01.68,USA
772,,,James Glenn,,01.01.69,USA
773,,,Raymond Pierre,,19.09.67,USA
774,,,Michael Johnson,,13.09.67,USA
775,15.0,1:21.20,Mississippi State Universi,2rA,Des Moines,26.04.1985
776,,,Wayne Banks,,65,USA
777,,,Charles Spane,,26.04.61,USA
778,,,Ronnie Dennis,,24.10.64,USA
779,,,Lorenzo Daniel,,23.03.66,USA
780,15.0,1:21.20,University of Houston,1r2,Austin,31.03.2018
781,,,Amere Lattin,,17.02.97,USA
782,,,Cameron Burrell,,11.09.94,USA
783,,,Khamari Montgomery,,16.08.97,USA
784,,,Elijah Hall-Thompson,,22.08.94,USA
785,15.0,1:21.21,North Carolina All-Stars,1,Raleigh,28.03.1998
786,,,,,,USA
787,,,,,,USA
788,,,,,,USA
789,,,,,,USA
790,15.0,1:21.21,Texas A&M University,1r2,Austin,31.03.2012
791,,,Michael Bryan,,09.06.91,USA
792,,,Prezel Hardy,,01.06.92,USA
793,,,Carlyle Roudette,,06.09.91,TTO
794,,,Ameer Webb,,19.03.91,USA
795,16.0,1:21.22,Poland,2,Gdansk,4.07.2001
796,,,Zbigniew Tulin,,01.04.76,POL
797,,,Piotr Balcerzak,,25.06.75,POL
798,,,Ryszard Pilarczyk,,05.11.75,POL
799,,,Marcin Urbas,,17.09.76,POL
800,16.0,1:21.22,Texas A&M University,1h1,Philadelphia,23.04.2010
801,,,Tran Howell,,27.03.88,USA
802,,,Gerald Phiri,,06.10.88,ZAM
803,,,Demetrius Pinder,,13.02.89,BAH
804,,,Curtis Mitchell,,11.03.89,USA
805,16.0,1:21.23,Florida Relays All-Stars,1r1,Gainesville,02.04.2011
806,,,,,,USA
807,,,,,,USA
808,,,,,,USA
809,,,,,,USA
810,16.0,1:21.24,Baylor University,1,Des Moines,24.04.1987
811,,,Michael Johnson,,13.09.67,USA
812,,,Raymond Pierre,,19.09.67,USA
813,,,Darnell Chase,,13.12.65,USA
814,,,Keith Stanford,,01.03.64,USA
815,16.0,1:21.25,Nike Elite,2rA,Philadelphia,27.04.1996
816,,,Anthuan Maybank,,30.12.69,USA
817,,,Kareem Streete-Thompson,,30.03.73,USA
818,,,Calvin Harrison,,20.01.74,USA
819,,,David Dopek,,08.02.73,USA
820,16.0,1:21.25,Baylor University,3,Austin,03.04.2010
821,,,Courtney Thomas,,04.03.87,USA
822,,,Whitney Prevost,,18.09.88,USA
823,,,Marcus Boyd,,03.03.89,USA
824,,,Trey Harts,,17.10.87,USA
825,16.0,1:21.26,International Sports,1,Houston,21.03.1998
826,,,,,,USA
827,,,Eric Thomas,,01.12.73,USA
828,,,Bryan Bronson,,09.09.72,USA
829,,,Deon Minor,,22.01.73,USA
830,16.0,1:21.26,Germany,3,Yokohama,12.05.2019
831,,,Maurice Huke,,25.02.93,GER
832,,,Patrick Domogala,,14.03.93,GER
833,,,Aleixo-Platini Menga,,29.09.87,GER
834,,,Robín Erewa,,24.06.91,GER
835,16.0,1:21.27,World All-Stars,1,Walnut,15.04.1995
836,,,Jon Drummond,,09.09.68,USA
837,,,John Regis,,13.10.66,GBR
838,,,Anthony Jarrett,,13.08.68,GBR
839,,,Darren Braithwaite,,20.01.69,GBR
840,16.0,1:21.28,Texas Christian University,1r1,Philadelphia,28.04.1990
841,,,Horatio Porter,,01.11.69,USA
842,,,Raymond Redmon,,13.04.69,USA
843,,,Ralston Wright,,29.03.68,JAM
844,,,Jon Drummond,,09.09.68,USA
845,16.0,1:21.28,University of Tennessee,1h2,Philadelphia,26.04.2002
846,,,Gary Kikaya,,04.02.78,COD
847,,,Sean Lambert,,16.08.82,GRN
848,,,Leonard Scott,,19.01.80,USA
849,,,Justin Gatlin,,10.02.82,USA
850,17.0,1:21.29,Great Britain & N.I.,1,Birmingham,23.06.1989
851,,,Marcus Adam,,28.02.68,GBR
852,,,Adeoye Mafe,,12.11.66,GBR
853,,,Linford Christie,,02.04.60,GBR
854,,,John Regis,,13.10.66,GBR
855,17.0,1:21.3y,Texas A&M University,1,Des Moines,24.04.1970
856,,,Donnie Rogers,(20.8y,02.01.51,USA
857,,,Rockie Woods,(21.1y,09.03.49,USA
858,,,Marvin Mills,(19.9y,17.01.51,USA
859,,,Curtis Mills,(19.5y,06.10.48,USA
860,17.0,1:21.3Y,University of Tennessee,1,Knoxville,10.04.1976
861,,,Lamar Preyor,(20.0y,04.04.57,USA
862,,,Ronnie Harris,(20.2y,15.12.56,USA
863,,,Jerome Morgan,(20.7y,15.10.56,USA
864,,,Reggie Jones,(20.4y,30.12.53,USA
865,17.0,1:21.3y,Arizona State University,1,Austin,01.04.1977
866,,,Gary Burl,,14.04.54,USA
867,,,Tony Darden,,02.09.57,USA
868,,,Gerald Burl,,21.02.56,USA
869,,,Herman Frazier,,29.10.54,USA
870,17.0,1:21.3y,Bay Area Stariders,1,Tempe,27.05.1979
871,,,Jerry Jordan,,21.01.56,USA
872,,,Dedy Cooper,,22.05.56,USA
873,,,Eddie Hart,,24.04.49,USA
874,,,Millard Hampton,,08.07.56,USA
875,17.0,1:21.3,Auburn University,2,Philadelphia,27.04.1985
876,,,Bruce Hardy,,20.12.61,USA
877,,,Steve Griffiths,,30.06.64,JAM
878,,,Calvin Brooks,,08.04.63,USA
879,,,Daron Council,,26.12.64,USA
880,17.0,1:21.30,France,1,Talence,27.09.1987
881,,,Daniel Sangouma,,07.02.65,FRA
882,,,Jean-Jacques Boussemart,,11.04.63,FRA
883,,,Patrick Barré,,12.04.59,FRA
884,,,Aldo Canti,,09.03.61,FRA
885,17.0,1:21.30,University of Alabama,2h1,Philadelphia,26.04.1991
886,,,Solomon Amegatcher,,20.12.70,GHA
887,,,Clive Wright,,18.11.65,JAM
888,,,Samuel Nelson Boateng,,14.05.68,GHA
889,,,Eduardo Nava,,26.08.68,MEX
890,17.0,1:21.31,Athletic Attic,1,Gainesville,28.03.1981
891,,,Larry Myricks,,10.03.56,USA
892,,,Mike Roberson,,25.03.56,USA
893,,,Willie Smith,,28.02.56,USA
894,,,Harvey Glance,,28.03.57,USA
895,17.0,1:21.31,Mississippi State Universi,1h1,Philadelphia,29.04.2005
896,,,Steve Mullings,,29.11.82,JAM
897,,,Jamel Ashley,,17.04.79,USA
898,,,Arthur Davis,,11.11.83,USA
899,,,LaChristopher Lewis,,28.10.82,USA
900,17.0,1:21.31,Louisiana State University,1,Philadelphia,29.04.2006
901,,,Melville Rogers,,22.11.84,SKN
902,,,Xavier Carter,,08.12.85,USA
903,,,Marvin Stevenson,,26.09.84,USA
904,,,Kelly Willie,,07.09.82,USA
905,17.0,1:21.31,Star Athletics,1,Praire View,27.03.2021
906,,,Javon Francis,,14.12.94,JAM
907,,,Justin Gatlin,,10.02.82,USA
908,,,Isiah Young,,05.01.90,USA
909,,,Emmanuel Matadi,,15.04.91,LBR
910,17.0,1:21.31,Jiangsu Province,4,Xi'an,23.09.2021
911,,,Yang Yang,,13.10.93,CHN
912,,,Sheng Chao,,20.05.96,CHN
913,,,Zhang Sai,,05.07.02,CHN
914,,,Suo Gaofei,,19.04.01,CHN
915,18.0,1:21.32,Ukraine,1,Portsmouth,05.06.1993
916,,,Dmitriy Vanyaikin,,14.01.66,UKR
917,,,Oleg Tverdokhleb,,03.11.69,UKR
918,,,Igor Streltsov,,01.05.65,UKR
919,,,Vladislav Dologodin,,23.02.72,UKR
920,18.0,1:21.34,Florida Clippers,2rA,Philadelphia,27.04.1991
921,,,Clifton Campbell,,18.06.67,USA
922,,,Clarence Daniel,,11.06.61,USA
923,,,Boris Goins,,07.04.67,USA
924,,,Tony Dees,,06.08.63,USA
925,18.0,1:21.34,Mississippi State Universi,1,Tuscaloosa,20.03.2005
926,,,Steve Mullings,,29.11.82,JAM
927,,,Jamel Ashley,,17.04.79,USA
928,,,Arthur Davis,,11.11.83,USA
929,,,LaChristopher Lewis,,28.10.82,USA
930,18.0,1:21.34,GW Express,2r1,Gainesville,02.04.2011
931,,,,,,USA
932,,,,,,USA
933,,,,,,USA
934,,,,,,USA
935,18.0,1:21.35,University of Florida,2,Austin,29.03.2014
936,,,Najee Glass,,12.06.94,USA
937,,,Hugh Graham,,10.10.92,JAM
938,,,Arman Hall,,14.02.94,USA
939,,,Dedric Dukes,,04.02.92,USA
940,18.0,1:21.35,United States,1h2,Nassau,24.05.2014
941,,,Maurice Mitchell,,22.12.89,USA
942,,,Curtis Mitchell,,11.03.89,USA
943,,,Isiah Young,,05.01.90,USA
944,,,Wallace Spearmon,(21.2),24.12.84,USA
945,19.0,1:21.36,Stars & Stripes Track Club,1,Tempe,04.04.1987
946,,,Marty Krulee,,04.11.56,USA
947,,,Albert Jones,,08.10.62,USA
948,,,Gregg Holmes,,04.07.55,USA
949,,,Harvey McSwain,,10.03.63,USA
950,19.0,1:21.36,Wallace State Community Co,1,Gainesville,28.03.1997
951,,,,,,USA
952,,,,,,USA
953,,,,,,USA
954,,,,,,USA
955,19.0,1:21.36,Fujian Province,5,Xi'an,23.09.2021
956,,,Su Jianqing,,21.10.00,CHN
957,,,Liu Zeyan,,28.09.99,CHN
958,,,Xiao Yuanpeng,,29.08.00,CHN
959,,,Tang Xingqiang,,11.08.95,CHN
960,19.0,1:21.37,Angels Flight Striders,2,Modesto,17.05.1980
961,,,Clancy Edwards,,09.08.55,USA
962,,,Donald Quarrie,,25.02.51,JAM
963,,,Michael Simmons,,21.12.56,USA
964,,,Colin Bradford,,30.05.55,JAM
965,19.0,1:21.37,World Express,1r2,Gainesville,06.04.2007
966,,,,,,USA
967,,,,,,USA
968,,,,,,USA
969,,,,,,USA
970,19.0,1:21.38,Florida Clippers,1,Tempe,07.04.1990
971,,,Lorenzo Daniel,,23.03.66,USA
972,,,Brian Cooper,,21.08.65,USA
973,,,Clarence Daniel,,11.06.61,USA
974,,,Tony Dees,,06.08.63,USA
975,19.0,1:21.38,Texas A&M University,2r1,Philadelphia,28.04.1990
976,,,Andre Cason,,20.01.69,USA
977,,,Derrick Florence,,19.06.68,USA
978,,,Howard Davis,,27.04.67,JAM
979,,,Steve Lofton,,26.11.68,USA
980,19.0,1:21.39,North Carolina State Unive,1,Philadelphia,30.04.1983
981,,,Auguston Young,,19.09.61,JAM
982,,,Alston Glenn,,19.04.63,USA
983,,,Jake Howard,,27.05.63,USA
984,,,Harvey McSwain,,10.03.63,USA
985,19.0,1:21.39,Trinidad & Tobago,4,Nassau,23.04.2017
986,,,Moriba Morain,,08.10.92,TTO
987,,,Dan-Neil Telesford,,09.09.90,TTO
988,,,Kyle Greaux,,26.04.88,TTO
989,,,Emmanuel Callender,,10.05.84,TTO
990,19.0,1:21.39,University of Houston,1,Prairie View,23.03.2019
991,,,Nicholas Alexander,,17.10.98,USA
992,,,Mario Burke,,18.03.97,BAR
993,,,Obi Igbokwe,,28.01.97,USA
994,,,Khamari Montgomery,,16.08.97,USA
995,20.0,1:21.4,North Carolina Central Uni,1,Philadelphia,29.04.1972
996,,,Jeff Horsley,,51,USA
997,,,Melvin Basset,,24.03.50,USA
998,,,Julius Sang,,19.09.48,KEN
999,,,Larry Black,,20.07.51,USA
1000,20.0,1:21.4,Arizona State University,1,Philadelphia,30.04.1977
1001,,,Gary Burl,,14.04.54,USA
1002,,,Tony Darden,,02.09.57,USA
1003,,,Gerald Burl,,21.02.56,USA
1004,,,Herman Frazier,,29.10.54,USA
1005,20.0,1:21.4y,University of Southern Cal,1,San José,25.03.1978
1006,,,Joel Andrews,,17.10.56,USA
1007,,,James Sanford,,27.12.57,USA
1008,,,Billy Mullins,,01.02.58,USA
1009,,,Clancy Edwards,,09.08.55,USA
1010,20.0,1:21.4,University of Oklahama,2,Austin,07.04.1984
1011,,,Aubrey Jones,,26.12.63,USA
1012,,,Terry McConico,,29.09.65,USA
1013,,,Donald Bly,,25.05.62,USA
1014,,,Dannie Carter,,27.12.60,USA
1015,20.0,1:21.40,University of Missouri,1,Des Moines,29.04.1988
1016,,,Iziak Adeyanju,,24.02.59,NGR
1017,,,Rob Collier,,01.07.68,USA
1018,,,Peter Ifeduba,,05.06.69,NGR
1019,,,Victor Edet,,24.02.66,NGR
1020,20.0,1:21.40,Southan Cal Cheetahs,2,Tempe,07.04.1990
1021,,,,,,USA
1022,,,,,,USA
1023,,,,,,USA
1024,,,Larry Myricks,(19.6),10.03.56,USA
1025,20.0,1:21.41,Southern Methodist Univers,2,Philadelphia,26.04.1986
1026,,,Roderick Jones,,,USA
1027,,,Kevin Robinzine,,12.04.66,USA
1028,,,Gary Satterwhite,,07.05.67,USA
1029,,,Roy Martin,,25.12.66,USA
1030,20.0,1:21.41,France,2h1,Nassau,03.05.2015
1031,,,Pierre Vincent,,20.02.92,FRA
1032,,,Teddy Tinmar,,30.03.87,FRA
1033,,,Pierre-Alexis Pessonneaux,,25.11.87,FRA
1034,,,Ben Bassaw,,09.07.89,FRA
1035,20.0,1:21.42,Gainesville All-Stars - A,1,Gainesville,27.03.2004
1036,,,,,,USA
1037,,,,,,USA
1038,,,,,,USA
1039,,,,,,USA
1040,20.0,1:21.43,Politab Sports,2,Tempe,06.04.1985
1041,,,Greg Moore,,08.11.59,USA
1042,,,Harvey Glance,,28.03.57,USA
1043,,,Carl Meylor,,13.09.60,JAM
1044,,,Brady Crain,,08.08.56,USA
1045,20.0,1:21.43,Texas Christian University,1,Austin,08.04.1988
1046,,,Roscoe Tatum,,13.02.66,USA
1047,,,Greg Sholars,,08.02.66,USA
1048,,,Tony Allen,,21.06.67,USA
1049,,,Raymond Stewart,,18.03.65,JAM
1050,20.0,1:21.43,United States - Blue,2rA,Philadelphia,26.04.2003
1051,,,Coby Miller,,19.10.76,USA
1052,,,Kenny Brokenburr,,29.10.68,USA
1053,,,Bernard Williams,,19.01.78,USA
1054,,,Joshua Johnson,,10.05.76,USA
1055,21.0,1:21.44,Southern Illinois Universi,1,Des Moines,27.04.1984
1056,,,Parry Duncan,,19.05.61,USA
1057,,,Tony Adams,,18.03.62,USA
1058,,,Elvis Forde,,18.11.59,BAR
1059,,,Michael Franks,,23.09.63,USA
1060,21.0,1:21.44,Mississippi State Universi,1,Tallahassee,16.03.1985
1061,,,Wayne Banks,,65,USA
1062,,,Yura Bryant,,,USA
1063,,,Lorenzo Daniel,,23.03.66,USA
1064,,,Ronnie Dennis,,24.10.64,USA
1065,21.0,1:21.44,Texas A&M University,2,Walnut,27.04.1986
1066,,,Lawrence Felton,,21.02.67,USA
1067,,,Floyd Heard,,24.03.66,USA
1068,,,Archie Roberts,,,USA
1069,,,Stanley Kerr,,19.06.67,USA
1070,21.0,1:21.44,Auburn University,1,Gainesville,28.03.1987
1071,,,Tim Martin,,27.12.65,USA
1072,,,Alex Huntley,,,USA
1073,,,Daron Council,,26.12.64,USA
1074,,,Clifton Campbell,,18.06.67,USA
1075,21.0,1:21.44,University of Houston,2r1,Austin,26.03.2022
1076,,,Nicholas Alexander,,17.10.98,USA
1077,,,Jordan Booker,,07.09.99,USA
1078,,,Edward Sumler,,06.07.00,USA
1079,,,Shaun Maswanganyi,,01.02.01,RSA
1080,21.0,1:21.45,Blinn College,1,Tempe,02.04.1994
1081,,,Tim Montgomery,,28.01.75,USA
1082,,,Brian Lewis,,05.12.74,USA
1083,,,Ricardo Greenidge,,12.02.71,CAN
1084,,,Duane Hill,,09.01.73,USA
1085,21.0,1:21.45,Michael Johnson relay,1,Berlin,31.08.2001
1086,,,Jerome Davis,,22.08.77,USA
1087,,,Leonard Byrd,,17.03.75,USA
1088,,,Derrick Brew,,28.12.77,USA
1089,,,Michael Johnson,,13.09.67,USA
1090,21.0,1:21.45,France,2h1,Nassau,24.05.2014
1091,,,Christophe Lemaitre,,11.06.90,FRA
1092,,,Yannick Fonsat,,16.06.88,FRA
1093,,,Ben Bassaw,(20.3),09.07.89,FRA
1094,,,Ken Romain,(20.4),17.04.93,FRA
1095,21.0,1:21.45,Jamaica,2rA,Philadelphia,25.04.2015
1096,,,Jermaine Brown,,04.07.91,JAM
1097,,,Rasheed Dwyer,,29.01.89,JAM
1098,,,Jason Livermore,,25.04.88,JAM
1099,,,Oshane Bailey,,09.08.89,JAM
1100,22.0,1:21.46,University of Southern Cal,1,Palo Alto,22.03.1980
1101,,,Billy Mullins,,01.02.58,USA
1102,,,James Sanford,,27.12.57,USA
1103,,,Rod Bethany,,13.03.60,USA
1104,,,Bill Green,,01.05.61,USA
1105,22.0,1:21.46,Florida Clippers,1,Gainesville,31.03.1990
1106,,,Lorenzo Daniel,,23.03.66,USA
1107,,,Brian Cooper,,21.08.65,USA
1108,,,Clarence Daniel,,11.06.61,USA
1109,,,Tony Dees,,06.08.63,USA
