,0,1,2,3,4,5,6
0,1,17.39,Aleksandr Leonov,BLR,07.02.62,Volgograd,12.02.1988
1,2,17.37,Lyukman Adams,RUS,12.06.88,Sopot,09.03.2014
2,3,17.27,Nikolay Raev,BUL,19.01.71,Toronto,13.03.1993
