,0,1,2,3,4,5,6
0,1,31.95,Jerome Young,USA,14.08.76,Sevilla,26.08.1999
1,2,32.72,Calvin Harrison,USA,20.01.74,Sacramento,15.07.2004
2,3,32.78,Antonio Pettigrew,USA,03.11.67,Athínai,05.08.1997
