,0,1,2,3,4,5,6
0,1,21.39,Viktoriya Pavlysh,UKR,15.01.69,Maebashi,06.03.1999
1,2,21.23,Nadezhda Ostapchuk,BLR,12.10.80,Mogilyov,12.02.2010
2,3,20.91,Viktoriya Pavlysh,UKR,15.01.69,Maebashi,06.03.1999
3,4,20.72,Viktoriya Pavlysh,UKR,15.01.69,Maebashi,06.03.1999
4,5,20.68,Viktoriya Pavlysh,UKR,15.01.69,Maebashi,06.03.1999
5,5,20.68,Nadezhda Ostapchuk,BLR,12.10.80,Ad-Dawhah,14.03.2010
6,7,20.59,Nadezhda Ostapchuk,BLR,12.10.80,Zürich,18.08.2010
7,8,20.39,Viktoriya Pavlysh,UKR,15.01.69,Budapest,05.03.2004
8,9,20.37,Nadezhda Ostapchuk,BLR,12.10.80,Mogilyov,10.02.2012
9,10,20.26,Viktoriya Pavlysh,UKR,15.01.69,Maebashi,06.03.1999
10,11,20.24,Nadezhda Ostapchuk,BLR,12.10.80,Ad-Dawhah,14.03.2010
11,12,20.23,Nadezhda Ostapchuk,BLR,12.10.80,Mogilyov,22.08.2008
12,13,20.2,Nadezhda Ostapchuk,BLR,12.10.80,Mogilyov,10.02.2012
13,13,20.2,Nadezhda Ostapchuk,BLR,12.10.80,Istanbul,10.03.2012
14,15,20.18,Irina Korzhanenko,RUS,16.05.74,Maebashi,06.03.1999
15,16,20.12,Nadezhda Ostapchuk,BLR,12.10.80,Istanbul,10.03.2012
16,17,20.08,Nadezhda Ostapchuk,BLR,12.10.80,Zürich,18.08.2010
17,18,20.03,Nadezhda Ostapchuk,BLR,12.10.80,Zürich,18.08.2010
18,19,20.02,Nadezhda Ostapchuk,BLR,12.10.80,Zürich,18.08.2010
