,0,1,2,3,4,5,6
0,1,69.68,Maria Andrejczyk,POL,09.03.96,Split,09.05.2021
1,2,69.42,Osleidys Menéndez,CUB,14.11.79,Edmonton,06.08.2001
2,3,69.35,Mariya Abakumova,RUS,15.01.86,Elstal,25.08.2013
3,4,69.22,Barbora Spotáková,CZE,30.06.81,Beijing,21.08.2008
4,5,69.04,Mariya Abakumova,RUS,15.01.86,Berlin,01.09.2013
5,6,68.95,Christina Obergföll,GER,22.08.81,Zürich,08.09.2011
6,7,68.82,Mariya Abakumova,RUS,15.01.86,Berlin,01.09.2013
7,8,68.8,Barbora Spotáková,CZE,30.06.81,Daegu,02.09.2011
8,9,68.72,Barbora Spotáková,CZE,30.06.81,New York City,09.06.2012
9,10,68.64,Barbora Spotáková,CZE,30.06.81,Daegu,02.09.2011
10,11,68.6,Osleidys Menéndez,CUB,14.11.79,Athínai,27.08.2004
11,12,68.22,Mariya Abakumova,RUS,15.01.86,Elstal,25.08.2013
12,13,68.14,Kathryn Mitchell,AUS,10.07.82,Gold Coast,11.04.2018
13,14,67.9,Barbora Spotáková,CZE,30.06.81,Daegu,02.09.2011
14,15,67.72,Christina Obergföll,GER,22.08.81,Halle,19.05.2007
15,16,67.61,Trine Hattestad,NOR,18.04.66,Fana,28.07.1999
16,17,67.51,Miréla Manjani,GRE,21.12.76,Sydney,30.09.2000
17,18,67.22,Sunette Viljoen,RSA,06.10.83,Zürich,08.09.2011
18,19,67.19,Barbora Spotáková,CZE,30.06.81,Lausanne,23.08.2012
19,20,67.12,Barbora Spotáková,CZE,30.06.81,Daegu,02.09.2011
20,21,67.04,Trine Hattestad,NOR,18.04.66,Fana,28.07.1999
21,21,67.04,Barbora Spotáková,CZE,30.06.81,Beijing,21.08.2008
22,23,66.96,Sunette Viljoen,RSA,06.10.83,Zürich,08.09.2011
23,24,66.91,Mariya Abakumova,RUS,15.01.86,Zürich,29.08.2013
24,25,66.9,Barbora Spotáková,CZE,30.06.81,London,09.08.2012
25,26,66.88,Barbora Spotáková,CZE,30.06.81,London,09.08.2012
26,27,66.84,Barbora Spotáková,CZE,30.06.81,Ostrava,25.05.2012
27,28,66.83,Osleidys Menéndez,CUB,14.11.79,Tartu,19.06.2001
28,29,66.8,Barbora Spotáková,CZE,30.06.81,Daegu,02.09.2011
29,30,66.79,Sara Kolak,CRO,22.06.95,London,09.07.2017
30,31,66.73,Christina Obergföll,GER,22.08.81,Halle,23.05.2009
31,32,66.7,Osleidys Menéndez,CUB,14.11.79,Edmonton,06.08.2001
32,33,66.66,Barbora Spotáková,CZE,30.06.81,Monaco,18.07.2014
33,34,66.65,Sara Kolak,CRO,22.06.95,Lausanne,06.07.2017
34,35,66.64,Trine Hattestad,NOR,18.04.66,Berlin,01.09.2000
35,36,66.6,Sunette Viljoen,RSA,06.10.83,New York City,09.06.2012
36,37,66.58,Osleidys Menéndez,CUB,14.11.79,Huelva,08.08.2004
37,38,66.57,Christina Obergföll,GER,22.08.81,Halle,19.05.2007
38,39,66.56,Osleidys Menéndez,CUB,14.11.79,Edmonton,06.08.2001
39,40,66.51,Mariya Abakumova,RUS,15.01.86,Berlin,01.09.2013
40,41,66.5,Lyu Huihui,CHN,26.06.89,Shenyang,02.08.2019
41,42,66.44,Miréla Manjani,GRE,21.12.76,Sevilla,28.08.1999
42,43,66.4,Barbora Spotáková,CZE,30.06.81,Osaka,31.08.2007
43,43,66.4,Barbora Spotáková,CZE,30.06.81,Monaco,22.07.2011
44,45,66.38,Barbora Spotáková,CZE,30.06.81,Roma,05.06.2014
45,45,66.38,Lyu Huihui,CHN,26.06.89,Guiyang,16.06.2018
