,0,1,2,3,4,5,6,7,8
0,1,9.75,2.4,Tyson Gay,USA,09.08.82,s2,Des Moines,21.06.2013
1,2,9.89,2.4,Tim Montgomery,USA,28.01.75,,Palo Alto,22.06.2002
2,3,9.9,3.7,Ben Johnson,CAN,30.12.61,,Ottawa,06.08.1988
3,4,9.92,3.7,Tim Montgomery,USA,28.01.75,,Eugene,27.05.2001
4,5,9.95,3.1,Tim Montgomery,USA,28.01.75,,Eugene,22.06.2001
5,5,9.95,2.7,Dwain Chambers,GBR,05.04.78,,Sheffield,30.06.2002
6,7,9.96,2.7,Tim Montgomery,USA,28.01.75,r2,Modesto,12.05.2001
7,8,9.97,2.3,Dennis Mitchell,USA,20.02.66,,Eugene,25.06.1999
8,8,9.97,3.5,Tim Montgomery,USA,28.01.75,,Eugene,26.05.2002
9,10,10.0,3.7,Desai Williams,CAN,12.06.59,,Ottawa,06.08.1988
10,10,10.0,2.3,Justin Gatlin,USA,10.02.82,r1,Knoxville,12.04.2002
11,12,10.01,5.5,Ben Johnson,CAN,30.12.61,,Winnipeg,30.06.1984
12,13,10.02,2.3,Ben Johnson,CAN,30.12.61,,Ottawa,03.08.1985
13,13,10.02,2.4,Tim Montgomery,USA,28.01.75,s1,Eugene,22.06.2001
14,15,10.05,5.9,Ben Johnson,CAN,30.12.61,,Brisbane,04.10.1982
15,16,10.06,3.8,Steve Mullings,JAM,29.11.82,r1,Starkville,02.04.2005
16,16,10.06,2.5,Steve Mullings,JAM,29.11.82,r1,Austin,09.04.2005
17,18,10.09,5.5,Tony Sharpe,CAN,28.06.61,,Winnipeg,30.06.1984
18,18,10.09,3.2,Dennis Mitchell,USA,20.02.66,r2,Modesto,08.05.1999
