,0,1,2,3,4,5,6,7,8
0,1,9.96,1.7,Tim Montgomery,USA,28.01.75,1,Odessa,21.05.1994
1,2,9.98,1.7,Daniel Effiong,NGR,17.06.72,2,Odessa,21.05.1994
2,3,10.03,1.7,Warren Johnson,JAM,07.11.73,3,Odessa,21.05.1994
