,0,1,2,3,4,5,6,7,8
0,1,9.68,4.1,Tyson Gay,USA,09.08.82,1,Eugene,29.06.2008
1,2,9.69A,5.7,Obadele Thompson,BAR,30.03.76,1,El Paso,13.04.1996
2,2,9.69,4.8,Andre De Grasse,CAN,10.11.94,1,Stockholm,18.06.2017
3,4,9.72,2.1,Asafa Powell,JAM,23.11.82,1,Oslo,04.06.2010
4,5,9.74,,Richard Thompson,TTO,07.06.85,1r1,Clermont,31.05.2014
5,5,9.74,2.9,Andre De Grasse,CAN,10.11.94,1,Eugene,21.08.2021
6,7,9.75,3.4,Tyson Gay,USA,09.08.82,1h1,Eugene,25.06.2009
7,7,9.75,2.6,Asafa Powell,JAM,23.11.82,1h2,Ad-Dawhah,14.05.2010
8,7,9.75,4.3,Darvis Patton,USA,04.12.77,1r2,Austin,30.03.2013
9,7,9.75,2.7,Andre De Grasse,CAN,10.11.94,1,Eugene,12.06.2015
10,7,9.75,2.1,Trayvon Bromell,USA,10.07.95,1r1,Jacksonville,30.04.2022
11,12,9.76A,6.1,Churandy Martina,AHO,03.07.84,1,El Paso,13.05.2006
12,12,9.76,2.2,Tyson Gay,USA,09.08.82,1,New York City,02.06.2007
13,12,9.76,2.7,Justin Gatlin,USA,10.02.82,1,Eugene,31.05.2014
14,12,9.76,3.7,Trayvon Bromell,USA,10.07.95,1s1,Eugene,26.06.2015
15,16,9.77,2.1,Usain Bolt,JAM,21.08.86,1rA,Ostrava,17.06.2009
16,16,9.77,4.2,Trayvon Bromell,USA,10.07.95,1,Lubbock,18.05.2014
17,18,9.78,5.2,Carl Lewis,USA,01.07.61,1,Indianapolis,16.07.1988
18,18,9.78,3.7,Maurice Greene,USA,23.07.74,1,Palo Alto,31.05.2004
19,18,9.78,2.4,Ronnie Baker,USA,15.10.93,1,Eugene,26.05.2018
20,18,9.78,2.9,Fred Kerley,USA,07.05.95,2,Eugene,21.08.2021
21,18,9.78A,2.3,Ferdinand Omanyala,KEN,02.01.96,1rA,Gaborone,29.04.2023
22,18,9.78,4.4,Christian Coleman,USA,06.03.96,1r1,Devonshire,21.06.2023
23,24,9.79,4.5,Andre Cason,USA,20.01.69,1s1,Eugene,16.06.1993
