,0,1,2,3,4,5,6,7,8
0,1,9.89,1.7,Arthur Gue Cissé,CIV,29.12.96,1,Konya,10.08.2022
1,2,9.91,0.1,Arthur Gue Cissé,CIV,29.12.96,1s3,Konya,10.08.2022
2,3,9.95,1.7,Abdullah Abkar Mohammed,KSA,01.06.97,2,Konya,10.08.2022
3,4,9.96,-0.2,Abdullah Abkar Mohammed,KSA,01.06.97,1s1,Konya,10.08.2022
4,5,9.98,1.1,Tosin Ogunode,QAT,02.03.94,1h3,Konya,08.08.2022
5,6,9.99,1.7,Emre Zafer Barnes,TUR,07.11.88,3,Konya,10.08.2022
6,6,9.99,1.7,Barakat Al-Harthi,OMA,15.06.88,4,Konya,10.08.2022
7,8,10.02,1.3,Emre Zafer Barnes,TUR,07.11.88,1h2,Konya,08.08.2022
8,8,10.02,1.7,Hassan Taftian,IRI,04.05.93,5,Konya,10.08.2022
9,10,10.04,1.1,Abdou Addou Barka,BRN,28.02.01,2h3,Konya,08.08.2022
10,11,10.05,-0.2,Hassan Taftian,IRI,04.05.93,2s1,Konya,10.08.2022
11,11,10.05,2.0,André Domingos da Silva,BRA,26.11.72,1,Americana,10.05.1997
12,13,10.06,1.3,Abdullah Abkar Mohammed,KSA,01.06.97,2h2,Konya,08.08.2022
13,13,10.06,1.1,Jak Ali Harvey,TUR,04.05.89,3h3,Konya,08.08.2022
14,13,10.06,0.1,Imran Rahman,BAN,05.07.93,2s3,Konya,10.08.2022
15,16,10.08,2.0,Claudinei Quirino da Silva,BRA,19.11.70,2,Americana,10.05.1997
16,17,10.09,0.7,Abdou Addou Barka,BRN,28.02.01,1s2,Konya,10.08.2022
17,17,10.09,0.1,Barakat Al-Harthi,OMA,15.06.88,3s3,Konya,10.08.2022
