,0,1,2,3,4,5,6,7,8,9
0,1,6.2,,Yunier Pérez,CUB,16.02.85,1s,La,Habana,18.02.2010
1,1,6.2,1.7,Yunier Pérez,CUB,16.02.85,1,La,Habana,18.02.2010
2,1,6.2,1.7,David Lescay,CUB,19.02.89,2,La,Habana,18.02.2010
3,1,6.2,1.7,Michael Herrera,CUB,05.06.85,3,La,Habana,18.02.2010
