,0,1,2,3,4,5,6,7,8
0,1,15.67,+0.7,Yulimar Rojas,VEN,21.10.95,1,Tokyo,01.08.2021
1,2,15.52*,+0.6,Yulimar Rojas,VEN,21.10.95,,Lausanne,26.08.2021
2,3,15.50,+0.9,Inessa Kravets,UKR,05.10.66,1,Göteborg,10.08.1995
3,4,15.48,+0.3,Yulimar Rojas,VEN,21.10.95,1,Zürich,09.09.2021
4,5,15.47,+1.9,Yulimar Rojas,VEN,21.10.95,1,Eugene,18.07.2022
5,6,15.43,+0.7,Yulimar Rojas,VEN,21.10.95,1,Andújar,22.05.2021
6,7,15.41,+1.5,Yulimar Rojas,VEN,21.10.95,1,Andújar,06.09.2019
7,8,15.39,+0.5,Françoise Mbango Etone,CMR,14.04.76,1,Beijing,17.08.2008
8,9,15.37,-0.6,Yulimar Rojas,VEN,21.10.95,1,Ad-Dawhah,05.10.2019
9,10,15.34,-0.5,Tatyana Lebedeva,RUS,21.07.76,1,Iráklio,04.07.2004
10,11,15.33,-0.1,Inessa Kravets,UKR,05.10.66,1,Atlanta,31.07.1996
11,11,15.33,+1.2,Tatyana Lebedeva,RUS,21.07.76,1,Lausanne,06.07.2004
12,13,15.32,+0.5,Tatyana Lebedeva,RUS,21.07.76,1,Yokohama,09.09.2000
13,13,15.32,+0.9,Hrysopiyí Devetzí,GRE,02.01.76,q,Athínai,21.08.2004
14,15,15.31,±0.0,Caterine Ibargüen,COL,12.02.84,1,Monaco,18.07.2014
15,15,15.31,-0.2,Yulimar Rojas,VEN,21.10.95,1,Lausanne,26.08.2022
16,17,15.30,+0.6,Françoise Mbango Etone,CMR,14.04.76,1,Athínai,23.08.2004
17,18,15.29,+0.3,Yamilé Aldama,CUB,14.08.72,1,Roma,11.07.2003
18,19,15.28,+0.3,Yamilé Aldama,SUD,14.08.72,1,Linz,02.08.2004
19,19,15.28,+0.9,Yargeris Savigne,CUB,13.11.84,1,Osaka,31.08.2007
20,19,15.28,-0.2,Yulimar Rojas,VEN,21.10.95,1,Zürich,08.09.2022
21,22,15.27,+1.3,Yamilé Aldama,CUB,14.08.72,1,London,08.08.2003
22,23,15.25,-0.8,Tatyana Lebedeva,RUS,21.07.76,1,Edmonton,10.08.2001
23,23,15.25,-0.1,Hrysopiyí Devetzí,GRE,02.01.76,2,Athínai,23.08.2004
24,23,15.25,+1.7,Olga Rypakova,KAZ,30.11.84,1,Split,04.09.2010
25,26,15.23,+0.8,Tatyana Lebedeva,RUS,21.07.76,1,Réthymno,23.06.2004
26,26,15.23,+0.6,Tatyana Lebedeva,RUS,21.07.76,1,Athínai,03.07.2006
27,28,15.21,+1.2,Yamilé Aldama,SUD,14.08.72,2,Réthymno,23.06.2004
28,29,15.20,±0.0,Sárka Kaspárková,CZE,20.05.71,1,Athínai,04.08.1997
29,29,15.20,-0.3,Tereza Marinova,BUL,05.09.77,1,Sydney,24.09.2000
30,29,15.20,+1.3,Yargeris Savigne,CUB,13.11.84,1,Réthymno,14.07.2008
31,32,15.19,+0.5,Tatyana Lebedeva,RUS,21.07.76,1,Lausanne,11.07.2006
32,32,15.19,+1.4,Yulimar Rojas,VEN,21.10.95,*,Madrid,19.06.2021
33,34,15.18,+0.3,Iva Prandzheva,BUL,15.02.72,2,Göteborg,10.08.1995
34,34,15.18,-0.2,Tatyana Lebedeva,RUS,21.07.76,1,Saint-Denis,26.08.2003
35,36,15.17,+0.4,Caterine Ibargüen,COL,12.02.84,1,Rio de Janeiro,14.08.2016
36,37,15.16,+0.1,Rodica Mateescu,ROU,13.03.71,2,Athínai,04.08.1997
37,37,15.16,+0.7,Trecia Smith,JAM,05.11.75,2,Linz,02.08.2004
38,39,15.15,+1.7,Ashia Hansen,GBR,05.12.71,1,Fukuoka,13.09.1997
39,39,15.15,+1.4,Tatyana Lebedeva,RUS,21.07.76,1,Göteborg,09.08.2006
40,39,15.15,+1.5,Yargeris Savigne,CUB,13.11.84,1,Thessaloníki,09.07.2008
41,39,15.15,+2.0,Yulimar Rojas,VEN,21.10.95,1,Ad-Dawhah,28.05.2021
42,43,15.14,-0.1,Rodica Mateescu,ROU,13.03.71,1,Bucuresti,14.06.1997
43,43,15.14,+0.3,Tatyana Lebedeva,RUS,21.07.76,1,Bruxelles,05.09.2003
44,43,15.14,+0.7,Tatyana Lebedeva,RUS,21.07.76,3,Athínai,23.08.2004
45,43,15.14,+0.8,Tatyana Lebedeva,RUS,21.07.76,1,Athínai,02.07.2007
46,43,15.14,+1.9,Nadezhda Alekhina,RUS,22.09.78,1,Cheboksary,26.07.2009
47,43,15.14,+2.0,Yulimar Rojas,VEN,21.10.95,1,Ibiza,08.05.2021
48,49,15.13,+0.1,Tatyana Lebedeva,RUS,21.07.76,1,Monaco,13.09.2003
49,49,15.13,+1.4,Tatyana Lebedeva,RUS,21.07.76,1,Athínai,16.09.2006
50,51,15.12,+2.0,Iva Prandzheva,BUL,15.02.72,1,Tokyo,19.09.1998
51,51,15.12,-0.9,Tatyana Lebedeva,RUS,21.07.76,1,Saint-Denis,04.07.2003
52,51,15.12,±0.0,Yulimar Rojas,VEN,21.10.95,2,Monaco,09.07.2021
53,54,15.11,+0.1,Yamilé Aldama,CUB,14.08.72,2,Oslo,27.06.2003
54,54,15.11,-0.2,Tatyana Lebedeva,RUS,21.07.76,1,Saint-Denis,01.07.2005
55,54,15.11,+0.8,Trecia Smith,JAM,05.11.75,1,Helsinki,07.08.2005
56,54,15.11,+0.3,Olga Rypakova,KAZ,30.11.84,2,Beijing,17.08.2008
57,54,15.11,+0.6,Yulimar Rojas,VEN,21.10.95,1,Lima,09.08.2019
58,59,15.10,+0.4,Tatyana Lebedeva,RUS,21.07.76,1,Monaco,25.07.2007
59,60,15.09,+0.5,Ana Biryukova,RUS,27.09.67,1,Stuttgart,21.08.1993
60,60,15.09,-0.5,Inna Lasovskaya,RUS,17.12.69,1,Valencia,31.05.1997
61,60,15.09,+2.0,Yargeris Savigne,CUB,13.11.84,1,Alcalá de Henares,07.07.2007
62,60,15.09,-0.5,Hrysopiyí Devetzí,GRE,02.01.76,q,Osaka,29.08.2007
63,60,15.09,+0.2,Yargeris Savigne,CUB,13.11.84,1,Monaco,22.07.2010
64,65,15.08,+1.4,Ana Biryukova,RUS,27.09.67,3,Göteborg,10.08.1995
65,65,15.08,+0.7,Inna Lasovskaya,RUS,17.12.69,1,Madrid,12.06.1996
66,65,15.08,+0.3,Yamilé Aldama,CUB,14.08.72,2,Saint-Denis,04.07.2003
67,68,15.07,-0.6,Paraskeví Tsiamíta,GRE,10.03.72,q,Sevilla,22.08.1999
68,68,15.07,+0.8,Tatyana Lebedeva,RUS,21.07.76,2,Osaka,31.08.2007
69,70,15.06,+1.1,Yulimar Rojas,VEN,21.10.95,1,Huelva,20.06.2019
70,71,15.05,-0.7,Françoise Mbango Etone,CMR,14.04.76,2,Saint-Denis,26.08.2003
71,71,15.05,+0.9,Tatyana Lebedeva,RUS,21.07.76,1,Lausanne,05.07.2005
72,71,15.05,+0.2,Trecia Smith,JAM,05.11.75,1,Helsinki,26.07.2006
73,71,15.05,+0.9,Hrysopiyí Devetzí,GRE,02.01.76,2,Göteborg,09.08.2006
74,71,15.05,+0.1,Yargeris Savigne,CUB,13.11.84,3,Beijing,17.08.2008
75,71,15.05,-0.7,Yulimar Rojas,VEN,21.10.95,1,Paris,24.08.2019
76,77,15.04,+0.9,Iva Prandzheva,BUL,15.02.72,1,Sofia,17.06.2000
77,77,15.04,+0.3,Hrysopiyí Devetzí,GRE,02.01.76,2,Athínai,16.09.2006
78,77,15.04,+1.7,Yekaterina Koneva,RUS,25.09.88,2,Eugene,30.05.2015
79,77,15.04,+1.5,Caterine Ibargüen,COL,12.02.84,1,Ad-Dawhah,06.05.2016
80,81,15.03,±0.0,Ana Biryukova,RUS,27.09.67,1,Zürich,16.08.1995
81,81,15.03,+1.3,Françoise Mbango Etone,CMR,14.04.76,1,Lappeenranta,03.08.2003
82,81,15.03,+1.9,Magdelin Martínez,ITA,10.02.76,1,Roma,26.06.2004
83,81,15.03,+0.6,Tatyana Lebedeva,RUS,21.07.76,1,Roma,08.07.2005
84,81,15.03,+1.1,Marija Sestak,SLO,17.04.79,4,Beijing,17.08.2008
85,86,15.02,+0.5,Trecia Smith,JAM,05.11.75,4,Athínai,23.08.2004
86,86,15.02,+1.3,Tatyana Lebedeva,RUS,21.07.76,1,Madrid,17.07.2006
87,86,15.02,+0.9,Anna Pyatykh,RUS,04.04.81,3,Göteborg,09.08.2006
88,86,15.02,+1.1,Yargeris Savigne,CUB,13.11.84,1,Villeneuve d'Ascq,27.06.2008
89,86,15.02,-0.4,Yulimar Rojas,VEN,21.10.95,1,Madrid,23.06.2016
90,86,15.02,+1.9,Maryna Bekh-Romanchuk,UKR,18.07.95,1,München,19.08.2022
91,92,15.01,+1.9,Rodica Mateescu,ROU,13.03.71,1,Villeneuve d'Ascq,11.07.1998
92,92,15.01,+1.1,Tatyana Lebedeva,RUS,21.07.76,1,Haniá,14.06.2000
93,92,15.01,±0.0,Françoise Mbango Etone,CMR,14.04.76,1,Monaco,19.09.2004
94,92,15.01,+1.0,Patrícia Mamona,POR,21.11.88,2,Tokyo,01.08.2021
95,92,15.01,-1.0,Yulimar Rojas,VEN,21.10.95,1,Monaco,10.08.2022
96,97,15.00,+1.3,Tatyana Lebedeva,RUS,21.07.76,2,Sydney,24.09.2000
97,97,15.00,±0.0,Yamilé Aldama,CUB,14.08.72,1,Ostrava,12.06.2003
98,97,15.00,+0.4,Yamilé Aldama,CUB,14.08.72,1,Tríkala,24.06.2003
99,97,15.00,+0.6,Tatyana Lebedeva,RUS,21.07.76,2,Tríkala,24.06.2003
100,97,15.00,+0.2,Yamilé Aldama,CUB,14.08.72,2,Bruxelles,05.09.2003
101,97,15.00,+1.2,Kène Ndoye,SEN,20.11.78,2,Iráklio,04.07.2004
102,97,15.00,+1.2,Tatyana Lebedeva,RUS,21.07.76,1,Torino,06.06.2006
103,97,15.00,+1.1,Yargeris Savigne,CUB,13.11.84,1,Athínai,13.07.2009
104,10,14.99,-0.2,Ana Biryukova,RUS,27.09.67,1,Monaco,09.09.1995
105,10,14.99,+0.7,Tatyana Lebedeva,RUS,21.07.76,2,London,08.08.2003
