,0,1,2,3,4,5,6,7,8
0,xxx,,,,,,,,
1,,1.0,3:32.88,Abdelati Iguider,MAR,25.03.87,1.0,Marseille,06.06.2015
2,,2.0,3:33.27,Fouad El Kaam,MAR,27.05.88,2.0,Marseille,06.06.2015
3,,3.0,3:33.34,Ilham Tanui Özbilen,TUR,05.03.90,3.0,Marseille,06.06.2015
4,,4.0,3:33.98,Eliah Kiptoo,KEN,09.06.86,4.0,Marseille,06.06.2015
5,,5.0,3:34.32,Benson Seurei,BRN,27.03.88,5.0,Marseille,06.06.2015
6,,6.0,3:34.68,Jonathan Sawe,KEN,22.05.95,6.0,Marseille,06.06.2015
7,,7.0,3:34.73,Aman Wote,ETH,18.04.84,7.0,Marseille,06.06.2015
8,,8.0,3:34.86,Johan Landsman,RSA,12.05.64,1.0,Cape Town,08.04.1991
9,,9.0,3:34.90,Bekele Gutema,ETH,94,8.0,Marseille,06.06.2015
10,,10.0,3:35.68,Gilbert Kwemboi,KEN,03.10.97,9.0,Marseille,06.06.2015
11,,11.0,3:35.81,Vincent Mutai,KEN,03.11.94,10.0,Marseille,06.06.2015
12,,12.0,3:36.2,Henryk Szordykowski,POL,03.06.44,1.0,Olsztyn,27.08.1969
13,,13.0,3:36.53,Samir Dahmani,FRA,03.04.91,11.0,Marseille,06.06.2015
14,,14.0,3:37.12,Adel Mechaal,ESP,05.12.90,12.0,Marseille,06.06.2015
