,0,1,2,3,4,5,6,7,8,9
0,1,9.91,0.1,Usain,Bolt,JAM,21.08.86,1rA,Manchester,17.05.2009
1,2,9.92,-0.3,Usain,Bolt,JAM,21.08.86,1,Berlin,20.08.2009
2,3,9.96,-0.9,Usain,Bolt,JAM,21.08.86,1,Beijing,20.08.2008
3,4,9.97,0.8,Usain,Bolt,JAM,21.08.86,1,Daegu,03.09.2011
4,5,10.0,0.4,Usain,Bolt,JAM,21.08.86,1,London,09.08.2012
5,6,10.03,1.3,Yohan,Blake,JAM,26.12.89,1,Manchester,17.05.2014
