,0,1,2,3,4,5,6,7
0,1,69.1,Daniel,Ståhl,SWE,27.08.92,Sollentuna,10.08.2020
1,2,68.02,Daniel,Ståhl,SWE,27.08.92,Berlin,08.08.2018
