,0,1,2,3,4,5
103,,,Andre J. Acosta,(4:02.5),13.04.88,USA
104,,,Matthew Centrowitz,(4:05.2),18.10.89,USA
105,22.0,16:15.2',Iowa State University,1,Des Moines,24.04.1981
106,,,Johnson Kiptanui Sirma,(4:06.6),22.08.58,KEN
107,,,Yobes Ondieki,(4:03.4),21.02.61,KEN
108,,,Richard Kaitany,(4:01.4),17.06.58,KEN
109,,,Bob Verbeeck,(3:58.1),05.08.60,BEL
110,23.0,16:15.40,Iona College,2,Philadelphia,29.04.2006
111,,,Stephen Chemlany,(4:07.1),09.08.82,KEN
112,,,Tim Bayley,(4:02.4),04.10.81,GBR
113,,,Sean Connolly,(4:05.9),03.08.82,IRL
114,,,Richard Kiplagat,(4:00.0),05.01.81,KEN
115,24.0,16:15.5,University of Tennessee,1,Knoxville,15.04.1977
116,,,Sam James,(4:03.8),08.08.58,USA
117,,,Keith Young,(4:07.5),,USA
118,,,John Wright,(4:02.7),19.04.56,USA
119,,,David Lapp,(4:01.5),,USA
120,25.0,16:15.70,Stanford University,1,Philadelphia,28.04.2001
121,,,Seth Hejny,,29.08.80,USA
122,,,Donald Sage,,05.10.81,USA
123,,,Jonathan Riley,(4:01.1),29.12.78,USA
124,,,Michael Stember,(4:03.6),30.01.78,USA
125,26.0,16:16.03,Michigan University,3,Philadelphia,29.04.2006
126,,,Justin Switzer,(4:07.2),21.11.86,USA
127,,,Rondell Ruff,(4:02.7),04.01.83,USA
128,,,Lex Williams,(4:06.8),21.03.87,USA
129,,,Mike Woods,(3:59.3),12.10.86,CAN
130,27.0,16:16.11,University of Arkansas,1,Philadelphia,25.04.2009
131,,,Alex McClary,(4:04.9),31.10.85,USA
132,,,Michael Chinchar,(4:05.3),01.08.88,USA
133,,,Dorian Ulrey,(4:03.2),11.07.87,USA
134,,,Andy McClary,(4:02.7),31.10.85,USA
135,28.0,16:16.2,Villanova University,2,Knoxville,15.04.1977
136,,,Mark Belger,(4:04.1),06.09.56,USA
137,,,John Burns,(4:07.6),,USA
138,,,Ed Takacs,(4:01.9),12.02.54,CAN
139,,,Phil Kane,(4:02.6),05.03.55,USA
140,29.0,16:16.22,University of Arkansas,1,Philadelphia,26.04.2003
141,,,Said Ahmed,(4:09.0),10.12.82,SOM
142,,,Daniel Lincoln,(3:58.4),22.10.80,USA
143,,,Chris Mulvaney,(4:05.5),25.05.81,GBR
144,,,Alistair Cragg,(4:03.3),13.06.80,RSA
145,30.0,16:16.7,Athletics West,1,Qanganui,15.01.1981
146,,,Marc Hunter,(4:02.6),05.03.56,USA
147,,,Stan Mavis,(4:07.2),26.02.55,USA
148,,,Tom Smith,(4:06.7),09.10.57,USA
149,,,Richie Harris,(4:00.2),04.03.59,USA
150,31.0,16:16.79,Princeton University,1,Philadelphia,28.04.2012
151,,,Michael Williams,(4:12.0),08.06.89,USA
152,,,Joe Stillin,(4:02.8),05.12.89,USA
153,,,Trevor Van Ackeren,(4:02.1),01.08.89,USA
154,,,Donald Cabral,(3:59.9),12.12.89,USA
155,32.0,16:17.05,Stanford University,2,Philadelphia,27.04.2002
156,,,Donald Sage,(4:05.9),05.10.81,USA
157,,,Grant Robison,(3:57.9),27.09.78,USA
158,,,Jonathan Riley,(4:03.4),29.12.78,USA
159,,,Gabe Jennings,(4:09.9),25.01.79,USA
160,33.0,16:17.35,University of Colorado,1,Des Moines,30.04.1983
161,,,Nick Carr,(4:06.1),,USA
162,,,Mick Bannister,(4:03.0),06.10.62,GBR
163,,,Gareth Brown,(3:59.3),29.12.61,GBR
164,,,Mark Scrutton,(4:03.3),14.04.60,GBR
165,34.0,16:17.4,Western Kentucky University,1,Des Moines,26.04.1975
166,,,Erwin Hartel,(4:07.5),28.07.51,GBR
167,,,Chris Riddler,(4:03.7),21.01.53,GBR
168,,,Tony Staynings,(4:05.5),21.07.53,GBR
169,,,Nick Rose,(4:00.7),30.12.51,GBR
170,35.0,16:17.45,University of Texas,1,Philadelphia,30.04.2022
171,,,Yusuf Bizimana,(4:06.66),06.09.00,GBR
172,,,Yaseen Abdalla,(4:05.74),13.08.01,USA
173,,,Brendan Hebert,(4:01.28),,USA
174,,,Crayton Carrozza,(4:03.78),26.08.99,USA
175,36.0,16:17.57,University of Oregon,1,Philadelphia,27.04.2013
176,,,Chris Brewer,(4:10.9),90,USA
177,,,Matt Miner,(3:59.9),12.04.90,USA
178,,,Jeramy Elkaim,(4:03.6),25.12.92,USA
179,,,Mac Fleet,(4:03.2),17.10.90,USA
180,37.0,16:17.86,Columbia University,2,Philadelphia,28.04.2012
181,,,Adam Behnke,(4:10.3),17.08.89,USA
182,,,Daniel Everett,(4:04.5),27.05.93,USA
183,,,Mark Feigen,(4:03.0),09.02.91,USA
184,,,Kyle Merber,(4:00.1),19.11.90,USA
185,38.0,16:17.89,University of Virginia,2,Philadelphia,30.04.2022
186,,,Ka'eo Kruse,(4:07.93),,USA
187,,,Nathan Mountain,(4:02.71),,USA
188,,,Yasin Sado,(4:03.86),10.03.01,USA
189,,,Wes Porter,(4:03.41),,USA
190,39.0,16:17.92,Providence College,3,Philadelphia,30.04.2022
191,,,Patrick Thygesen,(4:10.58),07.01.02,AUS
192,,,Liam Back,(4:00.00),01.01.02,NZL
193,,,Angus White,(4:02.76),04.09.98,NZL
194,,,AJ Ernst,(4:04.59),28.08.98,USA
195,40.0,16:18.0,Villanova University,1,Knoxville,14.04.1978
196,,,Dean Childs,(4:04.2),01.01.57,CAN
197,,,Ray Flynn,(4:08.9),22.01.57,IRL
198,,,Mark Belger,(4:01.4),06.09.56,USA
199,,,Donald Paige,(4:02.4),13.10.56,USA
200,41.0,16:18.04,Georgetown University,4,Philadelphia,30.04.2022
201,,,Abel Teffra,(4:07.52),,USA
202,,,Camden Gilmore,(4:01.62),,USA
203,,,Parker Stokes,(4:03.73),05.09.00,USA
204,,,Jack Salisbury,(4:05.17),05.01.98,USA
205,42.0,16:18.20,Indiana University,3,Philadelphia,28.04.2012
206,,,Andy Weatherford,(4:09.8),18.07.88,USA
207,,,De'Sean Turner,(4:05.3),16.09.88,USA
208,,,Daniel Stockberger,(4:04.9),23.06.88,USA
209,,,Andrew Bayer,(3:58.2),03.02.90,USA
210,43.0,16:18.29,Indiana University,2,Philadelphia,27.04.2013
211,,,Robby Nierman,(4:06.9),09.09.90,USA
212,,,Zachary Mayhew,(4:02.7),27.11.89,USA
213,,,Adam Behnke,(4:05.5),17.08.89,USA
214,,,Andrew Bayer,(4.03.2),03.02.90,USA
215,44.0,16:18.3,Kansas State University,1,Des Moines,23.04.1976
216,,,Christopher Perez,(4:13.2),,USA
217,,,Keith Palmer,(4:03.5),11.04.54,USA
218,,,Don Akin,(4:01.8),,USA
219,,,Jeff Schemmel,(3:59.8),19.02.54,USA
220,44.0,16:18.3,Western Michigan University,2,Knoxville,14.04.1978
221,,,Mike Karasiewicz,(4:06.8),,USA
222,,,Bob Lewis,(4:06.2),,USA
223,,,Jeff Zylstra,(4:08.6),14.10.57,USA
224,,,Tom Duits,(3:56.6),24.06.56,USA
225,46.0,16:18.38,Villanova University,5,Philadelphia,30.04.2022
226,,,Josh Phillips,(4:08.54),29.04.99,AUS
227,,,Charlie O´Donovan,(4:00.83),06.08.99,IRL
228,,,Seán Donoghue,(4:03.91),22.09.02,IRL
229,,,Sean Dolan,(4:05.11),19.03.01,USA
230,47.0,16:18.53,Villanova University,3,Philadelphia,27.04.2013
231,,,Alex Tully,(4:11.4),,USA
232,,,Jordan Williamsz,(3:58.7),21.08.92,AUS
233,,,Robert Denault,(4:04.6),27.04.93,CAN
234,,,Sam McEntee,(4:03.8),03.02.92,AUS
235,48.0,16:18.66,Indiana University,2,Des Moines,24.04.1981
236,,,Greg Van Winkle,(4:06.7),,USA
237,,,Jim Spivey,(3:57.9),07.03.60,USA
238,,,Gary Shelton,(4:06.1),,USA
239,,,Michael Wellman,(4:02.3),,USA
240,49.0,16:18.83,University of Pennsylvania,6,Philadelphia,30.04.2022
241,,,James Lee,(4:08.77),15.11.97,USA
242,,,Justin Cornetta,(4:00.72),,USA
243,,,Michael Keehan,(4:04.40),,USA
244,,,Ray Sellaro,(4:04.96),10.06.00,USA
245,50.0,16:19.01,University of Indiana,7,Philadelphia,30.04.2022
246,,,Dustin Horter,(4:10.77),04.11.99,USA
247,,,Kyle Mau,(3:59.91),27.08.96,USA
248,,,Ben Veatch,(4:03.61),01.06.98,USA
249,,,Camden Marshall,(4:04.74),01.05.03,USA
250,51.0,16:19.2,Eastern Michigan University,3,Knoxville,14.04.1978
251,,,Mike Helms,(4:05.2),,USA
252,,,Ed Grabowski,(4:08.4),,USA
253,,,Maurice Weaver,(4:02.8),,USA
254,,,Jerald Jones,(4:02.8),20.06.53,USA
255,52.0,16:19.4,University of Arkansas,1,Lawrence,22.04.1977
256,,,Terry Baker,,24.11.55,USA
257,,,Tom Aspel,,26.06.55,USA
258,,,Mike Clark,,22.01.56,USA
259,,,Niall O'Shaughnessy,(4:01.6),23.11.55,IRL
260,53.0,16:19.50,University of Arkansas,2,Philadelphia,30.04.2005
261,,,Adam Perkins,(4:04.5),07.05.84,USA
262,,,Peter Kosgei,(4:04.9),03.02.83,KEN
263,,,Josphat Boit,(4:04.7),26.11.83,KEN
264,,,Said Ahmed,(4:05.4),10.12.82,SOM
265,54.0,16:19.6,Bowling Green State Univ.,1,Des Moines,27.04.1973
266,,,Steve Danforth,(4:07.5),,USA
267,,,Bruce Vermilyea,(4:07.7),,USA
268,,,Craig MacDonald,(4:04.2),,USA
269,,,David Wottle,(4:00.7),07.08.50,USA
270,55.0,16:19.65,University of Arkansas,1,Des Moines,25.04.1980
271,,,Randy Stephens,(4:03.1),22.06.60,USA
272,,,Mark Muggleton,(4:02.1),02.02.59,USA
273,,,Mike Anderson,(4:06.9),15.03.62,USA
274,,,Frank O'Mara,(4:01.0),17.07.60,IRL
275,56.0,16:19.69,College of William & Mary,2,Philadelphia,29.04.2000
276,,,Sean Graham,(4:08.5),06.03.80,USA
277,,,Mike Hoglund,(4:07.1),27.02.79,USA
278,,,Matthew Lane,(3:58.2),09.05.77,USA
279,,,Todd Swenson,(4:05.9),,USA
280,57.0,16:19.72,Pennsylvania State Universi,4,Philadelphia,27.04.2013
281,,,Tyler Corkedale,(4:07.8),01.05.91,USA
282,,,Matt Fischer,(4:05.3),06.05.92,USA
283,,,Ricky West,(4:01.4),11.09.90,USA
284,,,Sam Masters,(4:05.2),13.10.89,USA
285,58.0,16:19.73,Iowa State University,1,Des Moines,28.04.1989
286,,,Andrew Hollens,(4:10.1),,USA
287,,,Roland Pauwels,(4:02.9),16.02.66,BEL
288,,,Brett Carney,(3:58.7),24.10.68,USA
289,,,John Nuttall,(4:02.3),11.01.67,GBR
290,59.0,16:19.75,Eastern Michigan University,2,Des Moines,30.04.1983
291,,,Chris Lezovich,(4:03.7),60,USA
292,,,Steve Reighard,(4:03.7),20.04.60,USA
293,,,Dan Shamiyeh,(4:01.8),61,USA
294,,,Erik Henriksen,(4:04.6),03.08.60,USA
295,60.0,16:19.76,Ireland II,2,Dublin,17.08.1985
296,,,John Treacy,,04.06.57,IRL
297,,,Tom Moloney,,11.03.60,IRL
298,,,Enda Fitzpatrick,,28.04.65,IRL
299,,,David Taylor,,07.03.59,IRL
300,61.0,16:19.81,University of Illinois,1,Des Moines,29.04.1977
301,,,Billy Fritz,(4:08.4),,USA
302,,,Jim Eicken,(4:03.9),,USA
303,,,Craig Virgin,(4:04.9),02.08.55,USA
304,,,Jeff Jirele,(4:02.6),24.09.53,USA
305,62.0,16:19.85,University of Colorado,3,Philadelphia,29.04.2000
306,,,Matt Napier,(4:08.8),,USA
307,,,Jorge Torres,(4:03.2),22.08.80,USA
308,,,Ron Roybal,(4:02.3),77,USA
309,,,Steve Slattery,(4:05.6),14.08.80,USA
310,63.0,16:19.98,Princeton University,1,Philadelphia,30.04.2011
311,,,Chris Bendsten,(4:08.8),29.02.92,USA
312,,,Donald Cabral,(4:03.1),12.12.89,USA
313,,,Kyle Soloff,(4:05.3),30.04.89,USA
314,,,Mark Amirault,(4:02.8),06.03.88,USA
315,64.0,16:20.0,University of Wisconsin,2,Des Moines,23.04.1976
316,,,Thomas Schumacher,(4:05.5),,USA
317,,,Dan Lyndgaard,(4:05.8),,USA
318,,,Mark Johnson,(4:07.2),,USA
319,,,Steve Lacy,(4:01.4),17.01.56,USA
320,65.0,16:20.09,Michigan University,2,Philadelphia,25.04.1998
321,,,Jay Cantin,(4:04.3),23.04.77,CAN
322,,,John Mortimer,(4:07.4),18.03.76,USA
323,,,Don McLaughlin,(4:09.8),23.05.76,USA
324,,,Kevin Sullivan,(3:58.5),20.03.74,CAN
325,66.0,16:20.35,Yale University,5,Philadelphia,27.04.2013
326,,,John McGowan,(4:07.8),27.09.95,USA
327,,,Matthew Nussbaum,(4:05.3),,USA
328,,,Tim Hillas,(4:03.9),,USA
329,,,James Shirvell,(4:03.4),18.06.92,USA
330,67.0,16:20.41,Auburn University,2,Philadelphia,24.04.2010
331,,,Jeff Sanders,(4:11.2),30.10.89,USA
332,,,Elkanah Kibet,(4:04.0),06.02.83,KEN
333,,,Benjamin Cheruiyot,(4:08.3),10.05.87,KEN
334,,,Felix Kitur,(3:56.9),17.04.87,KEN
335,68.0,16:20.42,University of Arkansas,2,Philadelphia,30.04.2011
336,,,Eric Fernandez,(4:09.0),14.03.90,USA
337,,,Thomas Cattin-Masson,(4:07.5),06.03.89,FRA
338,,,Dorian Ulrey,(3:58.3),11.07.87,USA
339,,,Duncan Phillips,(4:05.6),07.06.89,USA
340,69.0,16:20.56,University of Michigan,3,Philadelphia,24.04.2010
341,,,Brendon Fellows,(4:06.6),03.01.87,USA
342,,,Dallas Bowden,(4:04.9),20.03.90,NZL
343,,,Brendon Blacklaws,(4:06.5),04.06.89,NZL
344,,,Lex Williams,(4:02.6),21.03.87,USA
345,70.0,16:20.7',University of Texas El Paso,1,Austin,03.04.1980
346,,,Raj Rathedi,(4:06.0),,BOT
347,,,Wibo Lelieveld,(4:03.7),07.05.57,NED
348,,,Peter Lemashon,(4:06.5),14.07.56,KEN
349,,,Suleiman Nyambui,(3:58.8),13.02.53,TAN
350,71.0,16:20.76,Iowa State University,1,Des Moines,27.04.1990
351,,,Roland Pauwels,(4:06.7),16.02.66,BEL
352,,,Jon Brown,(4:04.4),27.02.71,GBR
353,,,John Nuttall,(3:59.8),11.01.67,GBR
354,,,Julius Korir,(4:04.2),21.04.60,KEN
355,72.0,16:20.83,Villanova University,3,Philadelphia,27.04.2002
356,,,Jason Jabout,(4:07.0),13.03.82,USA
357,,,Ryan Hayden,(4:01.7),27.01.82,CAN
358,,,Ryan Hayden,(4:04.7),13.03.71,USA
359,,,Adrian Blincoe,(4:07.4),04.11.79,NZL
360,73.0,16:20.84,Villanova University,2,Philadelphia,28.04.2001
361,,,Scott Tantino,(4:08.5),02.01.78,USA
362,,,Adrian Blincoe,(4:01.1),04.11.79,NZL
363,,,Dean Smith,(4:05.6),10.01.78,USA
364,,,Ryan Hayden,(4:05.6),27.01.82,CAN
365,74.0,16:20.9,Providence College,2,Des Moines,29.04.1977
366,,,Michael Byrne,(4:07.6),09.01.56,IRL
367,,,Peter Crooke,(4:05.8),57,USA
368,,,Michael O'Shea,(4:07.7),16.09.54,IRL
369,,,John Savoie,(4:03.8),,USA
370,74.0,16:20.9,Pennsylvania State Universi,4,Knoxville,14.04.1978
371,,,Mike Wyatt,(4:06.3),10.01.56,USA
372,,,Dave Felice,(4:06.0),58,USA
373,,,Bob Snyder,(4:01.5),24.01.56,USA
374,,,Tom Rapp,(4:07.1),,USA
375,74.0,16:20.90,Indiana University,4,Philadelphia,24.04.2010
376,,,De´Sean Turner,(4:05.6),16.09.88,USA
377,,,Andrew Bayer,(3:59.1),03.02.90,USA
378,,,Joseph Holahan,(4:10.4),17.07.90,USA
379,,,Andrew Poore,(4:05.8),03.12.88,USA
380,77.0,16:20.91,Bowling Green State Univ.,2,Des Moines,25.04.1980
381,,,Steve Housley,(4:06.3),,USA
382,,,John Anich,(4:04.4),01.06.58,USA
383,,,Chris Pullom,(4:03.0),,USA
384,,,Kevin Ryan,(4:01.5),01.02.57,USA
385,78.0,16:21.0,Villanova University,1,Knoxville,11.04.1975
386,,,Mark Belger,(4:08.1),06.09.56,USA
387,,,Ken Schappert,(4:07.9),03.02.52,USA
388,,,Tom Gregan,(4:04.4),,IRL
389,,,Eamonn Coghlan,(4:00.6),24.11.52,IRL
390,79.0,16:21.1,British Miler's Club,1,Oxford,10.07.1993
391,,,Andrew Pearson,(4:09.7),14.09.71,GBR
392,,,Ian Gillespie,(4:01.7),18.05.70,GBR
393,,,Paul Larkins,(4:04.2),19.05.63,GBR
394,,,John Nuttall,(4:05.5),11.01.67,GBR
395,80.0,16:21.4,Navy College,3,Philadelphia,27.04.1974
396,,,Tony Bateman,(4:06.2),07.11.55,USA
397,,,Steve Gilmore,(4:04.4),,USA
398,,,Jeff Kramer,(4:01.7),,USA
399,,,Jim Kramer,(4:09.1),,USA
400,80.0,16:21.4,University of Texas,2,Lawrence,22.04.1977
401,,,Jesse Maldonado,(4:05.8),57,USA
402,,,Don Waters,(4:07.9),,USA
403,,,Mark Mason,(4:02.0),,USA
404,,,Paul Craig,(4:05.7),02.09.53,CAN
405,82.0,16:21.41,Princeton University,5,Philadelphia,24.04.2010
406,,,Kyle Soloff,(4:05.0),30.04.89,USA
407,,,Trevor Van Ackeren,(4:01.2),01.08.89,USA
408,,,Nathan Mathabane,(4:12.4),20.01.91,USA
409,,,Mark Amirault,(4:02.8),06.03.88,USA
410,83.0,16:21.53,Columbia University,6,Philadelphia,27.04.2013
411,,,Joe Kotran,(4:07.8),23.04.92,USA
412,,,Mark Feigen,(4:02.3),09.02.91,USA
413,,,Johnny Gregorek,(4:03.2),07.12.91,USA
414,,,Daniel Everett,(4.07.1),27.05.93,USA
415,84.0,16:21.57,University of Texas,1,Philadelphia,28.04.2007
416,,,Eric Stanley,(4:07.4),22.03.85,USA
417,,,Joe Thorne,(4:03.8),02.02.84,USA
418,,,Jake Morse,(4:06.9),17.04.85,USA
419,,,Leonel Manzano,(4:03.5),12.09.84,USA
420,85.0,16:21.6,Manhattan College,2,Des Moines,27.04.1973
421,,,Clifford Bruce,(4:07.3),,USA
422,,,John Lovett,(4:11.0),,USA
423,,,Mike Keogh,(4:04.2),13.10.50,IRL
424,,,Antonio Colon,(3:59.1),24.03.53,PUR
425,86.0,16:21.7,University of Illinois,1,Des Moines,23.04.1982
426,,,Kerry Dickson,(4:02.1),,USA
427,,,Greg Reynolds,(4:05.5),20.11.59,USA
428,,,Tom Stevens,(4:03.5),23.06.61,USA
429,,,Jon Schmidt,(4:04.9),25.03.60,USA
430,87.0,16:21.74,University of Arkansas,1,Philadelphia,23.04.2004
431,,,Jebreh Harris,(4:09.7),22.09.78,USA
432,,,Saïd Ahmed,(4:03.1),10.12.82,USA
433,,,Sam Vazquez,(4:05.5),03.05.84,USA
434,,,Alistair Cragg,(4:03.4),13.06.80,IRL
435,88.0,16:21.76,University of Illinois,3,Des Moines,25.04.1980
436,,,Tom Stevens,(4:08.0),23.06.61,USA
437,,,Lonnie Bissell,(4:03.4),14.11.57,USA
438,,,Dave Ayoub,(4:05.7),,USA
439,,,Jon Schmidt,(3:59.0),25.03.60,USA
440,89.0,16:21.8,College of William & Mary,4,Philadelphia,27.04.1974
441,,,Keith Moore,(4:10.5),,USA
442,,,Reggie Clark,(4:05.7),23.10.52,USA
443,,,Mac Collins,(4:07.6),,USA
444,,,Ron Martin,(3:58.0),22.09.50,GBR
445,89.0,16:21.8,Kansas State University,2,Austin,03.04.1976
446,,,Don Akin,(4:04.7),,USA
447,,,Tim Davis,(4:08.5),,USA
448,,,Jeff Schemmel,(4:02.8),19.02.54,USA
449,,,Keith Palmer,(4:05.8),11.04.54,USA
450,91.0,16:21.81,University of Oregon,1,Philadelphia,29.04.2017
451,,,Mick Stanovsek,(4:06.3),16.01.97,USA
452,,,Tim Gorman,(4:04.6),05.06.92,USA
453,,,Blake Haney,(4:06.3),29.03.96,USA
454,,,Samuel Prakel,(4:04.6),29.10.94,USA
455,92.0,16:22.0,Indiana University,5,Philadelphia,27.04.1974
456,,,Phil Wysong,(4:09.0),,USA
457,,,Pat Mandera,(4:08.1),05.10.52,USA
458,,,Dan Hayes,(4:05.0),,USA
459,,,Steve Hedienrich,(3:59.9),16.02.53,USA
460,93.0,16:22.02,Indiana University,3,Philadelphia,30.04.2011
461,,,Andy Weatherford,(4:07.6),18.07.88,USA
462,,,De'Sean Turner,(4:01.3),16.09.88,USA
463,,,Andrew Poore,(4:08.3),03.12.88,USA
464,,,Ben Hubers,(4:04.8),22.12.88,CAN
465,94.0,16:22.04,University of Oklahoma,4,Philadelphia,28.04.2012
466,,,George Alex,(4:10.3),20.01.90,USA
467,,,Eric Harasyn,(4.05.4),16.01.89,USA
468,,,Patrick Casey,(4.04.3),23.05.90,USA
469,,,Riley Masters,(4:02.0),05.04.90,USA
470,95.0,16:22.08,College of William & Mary,3,Philadelphia,28.04.2001
471,,,Ben Jenkins,,,USA
472,,,Sean Graham,,06.03.80,USA
473,,,John O'Connor,,,USA
474,,,Matthew Lane,,09.05.77,USA
475,96.0,16:22.09,Iona College,8,Philadelphia,30.04.2022
476,,,Nick Soldevere,(4:09.99),,USA
477,,,Jamie Dee,(4:04.33),23.11.97,GBR
478,,,Jonathan DeSouza,(4:03.46),01.01.00,CAN
479,,,Maël Gouyette,(4:04.33),21.05.99,FRA
480,97.0,16:22.2,Duke University,1,Austin,14.04.1973
481,,,Scott Eden,(4:09.7),20.08.53,USA
