,0,1,2,3,4,5,6,7,8
0,1,2:09:21,Kuruppu Karutaratne,SRI,60,1,Colombo,,29.07.1990
1,2,2:10:01,Salvatore Bettiol,ITA,28.11.61,1,Venezia,,13.10.1987
2,3,2:10:05,Igor Braslavskiy,UKR,19.08.59,1,Byelaya,Tserkov,06.09.1987
3,4,2:10:19,Nikolay Tabak,UKR,15.04.56,2,Byelaya,Tserkov,06.09.1987
