,0,1,2,3,4,5,6,7,8,9
0,1,21.4,Carlos,Véliz,,CUB,12.08.87,1,Brazzaville,12.06.2011
1,2,21.27,Dragan,Peric,,SRB,08.05.64,1,Beograd,26.09.2001
2,3,21.07,Khaled,Habas,Al-Suwaidi,QAT,10.10.84,1,Manama,27.04.2005
