,0,1,2,3,4,5,6
0,1,21.57,Al Feuerbach,USA,14.01.48,San José,06.05.1972
1,2,21.25,Dragan Peric,SRB,08.05.64,Sremska Mitrovica,15.06.1993
2,3,21.23,Alessandro Andrei,ITA,03.01.59,Greve in Chianti,14.09.1985
