,0,1,2,3,4,5,6
0,1.0,42.6,German Democratic,Republic,1.0,Potsdam,01.09.1973
1,,,Petra Kandarr,,,20.08.50,GDR
2,,,Renate Stecher,,,12.05.50,GDR
3,,,Christine Heinich,,,08.07.49,GDR
4,,,Doris Maletzki,,,11.06.52,GDR
