,0,1,2,3,4,5
47,,,Sherone Simpson,(10.32),12.08.84,JAM
48,,,Veronica Campbell-Brown,(10.23),16.05.82,JAM
49,,,Kerron Stewart,(9.96),16.04.84,JAM
50,11.0,41.44,Jamaica,1,Ad-Dawhah,05.10.2019
51,,,Natalliah Whyte,,09.08.97,JAM
52,,,Shelly-Ann Fraser-Pryce,,27.12.86,JAM
53,,,Jonielle Smith,,30.01.96,JAM
54,,,Shericka Jackson,(10.03),16.07.94,JAM
55,12.0,41.45,United States,2,Tokyo,06.08.2021
56,,,Javianne Oliver,,26.12.94,USA
57,,,Teahna Daniels,,25.03.97,USA
58,,,Jenna Prandini,,20.11.92,USA
59,,,Gabrielle Thomas,,07.12.96,USA
60,13.0,41.47,United States,1,Athínai,09.08.1997
61,,,Chryste Gaines,(11.35),14.09.70,USA
62,,,Marion Jones,(9.91),12.10.75,USA
63,,,Inger Miller,(10.35),12.06.72,USA
64,,,Gail Devers,(9.86),19.11.66,USA
65,14.0,41.49,Russia,1,Stuttgart,22.08.1993
66,,,Olga Bogoslovskaya,(11.57),20.05.64,RUS
67,,,Galina Malchugina,(10.11),17.12.62,RUS
68,,,Natalya Voronova,(10.12),09.07.65,RUS
69,,,Irina Privalova,(9.87),12.11.68,RUS
70,14.0,41.49,United States,2,Stuttgart,22.08.1993
71,,,Michelle Burrell,,08.05.65,USA
72,,,Gwen Torrence,(9.80),12.06.65,USA
73,,,Wendy Vereen,(10.40),24.04.66,USA
74,,,Gail Devers,(9.84),19.11.66,USA
75,16.0,41.52,United States,1s1,Athínai,08.08.1997
76,,,Chryste Gaines,,14.09.70,USA
77,,,Marion Jones,(9.91),12.10.75,USA
78,,,Inger Miller,,12.06.72,USA
79,,,Gail Devers,,19.11.66,USA
80,17.0,41.53,German Democratic Republic,1,Berlin,31.07.1983
81,,,Silke Möller,,20.06.64,GER
82,,,Marita Koch,,18.02.57,GDR
83,,,Ingrid Auerswald,,02.09.57,GDR
84,,,Marlies Göhr,,21.03.58,GDR
85,18.0,41.55,United States,1,Berlin,21.08.1987
86,,,Alice Brown,,20.09.60,USA
87,,,Diane Williams,,14.12.60,USA
88,,,Florence Griffith-Joyner,,21.12.59,USA
89,,,Pam Marshall,,16.08.60,USA
90,18.0,41.55,Great Britain & N.I.,1h1,Tokyo,05.08.2021
91,,,Asha Phillip,,25.10.90,GBR
92,,,Imani Lansiquot,,17.12.97,GBR
93,,,Dina Asher-Smith,,04.12.95,GBR
94,,,Daryll Neita,,29.08.96,GBR
95,20.0,41.56,United States,1,Daegu,04.09.2011
96,,,Bianca Knight,,02.01.89,USA
97,,,Allyson Felix,,18.11.85,USA
98,,,Marshevet Hooker,,25.09.84,USA
99,,,Carmelita Jeter,,24.11.79,USA
100,20.0,41.56,United States,1h2,Eugene,22.07.2022
101,,,Melissa Jefferson,(11.44),21.02.01,USA
102,,,Aleia Hobbs,(9.91),24.02.96,USA
103,,,Jenna Prandini,(10.36),20.11.92,USA
104,,,Twanisha Terry,(9.85),24.01.99,USA
105,22.0,41.58,United States,1,Roma,06.09.1987
106,,,Alice Brown,,20.09.60,USA
107,,,Diane Williams,,14.12.60,USA
108,,,Florence Griffith-Joyner,,21.12.59,USA
109,,,Pam Marshall,(10.11),16.08.60,USA
110,22.0,41.58,United States - Red,1,Cottbus,08.08.2009
111,,,Lauryn Williams,,11.09.83,USA
112,,,Allyson Felix,,18.11.85,USA
113,,,Muna Lee,,30.10.81,USA
114,,,Carmelita Jeter,,24.11.79,USA
115,24.0,41.6,German Democratic Republic,1,Moskva,01.08.1980
116,,,Romy Müller,(11.41),26.07.58,GDR
117,,,Bärbel Wöckel,(10.03),21.03.55,GDR
118,,,Ingrid Auerswald,(10.20),02.09.57,GDR
119,,,Marlies Göhr,(9.96),21.03.58,GDR
120,24.0,41.6,Jamaica,1,Zürich,03.09.2015
121,,,Sherone Simpson,,12.08.84,JAM
122,,,Natasha Morrison,,17.11.92,JAM
123,,,Elaine Thompson-Herah,,28.06.92,JAM
124,,,Shelly-Ann Fraser-Pryce,,27.12.86,JAM
125,26.0,41.61,United States,1,Colorado Sprin,03.07.1983
126,,,Alice Brown,,20.09.60,USA
127,,,Diane Williams,,14.12.60,USA
128,,,Chandra Cheeseborough,,10.01.59,USA
129,,,Evelyn Ashford,,15.04.57,USA
130,27.0,41.62,Germany,1,Mannheim,29.07.2016
131,,,Tatjana Pinto,,02.07.92,GER
132,,,Lisa Mayer,,02.05.96,GER
133,,,Gina Lückenkemper,,21.11.96,GER
134,,,Rebekka Haase,,02.01.93,GER
135,28.0,41.63,United States,1,Los Angeles,25.06.1983
136,,,Alice Brown,,20.09.60,USA
137,,,Diane Williams,,14.12.60,USA
138,,,Chandra Cheeseborough,,10.01.59,USA
139,,,Evelyn Ashford,,15.04.57,USA
140,29.0,41.64,United States,1h1,London,09.08.2012
141,,,Tianna Bartoletta,,30.08.85,USA
142,,,Jeneba Tarmoh,,27.09.89,USA
143,,,Bianca Knight,,02.01.89,USA
144,,,Lauryn Williams,,11.09.83,USA
145,30.0,41.65,United States,1,Los Angeles,11.08.1984
146,,,Alice Brown,(11.38),20.09.60,USA
147,,,Jeanette Bolden,(10.18),26.01.60,USA
148,,,Chandra Cheeseborough,(10.32),10.01.59,USA
149,,,Evelyn Ashford,(9.77),15.04.57,USA
150,30.0,41.65,German Democratic Republic,1,Moskva,17.08.1985
151,,,Silke Möller,,20.06.64,GER
152,,,Marita Koch,,18.02.57,GDR
153,,,Ingrid Auerswald,,02.09.57,GDR
154,,,Marlies Göhr,,21.03.58,GDR
155,30.0,41.65,Jamaica,1,Zürich,01.09.2016
156,,,Christania Williams,,17.10.94,JAM
157,,,Elaine Thompson-Herah,,28.06.92,JAM
158,,,Simone Facey,,07.05.85,JAM
159,,,Veronica Campbell-Brown,,16.05.82,JAM
160,33.0,41.67,United States,1,Zürich,29.08.2013
161,,,Barbara Pierre,,28.04.87,USA
162,,,Alexandra Anderson,,28.01.87,USA
163,,,Tiffany Townsend,,24.06.89,USA
164,,,Charonda Williams,,27.03.87,USA
165,33.0,41.67,Germany,1,Berlin,01.09.2019
166,,,Lisa Marie Kwaiye,,27.10.96,GER
167,,,Yasmin Kwadwo,,09.11.90,GER
168,,,Tatjana Pinto,,02.07.92,GER
169,,,Gina Lückenkemper,,21.11.96,GER
170,35.0,41.68,German Democratic Republic,1,Split,01.09.1990
171,,,Silke Möller,,20.06.64,GER
172,,,Katrin Krabbe,,22.11.69,GER
173,,,Kerstin Behrendt,,02.09.67,GER
174,,,Sabine Günther,,06.11.63,GER
175,35.0,41.68,United States,2,Beijing,29.08.2015
176,,,English Gardner,,22.04.92,USA
177,,,Allyson Felix,,18.11.85,USA
178,,,Jenna Prandini,,20.11.92,USA
179,,,Jasmine Todd,,23.12.93,USA
180,37.0,41.69,German Democratic Republic,1,Potsdam,21.07.1984
181,,,Silke Möller,,20.06.64,GER
182,,,Marita Koch,,18.02.57,GDR
183,,,Ingrid Auerswald,,02.09.57,GDR
184,,,Marlies Göhr,,21.03.58,GDR
185,38.0,41.7,Jamaica,2,Daegu,04.09.2011
186,,,Shelly-Ann Fraser-Pryce,,27.12.86,JAM
187,,,Kerron Stewart,,16.04.84,JAM
188,,,Sherone Simpson,,12.08.84,JAM
189,,,Veronica Campbell-Brown,(9.86),16.05.82,JAM
190,39.0,41.73,German Democratic Republic,1,Berlin,13.09.1988
191,,,Silke Möller,,20.06.64,GER
192,,,Kerstin Behrendt,,02.09.67,GER
193,,,Ingrid Auerswald,,02.09.57,GDR
194,,,Marlies Göhr,,21.03.58,GDR
195,39.0,41.73,Jamaica,1,Athínai,27.08.2004
196,,,Tayna Lawrence,,17.09.75,JAM
197,,,Sherone Simpson,,12.08.84,JAM
198,,,Aleen Bailey,,25.11.80,JAM
199,,,Veronica Campbell-Brown,,16.05.82,JAM
200,41.0,41.75,United States - Red,1,Monaco,19.07.2013
201,,,Octavious Freeman,,20.04.92,USA
202,,,Allyson Felix,,18.11.85,USA
203,,,English Gardner,,22.04.92,USA
204,,,Carmelita Jeter,,24.11.79,USA
205,41.0,41.75,United States - Gold,1rA,Austin,01.04.2023
206,,,Melissa Jefferson,,21.02.01,USA
207,,,Abby Steiner,,24.11.99,USA
208,,,Jenna Prandini,,20.11.92,USA
209,,,Aleia Hobbs,,24.02.96,USA
210,43.0,41.76,German Democratic Republic,1,Helsinki,10.08.1983
211,,,Silke Möller,,20.06.64,GER
212,,,Marita Koch,,18.02.57,GDR
213,,,Ingrid Auerswald,,02.09.57,GDR
214,,,Marlies Göhr,,21.03.58,GDR
215,44.0,41.77,United States,1h3,Rio de Janeiro,18.08.2016
216,,,Tianna Bartoletta,,30.08.85,USA
217,,,Allyson Felix,,18.11.85,USA
218,,,English Gardner,,22.04.92,USA
219,,,Morolake Akinosun,,17.05.94,USA
220,44.0,41.77,Great Britain & N.I.,3,Rio de Janeiro,19.08.2016
221,,,Asha Phillip,,25.10.90,GBR
222,,,Desirèe Henry,,26.08.95,GBR
223,,,Dina Asher-Smith,,04.12.95,GBR
224,,,Daryll Neita,,29.08.96,GBR
225,46.0,41.78,France,1,Saint-Denis,30.08.2003
226,,,Patricia Girard,,18.04.68,FRA
227,,,Muriel Hurtis,,25.03.79,FRA
228,,,Sylviane Félix,,31.10.77,FRA
229,,,Christine Arron,,13.09.73,FRA
230,46.0,41.78,United States,1,Helsinki,13.08.2005
231,,,Angela Daigle,,28.05.76,USA
232,,,Muna Lee,,30.10.81,USA
233,,,Me'Lisa Barber,,04.10.80,USA
234,,,Lauryn Williams,,11.09.83,USA
235,46.0,41.78,United States - Blue,2,Monaco,19.07.2013
236,,,Jeneba Tarmoh,,27.09.89,USA
237,,,Alexandra Anderson,,28.01.87,USA
238,,,Barbara Pierre,,28.04.87,USA
239,,,Aurieyall Scott,,18.05.92,USA
240,46.0,41.78,Jamaica,2,Zürich,29.08.2013
241,,,Carrie Russel,,18.10.90,JAM
242,,,Kerron Stewart,,16.04.84,JAM
243,,,Natasha Morrison,,17.11.92,JAM
244,,,Shelly-Ann Fraser-Pryce,,27.12.86,JAM
245,50.0,41.79,German Democratic Republic,1,Karl-Marx-Stad,20.06.1987
246,,,Silke Möller,,20.06.64,GER
247,,,Heike Drechsler,,16.12.64,GER
248,,,Ingrid Auerswald,,02.09.57,GDR
249,,,Marlies Göhr,,21.03.58,GDR
250,50.0,41.79,Team Jet,1rA,Walnut,20.04.2013
251,,,Mandy White,,23.10.88,USA
252,,,Carmelita Jeter,,24.11.79,USA
253,,,Lauryn Williams,,11.09.83,USA
254,,,Blessing Okagbare,,09.10.88,NGR
255,50.0,41.79,Jamaica,1h1,Rio de Janeiro,18.08.2016
256,,,Simone Facey,,07.05.85,JAM
257,,,Shashalee Forbes,,10.05.96,JAM
258,,,Veronica Campbell-Brown,,16.05.82,JAM
259,,,Shelly-Ann Fraser-Pryce,,27.12.86,JAM
260,53.0,41.81,Great Britain & N.I. - A,1,London,22.07.2016
261,,,Asha Phillip,,25.10.90,GBR
262,,,Desirèe Henry,,26.08.95,GBR
263,,,Dina Asher-Smith,,04.12.95,GBR
264,,,Daryll Neita,,29.08.96,GBR
265,54.0,41.82,United States,1h3,Moskva,18.08.2013
266,,,Jeneba Tarmoh,,27.09.89,USA
267,,,Alexandra Anderson,,28.01.87,USA
268,,,English Gardner,,22.04.92,USA
269,,,Octavious Freeman,,20.04.92,USA
270,54.0,41.82,United States,1,London,12.08.2017
271,,,Aaliyah Brown,(11.11),06.01.95,USA
272,,,Allyson Felix,(9.05),18.11.85,USA
273,,,Morolake Akinosun,(10.99),17.05.94,USA
274,,,Tori Bowie,(9.22),27.08.90,USA
275,56.0,41.83,United States,2,Saint-Denis,30.08.2003
276,,,Angela Williams,,30.01.80,USA
277,,,Chryste Gaines,,14.09.70,USA
278,,,Inger Miller,,12.06.72,USA
279,,,Torri Edwards,,31.01.77,USA
280,56.0,41.83,Jamaica,1,Glasgow,02.08.2014
281,,,Kerron Stewart,,16.04.84,JAM
282,,,Veronica Campbell-Brown,,16.05.82,JAM
283,,,Schillonie Calvert,,27.07.88,JAM
284,,,Shelly-Ann Fraser-Pryce,,27.12.86,JAM
285,56.0,41.83,United States,2,Zürich,03.09.2015
286,,,Barbara Pierre,,28.04.87,USA
287,,,Candyce McGrone,,24.03.89,USA
288,,,Jeneba Tarmoh,,27.09.89,USA
289,,,Tori Bowie,,27.08.90,USA
290,59.0,41.84,German Democratic Republic,1,Stuttgart,31.08.1986
291,,,Silke Möller,,20.06.64,GER
292,,,Sabine Günther,,06.11.63,GER
293,,,Ingrid Auerswald,,02.09.57,GDR
294,,,Marlies Göhr,,21.03.58,GDR
295,59.0,41.84,Jamaica,1h1,Beijing,29.08.2015
296,,,Sherone Simpson,,12.08.84,JAM
297,,,Natasha Morrison,,17.11.92,JAM
298,,,Kerron Stewart,,16.04.84,JAM
299,,,Shelly-Ann Fraser-Pryce,,27.12.86,JAM
300,59.0,41.84,United States,1h1,London,12.08.2017
301,,,Aaliyah Brown,(11.26),06.01.95,USA
302,,,Allyson Felix,(9.05),18.11.85,USA
303,,,Morolake Akinosun,(9.86),17.05.94,USA
304,,,Ariana Washington,(10.56),04.09.96,USA
305,62.0,41.85,German Democratic Republic,1,Potsdam,13.07.1980
306,,,Romy Müller,,26.07.58,GDR
307,,,Bärbel Wöckel,,21.03.55,GDR
308,,,Ingrid Auerswald,,02.09.57,GDR
309,,,Marlies Göhr,,21.03.58,GDR
310,62.0,41.85,German Democratic Republic,1,Zürich,22.08.1984
311,,,Silke Möller,,20.06.64,GER
312,,,Marita Koch,,18.02.57,GDR
313,,,Ingrid Auerswald,,02.09.57,GDR
314,,,Marlies Göhr,,21.03.58,GDR
315,62.0,41.85,United States,1,Zürich,24.08.2017
316,,,Christania Williams,,17.10.94,JAM
317,,,Jura Levy,,04.11.90,JAM
318,,,Simone Facey,,07.05.85,JAM
319,,,Elaine Thompson-Herah,,28.06.92,JAM
320,62.0,41.85,Great Britain & N.I.,2,Ad-Dawhah,05.10.2019
321,,,Asha Phillip,,25.10.90,GBR
322,,,Dina Asher-Smith,,04.12.95,GBR
323,,,Ashleigh Nelson,,20.02.91,GBR
324,,,Daryll Neita,(10.04),29.08.96,GBR
325,66.0,41.86,Great Britain & N.I.,2,Zürich,24.08.2017
326,,,Asha Phillip,,25.10.90,GBR
327,,,Desirèe Henry,,26.08.95,GBR
328,,,Dina Asher-Smith,,04.12.95,GBR
329,,,Daryll Neita,,29.08.96,GBR
330,67.0,41.87,German Democratic Republic,1,Gateshead,05.08.1989
331,,,Silke Möller,,20.06.64,GER
332,,,Katrin Krabbe,,22.11.69,GER
333,,,Kerstin Behrendt,,02.09.67,GER
334,,,Sabine Günther,,06.11.63,GER
335,67.0,41.87,Jamaica,1h1,Moskva,18.08.2013
336,,,Carrie Russel,,18.10.90,JAM
337,,,Kerron Stewart,,16.04.84,JAM
338,,,Schillonie Calvert,,27.07.88,JAM
339,,,Sherri-Ann Brooks,,11.02.83,JAM
340,69.0,41.88,Jamaica,1h1,Berlin,22.08.2009
341,,,Simone Facey,(11.58),07.05.85,JAM
342,,,Shelly-Ann Fraser-Pryce,(10.26),27.12.86,JAM
343,,,Aleen Bailey,(10.52),25.11.80,JAM
344,,,Kerron Stewart,(9.94),16.04.84,JAM
345,69.0,41.88,United States,1rA,Nassau,24.05.2014
346,,,Tianna Bartoletta,,30.08.85,USA
347,,,Alexandra Anderson,,28.01.87,USA
348,,,Jeneba Tarmoh,,27.09.89,USA
349,,,Lekeisha Lawson,,03.06.87,USA
350,69.0,41.88,Great Britain & N.I.,1,Berlin,12.08.2018
351,,,Asha Phillip,,25.10.90,GBR
352,,,Imani Lansiquot,,17.12.97,GBR
353,,,Bianca Williams,,18.12.93,GBR
354,,,Dina Asher-Smith,,04.12.95,GBR
355,69.0,41.88,Great Britain & N.I.,3,Tokyo,06.08.2021
356,,,Asha Phillip,,25.10.90,GBR
357,,,Imani Lansiquot,,17.12.97,GBR
358,,,Dina Asher-Smith,,04.12.95,GBR
359,,,Daryll Neita,,29.08.96,GBR
360,73.0,41.9,United States,2h1,Tokyo,05.08.2021
361,,,Javianne Oliver,,26.12.94,USA
362,,,Teahna Daniels,,25.03.97,USA
363,,,English Gardner,,22.04.92,USA
364,,,Aleia Hobbs,,24.02.96,USA
365,74.0,41.91,Germany,1h2,Tokyo,31.08.1991
366,,,Grit Breuer,,16.02.72,GER
367,,,Katrin Krabbe,(9.70),22.11.69,GER
368,,,Sabine Richter,,18.07.66,GER
369,,,Heike Drechsler,,16.12.64,GER
370,74.0,41.91,Americas,1,Madrid,20.09.2002
371,,,Tayna Lawrence,,17.09.75,JAM
372,,,Juliet Campbell,,17.03.70,JAM
373,,,Beverly McDonald,,15.02.70,JAM
374,,,Debbie Ferguson-McKenzie,,16.01.76,BAH
375,76.0,41.92,Bahamas,1,Sevilla,29.08.1999
376,,,Sevatheda Fynes,,17.10.74,BAH
377,,,Chandra Sturrup,,12.09.71,BAH
378,,,Pauline Davis-Thompson,,09.07.66,BAH
379,,,Debbie Ferguson-McKenzie,,16.01.76,BAH
380,77.0,41.93,Great Britain & N.I.,2h1,Rio de Janeiro,18.08.2016
381,,,Asha Phillip,,25.10.90,GBR
382,,,Desirèe Henry,,26.08.95,GBR
383,,,Dina Asher-Smith,,04.12.95,GBR
384,,,Daryll Neita,,29.08.96,GBR
385,77.0,41.93,Great Britain & N.I.,2h1,London,12.08.2017
386,,,Asha Phillip,(11.07),25.10.90,GBR
387,,,Desirèe Henry,(9.86),26.08.95,GBR
388,,,Dina Asher-Smith,(9.75),04.12.95,GBR
389,,,Daryll Neita,(10.29),29.08.96,GBR
390,79.0,41.94,German Democratic Republic,1,Cottbus,17.07.1980
391,,,Romy Müller,,26.07.58,GDR
392,,,Bärbel Wöckel,,21.03.55,GDR
393,,,Ingrid Auerswald,,02.09.57,GDR
394,,,Marlies Göhr,,21.03.58,GDR
395,79.0,41.94,German Democratic Republic,1,Praha,27.06.1987
396,,,Silke Möller,(11.2),20.06.64,GER
397,,,Heike Drechsler,(10.0),16.12.64,GER
398,,,Ingrid Auerswald,(10.3),02.09.57,GDR
399,,,Marlies Göhr,(10.41),21.03.58,GDR
400,79.0,41.94,Jamaica,1,Tokyo,01.09.1991
401,,,Dahlia Duhaney,,20.07.70,JAM
402,,,Juliet Cuthbert,,09.04.64,JAM
403,,,Beverly McDonald,,15.02.70,JAM
404,,,Merlene Ottey,(9.71),10.05.60,JAM
405,79.0,41.94,Jamaica,3,Stuttgart,22.08.1993
406,,,Michelle Freeman,,05.05.69,JAM
407,,,Juliet Campbell,,17.03.70,JAM
408,,,Nikole Mitchell,,05.06.74,JAM
409,,,Merlene Ottey,,10.05.60,JAM
410,79.0,41.94,United States,1h3,Daegu,04.09.2011
411,,,Bianca Knight,,02.01.89,USA
412,,,Shalonda Solomon,,19.12.85,USA
413,,,Marshevet Hooker,,25.09.84,USA
414,,,Alexandra Anderson,,28.01.87,USA
415,84.0,41.95,German Democratic Republic,2,Roma,06.09.1987
416,,,Silke Möller,,20.06.64,GER
417,,,Cornelia Oschkenat,,29.10.61,GER
418,,,Kerstin Behrendt,,02.09.67,GER
419,,,Marlies Göhr,(10.41),21.03.58,GDR
420,84.0,41.95,United States,1,Atlanta,03.08.1996
421,,,Chryste Gaines,(11.57),14.09.70,USA
422,,,Gail Devers,(10.03),19.11.66,USA
423,,,Inger Miller,(10.38),12.06.72,USA
424,,,Gwen Torrence,(9.97),12.06.65,USA
425,84.0,41.95,Bahamas,1,Sydney,30.09.2000
426,,,Sevatheda Fynes,,17.10.74,BAH
427,,,Chandra Sturrup,,12.09.71,BAH
428,,,Pauline Davis-Thompson,,09.07.66,BAH
429,,,Debbie Ferguson-McKenzie,,16.01.76,BAH
430,87.0,41.96,United States,1h2,Roma,05.09.1987
431,,,Alice Brown,,20.09.60,USA
432,,,Diane Williams,,14.12.60,USA
433,,,Florence Griffith-Joyner,,21.12.59,USA
434,,,Pam Marshall,,16.08.60,USA
435,87.0,41.96,United States - A,1,Monaco,17.07.2015
436,,,English Gardner,,22.04.92,USA
437,,,Allyson Felix,,18.11.85,USA
438,,,Jenna Prandini,,20.11.92,USA
439,,,Kaylin Whitney,,09.03.98,USA
440,89.0,41.97,German Democratic Republic,1,Potsdam,28.08.1982
441,,,Gesine Walther,,06.10.62,GDR
442,,,Bärbel Wöckel,,21.03.55,GDR
443,,,Bärbel Schölzel,,09.10.59,GDR
444,,,Marlies Göhr,,21.03.58,GDR
445,89.0,41.97,German Democratic Republic,1,Leipzig,27.07.1983
446,,,Silke Möller,,20.06.64,GER
447,,,Marita Koch,,18.02.57,GDR
448,,,Ingrid Auerswald,,02.09.57,GDR
449,,,Marlies Göhr,,21.03.58,GDR
450,91.0,41.98,German Democratic Republic,1,Dresden,17.08.1986
451,,,Silke Möller,,20.06.64,GER
452,,,Sabine Günther,,06.11.63,GER
453,,,Ingrid Auerswald,,02.09.57,GDR
454,,,Marlies Göhr,,21.03.58,GDR
455,91.0,41.98,United States,1,Seoul,01.10.1988
456,,,Alice Brown,(11.58),20.09.60,USA
457,,,Sheila Echols,(10.55),02.10.64,USA
458,,,Florence Griffith-Joyner,(9.88),21.12.59,USA
459,,,Evelyn Ashford,(9.97),15.04.57,USA
460,91.0,41.98,United States,1,Osaka,01.09.2007
461,,,Lauryn Williams,(11.05),11.09.83,USA
462,,,Allyson Felix,(10.28),18.11.85,USA
463,,,Mikele Barber,(10.44),04.10.80,USA
464,,,Torri Edwards,(10.21),31.01.77,USA
465,94.0,41.99,German Democratic Republic,1,Karl-Marx-Stad,09.07.1982
466,,,Gesine Walther,,06.10.62,GDR
467,,,Bärbel Wöckel,,21.03.55,GDR
468,,,Bärbel Schölzel,,09.10.59,GDR
469,,,Marlies Göhr,,21.03.58,GDR
470,94.0,41.99,Jamaica,2,Helsinki,13.08.2005
471,,,Danielle Browning,,29.08.81,JAM
472,,,Sherone Simpson,,12.08.84,JAM
473,,,Aleen Bailey,,25.11.80,JAM
474,,,Veronica Campbell-Brown,,16.05.82,JAM
475,94.0,41.99,Great Britain & N.I.,1h1,Eugene,22.07.2022
476,,,Asha Phillip,(11.52),25.10.90,GBR
477,,,Imani Lansiquot,(9.98),17.12.97,GBR
478,,,Ashleigh Nelson,(10.55),20.02.91,GBR
479,,,Daryll Neita,(9.94),29.08.96,GBR
480,97.0,42.0,Soviet Union,2,Moskva,17.08.1985
481,,,Antonina Nastoburko,,20.01.59,UKR
482,,,Natalya Voronova,,09.07.65,RUS
483,,,Marina Zhirova,,06.06.63,RUS
484,,,Elvira Barbashina,,25.02.63,UZB
485,97.0,42.0,United States,1,Johannesburg,13.09.1998
486,,,Cheryl Taplin,,02.09.72,USA
487,,,Chryste Gaines,,14.09.70,USA
488,,,Inger Miller,,12.06.72,USA
489,,,Carlette Guidry,,04.09.68,USA
490,97.0,42.0,United States,1h2,Beijing,29.08.2015
491,,,English Gardner,,22.04.92,USA
492,,,Allyson Felix,,18.11.85,USA
493,,,Jenna Prandini,,20.11.92,USA
494,,,Jasmine Todd,,23.12.93,USA
495,97.0,42.0,Germany 1,1rA,Regensburg,05.06.2016
496,,,Tatjana Pinto,,02.07.92,GER
497,,,Lisa Mayer,,02.05.96,GER
498,,,Gina Lückenkemper,,21.11.96,GER
499,,,Rebekka Haase,,02.01.93,GER
500,97.0,42.0,Germany,1h2,Tokyo,05.08.2021
501,,,Rebekka Haase,,02.01.93,GER
502,,,Alexandra Burghardt,,28.04.94,GER
503,,,Tatjana Pinto,,02.07.92,GER
504,,,Gina Lückenkemper,,21.11.96,GER
505,97.0,42.0,University of Texas,1r1,Austin,01.04.2023
506,,,Julien Alfred,,10.06.01,LCA
507,,,Ezinne Abba,,01.11.00,USA
508,,,Rhasidat Adeleke,,29.08.02,IRL
509,,,Kevona Davis,,20.12.01,JAM
510,10.0,42.01,Soviet Union,1s1,Seoul,01.10.1988
511,,,Lyudmila Kondratyeva,,11.04.58,RUS
512,,,Galina Malchugina,,17.12.62,RUS
513,,,Marina Zhirova,,06.06.63,RUS
514,,,Natalya Voronova,,09.07.65,RUS
515,10.0,42.01,Jamaica,2,Osaka,01.09.2007
516,,,Sherri-Ann Brooks,(11.05),11.02.83,JAM
517,,,Kerron Stewart,(10.38),16.04.84,JAM
518,,,Simone Facey,(10.52),07.05.85,JAM
519,,,Veronica Campbell-Brown,(10.06),16.05.82,JAM
520,10.0,42.01,Empire Ayjletics,1rA,Gaibesville,01.04.2023
521,,,Kortnei Johnson,,11.08.97,USA
522,,,Jasmine Camacho-Quinn,,21.08.96,PUR
523,,,Shakima Wimbley,,23.04.95,USA
524,,,Stephanie Davis,,07.02.99,USA
525,10.0,42.03,United States,1h1,Saint-Denis,29.08.2003
526,,,Angela Williams,,30.01.80,USA
527,,,Chryste Gaines,,14.09.70,USA
528,,,Inger Miller,,12.06.72,USA
529,,,Lauryn Williams,,11.09.83,USA
530,10.0,42.03,Trinidad & Tobago,3,Beijing,29.08.2015
531,,,Kelly-Ann Baptiste,,14.10.86,TTO
