,0,1,2,3,4,5
1080,21.0,3:23.69,University of Arkansas,3,Eugene,11.06.2022
1081,,,Morgan Burks-Magee,,06.03.99,USA
1082,,,Rosaline Effiong,,08.05.01,USA
1083,,,Jada Baylark,(51.44),17.10.97,USA
1084,,,Britton Wilson,(50.07),13.11.00,USA
1085,21.0,3:23.70,German Democratic Republic,1,Helsinki,14.08.1977
1086,,,Bettina Popp,,06.09.57,GDR
1087,,,Barbara Krug,,06.05.56,GDR
1088,,,Christina Lathan,,28.02.58,GDR
1089,,,Marita Koch,,18.02.57,GDR
1090,21.0,3:23.70,Soviet Union,1,Seattle,26.07.1990
1091,,,Yelena Vinogradova,(51.9),28.03.64,RUS
1092,,,Marina Shmonina,(51.3),09.02.65,UZB
1093,,,Yelena Ruzina,(50.1),23.07.64,RUS
1094,,,Lyudmila Dzhigalova,(50.4),22.01.62,UKR
1095,22.0,3:23.71,Jamaica,2h2,Göteborg,12.08.1995
1096,,,Claudine Williams,(51.6),08.01.76,JAM
1097,,,Merlene Frazer,(51.9),27.12.73,JAM
1098,,,Revoli Campbell,(50.00),04.07.72,JAM
1099,,,Sandie Richards,(50.21),06.11.68,JAM
1100,22.0,3:23.73,Czech Republic,5,Athínai,10.08.1997
1101,,,Nadezhda Kostovalová,(52.0),10.09.71,CZE
1102,,,Ludmila Formanová,(51.7),02.01.74,CZE
1103,,,Hana Benesová,(50.21),19.04.75,CZE
1104,,,Helena Fuchsová,(49.83),03.06.65,CZE
1105,22.0,3:23.74,Nigeria,5,Beijing,23.08.2008
1106,,,Joy Eze,(51.46e,23.04.87,NGR
1107,,,Folashade Abugan,(50.03e,28.12.90,NGR
1108,,,Oluoma Nwoke,(51.53),16.07.87,NGR
1109,,,Ajoke Odumosu,(50.72),27.10.87,NGR
1110,22.0,3:23.74,The Netherlands,6,Tokyo,07.08.2021
1111,,,Lieke Klaver,(50.6),20.08.98,NED
1112,,,Lisanne de Witte,(51.9),10.09.92,NED
1113,,,Laura de Witte,(52.17),07.08.95,NED
1114,,,Femke Bol,(48.97),23.02.00,NED
1115,22.0,3:23.75,University of Texas,1r1,Austin,03.04.2004
1116,,,Sheretta Jones,(53.0),12.09.83,USA
1117,,,Raasin McIntosh,(50.4),29.04.82,USA
1118,,,Jerrika Chapple,(50.1),11.09.84,USA
1119,,,Sanya Richards-Ross,(50.3),26.02.85,USA
1120,22.0,3:23.75,Russia,2h1,Beijing,29.08.2015
1121,,,Mariya Mikhailyuk,(51.9),29.01.91,RUS
1122,,,Kseniya Zadorina,(50.3),02.03.87,RUS
1123,,,Yekaterina Renzhina,(51.25),18.10.94,RUS
1124,,,Kseniya Aksyonova,(50.43),14.01.88,RUS
1125,22.0,3:23.76,Russia,1rA,Bergen,20.06.2010
1126,,,Kseniya Zadorina,(50.9e),02.03.87,RUS
1127,,,Natalya Ivanova,(51.6e),25.06.81,RUS
1128,,,Natalya Antyukh,(50.35),26.06.81,RUS
1129,,,Kseniya Aksyonova,(50.92),14.01.88,RUS
1130,22.0,3:23.77,Russia,1,Annecy,22.06.2008
1131,,,Yuliya Gushchina,(50.37),04.03.83,RUS
1132,,,Olesya Krasnomovets,(52.07),08.07.79,RUS
1133,,,Tatyana Veshkurova,(51.00),23.09.81,RUS
1134,,,Lyudmila Litvinova,(50.33),08.06.85,RUS
1135,22.0,3:23.79,United States,1h2,Athínai,27.08.2004
1136,,,Crystal Cox,(51.8),28.03.79,USA
1137,,,Moushami Robinson,(52.0),13.04.81,USA
1138,,,Monique Henderson,(49.64),18.02.83,USA
1139,,,Sanya Richards-Ross,(50.34),26.02.85,USA
1140,22.0,3:23.79,Great Britain & N.I.,1h1,München,19.08.2022
1141,,,Zoey Clark,(51.21),25.10.94,GBR
1142,,,Amarachi Pipi,(50.80),26.11.95,GBR
1143,,,Nicole Yeargin,(50.75),11.08.97,GBR
1144,,,Laviai Nielsen,(51.03),13.03.96,GBR
1145,23.0,3:23.80,Nigeria,3,Sydney,30.09.2000
1146,,,Olabisi Afolabi,(52.09),31.10.75,NGR
1147,,,Charity Opara,(50.97),20.05.72,NGR
1148,,,Rosemary Okafor,(51.13),22.05.81,NGR
1149,,,Falilat Ogunkoya,(49.61),05.12.68,NGR
1150,23.0,3:23.81,Australia,4,Sydney,30.09.2000
1151,,,Nova Peris,(51.71),25.02.71,AUS
1152,,,Tamsyn Manou,(51.69),20.07.78,AUS
1153,,,Melinda Gainsford-Taylor,(51.06),01.10.71,AUS
1154,,,Cathy Freeman,(49.35),16.02.73,AUS
1155,23.0,3:23.81,Germany,1,Bremen,24.06.2001
1156,,,Claudia Marx,(52.3),16.09.78,GER
1157,,,Shanta Ghosh,(50.3),03.01.75,GER
1158,,,Florence Ekpo-Umoh,(51.52),27.12.77,GER
1159,,,Grit Breuer,(49.70),16.02.72,GER
1160,23.0,3:23.82,Jamaica,1h1,Stuttgart,21.08.1993
1161,,,Beverley Grant,(51.6),25.09.70,JAM
1162,,,Inez Turner,(50.6),03.12.72,JAM
1163,,,Deon Hemmings,(50.61),09.10.68,JAM
1164,,,Sandie Richards,(51.01),06.11.68,JAM
1165,23.0,3:23.82,Czech Republic,4,Sevilla,29.08.1999
1166,,,Jitka Burianová,(51.9),17.01.77,CZE
1167,,,Hana Benesová,(51.6),19.04.75,CZE
1168,,,Ludmila Formanová,(50.52),02.01.74,CZE
1169,,,Helena Fuchsová,(49.84),03.06.65,CZE
1170,23.0,3:23.82,United States - Red,1r2,Philadelphi,24.04.2004
1171,,,Kia Davis,(52.3),23.05.76,USA
1172,,,Jearl Miles-Clark,(50.4),04.09.66,USA
1173,,,Moushami Robinson,(51.0),13.04.81,USA
1174,,,Suziann Reid,(50.1),14.01.77,USA
1175,23.0,3:23.82,Jamaica,3rA,Philadelphi,30.04.2011
1176,,,Shericka Williams,(51.5),17.09.85,JAM
1177,,,Novlene Williams-Mills,(50.4),26.04.82,JAM
1178,,,Christine Day,(51.33),23.08.86,JAM
1179,,,Kaliese Spencer,(50.59),06.04.87,JAM
1180,23.0,3:23.82,Jamaica,1,Glasgow,02.08.2014
1181,,,Christine Day,(51.3e),23.08.86,JAM
1182,,,Novlene Williams-Mills,(50.6e),26.04.82,JAM
1183,,,Anastasia Le-Roy,(51.52),11.09.87,JAM
1184,,,Stephenie Ann McPherson,(50.33),25.11.88,JAM
1185,23.0,3:23.83,Jamaica,4,Stuttgart,22.08.1993
1186,,,Deon Hemmings,(51.1),09.10.68,JAM
1187,,,Inez Turner,(51.1),03.12.72,JAM
1188,,,Juliet Campbell,(51.47),17.03.70,JAM
1189,,,Sandie Richards,(50.16),06.11.68,JAM
1190,23.0,3:23.84,Germany,3h2,Göteborg,12.08.1995
1191,,,Linda Kisabaka,(52.0),09.04.69,GER
1192,,,Karin Janke,(51.0),14.10.63,GER
1193,,,Sandra Kuschmann,(50.68),15.02.74,GER
1194,,,Uta Rohländer-Fromm,(50.18),30.06.69,GER
1195,23.0,3:23.84,United States,1h2,Nassau,24.05.2014
1196,,,Dee Dee Trotter,(51.5),08.12.82,USA
1197,,,Sanya Richards-Ross,(50.0),26.02.85,USA
1198,,,Monica Hargrove,(51.9),30.12.82,USA
1199,,,Jessica Beard,(50.5),08.01.89,USA
1200,24.0,3:23.86,Ukraine,4,Daegu,03.09.2011
1201,,,Natalya Pyhyda,(50.8),30.01.81,UKR
1202,,,Anastasiya Rabchenyuk,(50.8),14.09.83,UKR
1203,,,Anna Ryzhykova,(52.00),24.11.89,UKR
1204,,,Antonina Yefremova,(50.50),19.07.81,UKR
1205,24.0,3:23.89,Great Britain & N.I.,2h2,Tokyo,31.08.1991
1206,,,Phylis Smith,(52.0),29.09.65,GBR
1207,,,Lorraine Hanson,(51.3),22.04.65,GBR
1208,,,Linda Staines,(51.1),26.12.63,GBR
1209,,,Sally Gunnell,(49.5),29.07.66,GBR
1210,24.0,3:23.90,Great Britain & N.I.,2h2,Beijing,29.08.2015
1211,,,Eilidh Doyle,(51.8),20.02.87,GBR
1212,,,Anyika Onuora,(50.5),28.10.84,GBR
1213,,,Kirsten McAslan,(51.02),01.09.93,GBR
1214,,,Seren Bundy-Davies,(50.63),30.12.94,GBR
1215,24.0,3:23.92,Great Britain & N.I.,2h1,Eugene,23.07.2022
1216,,,Amarachi Pipi,(52.00),26.11.95,GBR
1217,,,Laviai Nielsen,(50.73),13.03.96,GBR
1218,,,Victoria Ohuruogu,(50.67),28.02.93,GBR
1219,,,Nicole Yeargin,(50.52),11.08.97,GBR
1220,24.0,3:23.95,United States,1h1,Sydney,29.09.2000
1221,,,Jearl Miles-Clark,(50.43),04.09.66,USA
1222,,,Monique Hennagan,(51.15),26.05.76,USA
1223,,,Andrea Anderson,(50.62),17.09.77,USA
1224,,,LaTasha Colander,(51.75),23.08.76,USA
1225,24.0,3:23.96,Belgium,7,Tokyo,07.08.2021
1226,,,Naomi van den Broeck,(51.9),03.01.96,BEL
1227,,,Imke Vervaet,(50.0),11.04.93,BEL
1228,,,Paulien Couckuyt,(51.04),19.05.97,BEL
1229,,,Camille Laus,(50.89),23.05.93,BEL
1230,24.0,3:23.97,German Democratic Republic,2,Barcelona,08.09.1989
1231,,,Annette Hesselbarth,(51.9),04.06.66,GER
1232,,,Kathrin Schreiter,(51.0),24.02.69,GER
1233,,,Christine Wachtel,(50.9),06.01.65,GER
1234,,,Grit Breuer,(50.2),16.02.72,GER
1235,24.0,3:23.98,German Democratic Republic,1,Cottbus,26.06.1982
1236,,,Kirsten Emmelmann,,19.04.61,GDR
1237,,,Sabine Busch,,21.11.62,GER
1238,,,Dagmar Neubauer,,03.06.62,GER
1239,,,Marita Koch,,18.02.57,GDR
1240,24.0,3:23.98,Russia,2,Göteborg,13.08.1995
1241,,,Tatyana Chebykina,(51.1),22.11.68,RUS
1242,,,Svetlana Goncharenko,(51.2),26.05.71,RUS
1243,,,Yulia Sotnikova,(51.25),18.11.70,RUS
1244,,,Yelena Andreyeva,(50.44),09.05.69,RUS
1245,25.0,3:23.99,Great Britain & N.I.,3h2,Tokyo,05.08.2021
1246,,,Emily Diamond,(51.5),11.06.91,GBR
1247,,,Zoey Clark,(50.9),25.10.94,GBR
1248,,,Laviai Nielsen,(50.92),13.03.96,GBR
1249,,,Nicole Yeargin,(50.59),11.08.97,GBR
1250,25.0,3:24.0,German Democratic Republic,1,Nice,17.08.1975
1251,,,Brigitte Rohde,(50.8),08.10.54,GDR
1252,,,Gisela Anton,(51.0),28.11.54,GDR
1253,,,Rita Kühne,(50.8),05.01.47,GDR
1254,,,Ellen Streidt,(51.4),27.07.52,GDR
1255,25.0,3:24.00,Jamaica,1,Gold Coast,14.04.2018
1256,,,Christine Day,(52.0),23.08.86,JAM
1257,,,Anastasia Le-Roy,(50.9),11.09.87,JAM
1258,,,Janieve Russell,(50.62),14.11.93,JAM
1259,,,Stephenie Ann McPherson,(50.45),25.11.88,JAM
1260,25.0,3:24.01,The Netherlands,4h2,Tokyo,05.08.2021
1261,,,Lieke Klaver,(51.2),20.08.98,NED
1262,,,Lisanne de Witte,(51.8),10.09.92,NED
1263,,,Laura de Witte,(51.85),07.08.95,NED
1264,,,Femke Bol,(49.14),23.02.00,NED
1265,25.0,3:24.03,German Democratic Republic,2,Tbilisi,27.06.1981
1266,,,Dagmar Neubauer,,03.06.62,GER
1267,,,Gabriele Kotte,,12.12.58,GDR
1268,,,Undine Bremer,,30.06.61,GDR
1269,,,Marita Koch,,18.02.57,GDR
1270,25.0,3:24.04,German Democratic Republic,1,Düsseldorf,02.09.1977
1271,,,Bettina Popp,,06.09.57,GDR
1272,,,Barbara Krug,,06.05.56,GDR
1273,,,Christina Lathan,,28.02.58,GDR
1274,,,Marita Koch,,18.02.57,GDR
1275,25.0,3:24.04,United States,1,San José,21.07.2019
1276,,,Alexis Holmes,,28.01.00,USA
1277,,,Kimberly Harris,,11.07.02,USA
1278,,,Ziyah Holman,,01.03.02,USA
1279,,,Kayla Davis,,21.12.03,USA
1280,25.0,3:24.04,Cuba,2h1,Tokyo,05.08.2021
1281,,,Zurian Hechavarría,(51.7),10.08.95,CUB
1282,,,Rose Mary Almanza,(50.8),13.07.92,CUB
1283,,,Sahily Diago,(51.34),26.08.95,CUB
1284,,,Lisneidy Veitía,(50.13),29.04.94,CUB
1285,25.0,3:24.05,Australia,2h3,Sydney,29.09.2000
1286,,,Tamsyn Manou,(51.2),20.07.78,AUS
1287,,,Susan Andrews,(51.2),26.05.71,AUS
1288,,,Jana Rawlinson,(51.10),09.11.82,AUS
1289,,,Nova Peris,(50.53),25.02.71,AUS
1290,25.0,3:24.05,United States,1h3,Nassau,02.05.2015
1291,,,Dee Dee Trotter,(52.16),08.12.82,USA
1292,,,Natasha Hastings,(50.73),23.07.86,USA
1293,,,Phyllis Francis,(49.74),04.05.92,USA
1294,,,Jessica Beard,(51.42),08.01.89,USA
1295,25.0,3:24.05,Canada,5h2,Tokyo,05.08.2021
1296,,,Alicia Brown,(51.8),21.01.90,CAN
1297,,,Sage Watson,(50.5),20.06.94,CAN
1298,,,Madeline Price,(50.80),11.09.95,CAN
1299,,,Kyra Constantine,(50.90),01.08.98,CAN
1300,26.0,3:24.06,Russia,2,Helsinki,14.08.1994
1301,,,Natalya Khrushchelyova,(52.4),20.05.73,RUS
1302,,,Yelena Andreyeva,(50.22),09.05.69,RUS
1303,,,Tatyana Zakharova,(51.36),18.04.69,RUS
1304,,,Svetlana Goncharenko,(50.08),26.05.71,RUS
1305,26.0,3:24.07,Germany,1,Barcelona,01.08.2010
1306,,,Fabienne Kohlmann,(52.5e),06.11.89,GER
1307,,,Esther Cremer,(50.5e),29.03.88,GER
1308,,,Janin Lindenberg,(50.90),20.01.87,GER
1309,,,Claudia Hoffman,(50.20),10.12.82,GER
1310,26.0,3:24.08,German Democratic Republic,1,Gateshead,06.08.1989
1311,,,Sigrun Wodars,(52.6),07.11.65,GDR
1312,,,Kathrin Schreiter,(50.5),24.02.69,GER
1313,,,Christine Wachtel,(50.1),06.01.65,GER
1314,,,Grit Breuer,(50.9),16.02.72,GER
1315,26.0,3:24.08,United States,1h2,Stuttgart,21.08.1993
1316,,,Terri Dendy,(51.6),08.05.65,USA
1317,,,Michelle Collins,(50.9),12.02.71,USA
1318,,,Maicel Malone,(50.00),12.06.69,USA
1319,,,Natasha Kaiser-Brown,(51.41),14.05.67,USA
1320,26.0,3:24.08,Germany,1h2,Atlanta,02.08.1996
1321,,,Uta Rohländer-Fromm,(51.73),30.06.69,GER
1322,,,Linda Kisabaka,(51.16),09.04.69,GER
1323,,,Anja Rücker,(51.08),20.12.72,GER
1324,,,Grit Breuer,(50.11),16.02.72,GER
1325,26.0,3:24.08,Belgium,3h1,Tokyo,05.08.2021
1326,,,Naomi van den Broeck,(51.6),03.01.96,BEL
1327,,,Imke Vervaet,(50.7),11.04.93,BEL
1328,,,Paulien Couckuyt,(51.08),19.05.97,BEL
1329,,,Camille Laus,(50.61),23.05.93,BEL
1330,26.0,3:24.1,German Democratic Republic,2,Leipzig,24.06.1979
1331,,,Gabriele Kotte,,12.12.58,GDR
1332,,,Brigitte Rohde,,08.10.54,GDR
1333,,,Ellen Streidt,,27.07.52,GDR
1334,,,Christina Lathan,,28.02.58,GDR
1335,26.0,3:24.10,Germany,3,Helsinki,14.08.1994
1336,,,Karin Janke,(52.0),14.10.63,GER
1337,,,Uta Rohländer-Fromm,(51.5),30.06.69,GER
1338,,,Heike Meißner,(51.36),29.01.70,GER
1339,,,Anja Rücker,(49.80),20.12.72,GER
1340,26.0,3:24.10,Russia,1,München,22.06.1997
1341,,,Yekaterina Bakhvalova,(51.19),29.10.72,RUS
1342,,,Yekaterina Kulikova,(51.23),07.11.68,RUS
1343,,,Natalya Khrushchelyova,(51.76),20.05.73,RUS
1344,,,Olga Kotlyarova,(49.92),12.04.76,RUS
1345,26.0,3:24.10,Nigeria,3h2,Beijing,22.08.2008
1346,,,Folashade Abugan,(51.47e,28.12.90,NGR
1347,,,Joy Eze,(50.42e,23.04.87,NGR
1348,,,Oluoma Nwoke,(51.83),16.07.87,NGR
1349,,,Ajoke Odumosu,(50.38),27.10.87,NGR
1350,27.0,3:24.11,Canada,4,Roma,06.09.1987
1351,,,Charmaine Crooks,(51.0),08.08.62,CAN
1352,,,Molly Killingbeck,(51.5),03.02.59,CAN
1353,,,Marita Payne,(51.02),07.10.60,CAN
1354,,,Jillian Richardson,(50.59),10.03.65,CAN
1355,27.0,3:24.11,Jamaica,3rA,Philadelphi,27.04.2013
1356,,,Shericka Williams,(51.9),17.09.85,JAM
1357,,,Novlene Williams-Mills,(50.0),26.04.82,JAM
1358,,,Christine Day,(51.0),23.08.86,JAM
1359,,,Kaliese Spencer,(51.2),06.04.87,JAM
1360,27.0,3:24.12,Europa,2,Marrakesh,14.09.2014
1361,,,Indira Terrero,(52.4e),29.11.85,ESP
1362,,,Malgorzata Holub-Kowalik,(50.1e),30.10.92,POL
1363,,,Olha Zemlyak,(50.24),16.01.90,UKR
1364,,,Libania Grenot,(51.40),12.07.83,ITA
1365,27.0,3:24.13,Federal Republic of German,2,Düsseldorf,20.06.1988
1366,,,Ute Thimm,,10.07.58,FRG
1367,,,Helga Arendt,,24.04.64,GER
1368,,,Gudrun Abt,,03.08.62,GER
1369,,,Gisela Kinzel,,17.05.61,FRG
1370,27.0,3:24.13,Ukraine,2h1,Daegu,02.09.2011
1371,,,Natalya Pyhyda,(51.1e),30.01.81,UKR
1372,,,Olga Zavhorodnya,(51.3e),06.01.83,UKR
1373,,,Anna Ryzhykova,(51.54),24.11.89,UKR
1374,,,Antonina Yefremova,(50.18),19.07.81,UKR
1375,27.0,3:24.14,Great Britain & N.I.,4,Helsinki,14.08.1994
1376,,,Melanie Neef,(51.60),26.05.70,GBR
1377,,,Linda Staines,(52.47),26.12.63,GBR
1378,,,Phylis Smith,(50.62),29.09.65,GBR
1379,,,Sally Gunnell,(49.45),29.07.66,GBR
1380,27.0,3:24.17,Soviet Union,1h1,Praha,02.09.1978
1381,,,Tatyana Prorochenko,,15.03.52,UKR
1382,,,Nadezhda Olizarenko,,28.11.53,UKR
1383,,,Tatyana Providokhina,,26.03.53,RUS
1384,,,Mariya Pinigina,,09.02.58,UKR
1385,27.0,3:24.20,Germany,2,Frankfurt,30.06.1991
1386,,,Kathrin Schreiter,,24.02.69,GER
1387,,,Sabine Busch,,21.11.62,GER
1388,,,Uta Rohländer-Fromm,,30.06.69,GER
1389,,,Grit Breuer,,16.02.72,GER
1390,27.0,3:24.21,United States,1,La Habana,11.08.1991
1391,,,Natasha Kaiser-Brown,(52.1),14.05.67,USA
1392,,,Tasha Downing,(52.1),05.07.70,USA
1393,,,Maicel Malone,(50.1),12.06.69,USA
1394,,,Jearl Miles-Clark,(49.9),04.09.66,USA
1395,27.0,3:24.21,France,3,Moskva,17.08.2013
1396,,,Marie Gayot,(51.54),18.12.89,FRA
1397,,,Lenora Guion Firmin,(50.26),07.08.91,FRA
1398,,,Muriel Hurtis,(51.74),25.03.79,FRA
1399,,,Floria Guei,(50.67),02.05.90,FRA
1400,27.0,3:24.21,University of Texas,1,Eugene,14.06.2014
1401,,,Briana Nelson,(52.8),18.07.92,USA
1402,,,Kendall Baisden,(50.5),05.03.95,USA
1403,,,Morolake Akinosun,(51.37),17.05.94,USA
1404,,,Courtney Okolo,(49.57),15.03.94,USA
1405,28.0,3:24.23,Great Britain & N.I.,3,Barcelona,08.08.1992
1406,,,Phylis Smith,(51.51),29.09.65,GBR
1407,,,Sandra Douglas,(51.89),22.04.67,GBR
1408,,,Jennifer Stoute,(50.41),16.04.65,GBR
1409,,,Sally Gunnell,(50.42),29.07.66,GBR
1410,28.0,3:24.23,Russia,1,Roma,27.06.1993
1411,,,Yelena Golesheva,,12.07.66,RUS
1412,,,Yelena Ruzina,,23.07.64,RUS
1413,,,Vera Sychugova,,13.10.63,RUS
1414,,,Tatyana Alekseyeva,,07.10.63,RUS
1415,28.0,3:24.23,Cuba,2h2,Atlanta,02.08.1996
1416,,,Idalmis Bonne,(51.91),02.02.71,CUB
1417,,,Daisy Julia Duporty,(50.92),09.02.71,CUB
1418,,,Surella Morales,(51.31),16.06.63,CUB
1419,,,Ana Fidelia Quirot,(50.09),23.03.63,CUB
1420,28.0,3:24.23,Jamaica,1h2,Eugene,23.07.2022
1421,,,Stacey-Ann Williams,(52.13),08.03.99,JAM
1422,,,Junelle Bromfield,(50.94),08.02.98,JAM
1423,,,Tiffany James,(50.94),31.01.97,JAM
1424,,,Charokee Young,(50.22),21.08.00,JAM
1425,28.0,3:24.24,Soviet Union,3,Montréal,31.07.1976
1426,,,Inta Klimovicha,(51.4),14.12.51,LAT
1427,,,Lyudmila Aksyenova,(50.5),23.04.47,UKR
1428,,,Natalya Sokolova,(51.5),06.10.49,RUS
1429,,,Nadezhda Ilyina,(50.8),24.01.49,RUS
1430,28.0,3:24.25,Great Britain & N.I.,3,Frankfurt,30.06.1991
1431,,,Sally Gunnell,(51.4),29.07.66,GBR
1432,,,Lorraine Hanson,(51.3),22.04.65,GBR
1433,,,Jennifer Stoute,(51.6),16.04.65,GBR
1434,,,Linda Staines,(50.0),26.12.63,GBR
1435,28.0,3:24.26,Germany,1,Johannesbur,11.09.1998
1436,,,Anke Feller,(53.02),26.09.71,GER
1437,,,Uta Rohländer-Fromm,(50.78),30.06.69,GER
1438,,,Ulrike Urbansky,(51.20),06.04.77,GER
1439,,,Grit Breuer,(49.26),16.02.72,GER
1440,28.0,3:24.27,France,1,Zürich,17.08.2014
1441,,,Marie Gayot,(52.0e),18.12.89,FRA
1442,,,Muriel Hurtis,(50.7e),25.03.79,FRA
1443,,,Agnès Raharolahy,(51.78),07.11.92,FRA
1444,,,Floria Guei,(49.71),02.05.90,FRA
1445,29.0,3:24.28,"Hebei, CHN",1,Beijing,13.09.1993
1446,,,An Xiaohong,,68,CHN
1447,,,Bai Xiaoyun,,15.06.73,CHN
1448,,,Cao Chunying,,08.05.74,CHN
1449,,,Ma Yuqin,,11.09.72,CHN
1450,29.0,3:24.28,United States,1,London,14.07.2018
1451,,,Brionna Thomas,(51.6),21.03.96,USA
1452,,,Jasmine Blocker,(50.7),09.06.92,USA
1453,,,Kiana Horton,(51.44),29.01.97,USA
1454,,,Courtney Okolo,(50.45),15.03.94,USA
1455,29.0,3:24.29,Jamaica,2,London,14.07.2018
1456,,,Christine Day,(51.8),23.08.86,JAM
1457,,,Janieve Russell,(50.4),14.11.93,JAM
1458,,,Tiffany James,(52.27),31.01.97,JAM
1459,,,Stephenie Ann McPherson,(49.70),25.11.88,JAM
1460,29.0,3:24.30,German Democratic Republic,1,Sofia,12.07.1975
1461,,,Gisela Anton,,28.11.54,GDR
1462,,,Ellen Streidt,,27.07.52,GDR
1463,,,Brigitte Rohde,,08.10.54,GDR
1464,,,Waltraud Dietsch,,26.11.50,GDR
1465,29.0,3:24.32,Great Britain & N.I.,2,Barcelona,01.08.2010
1466,,,Nicola Sanders,(52.0),23.06.82,GBR
1467,,,Marilyn Okoro,(52.1),23.09.84,GBR
1468,,,Lee McConnell,(50.64),09.10.78,GBR
1469,,,Perri Shakes-Drayton,(49.60),21.12.88,GBR
1470,29.0,3:24.32,Ukraina,2,Zürich,17.08.2014
1471,,,Natalya Pyhyda,(51.6e),30.01.81,UKR
1472,,,Hrystyna Stuy,(51.2e),03.02.88,UKR
1473,,,Hanna Ryzhkova,(50.82),24.11.89,UKR
1474,,,Olha Zemlyak,(50.62),16.01.90,UKR
1475,29.0,3:24.34,Great Britain & N.I.,3,Zürich,17.08.2014
1476,,,Eilidh Doyle,(51.3e),20.02.87,GBR
1477,,,Kelly Massey,(50.9e),11.01.85,GBR
1478,,,Shana Cox,(51.26),22.01.85,GBR
1479,,,Margaret Adeoye,(50.74),22.04.85,GBR
1480,29.0,3:24.36,Great Britain & N.I.,1,Portsmouth,05.06.1993
1481,,,Phylis Smith,(51.7),29.09.65,GBR
1482,,,Tracy Goddard,(52.2),29.11.69,GBR
1483,,,Jennifer Stoute,(50.6),16.04.65,GBR
1484,,,Sally Gunnell,(49.9),29.07.66,GBR
1485,29.0,3:24.36,United States,1rA,Nassau,23.04.2017
1486,,,Phyllis Francis,(50.42),04.05.92,USA
1487,,,Ashley Spencer,(50.92),06.06.93,USA
1488,,,Quanera Hayes,(50.66),07.03.92,USA
1489,,,Natasha Hastings,(52.36),23.07.86,USA
1490,29.0,3:24.39,Americas,2,Johannesbur,11.09.1998
1491,,,Norfalia Carabali,(52.10),21.01.64,COL
1492,,,Deon Hemmings,(51.92),09.10.68,JAM
1493,,,Andrea Blackett,(50.56),24.01.76,BAR
1494,,,Sandie Richards,(49.81),06.11.68,JAM
1495,30.0,3:24.40,Czech Republic,3h3,Sydney,29.09.2000
1496,,,Jitka Burianová,-5107,17.01.77,CZE
1497,,,Hana Benesová,(51.00),19.04.75,CZE
1498,,,Lenka Ficková,(52.24),10.01.82,CZE
1499,,,Helena Fuchsová,(50.09),03.06.65,CZE
1500,30.0,3:24.44,Great Britain & N.I.,3,Helsinki,14.08.2005
1501,,,Lee McConnell,(51.4),09.10.78,GBR
1502,,,Donna Fraser,(51.0),07.11.72,GBR
1503,,,Nicola Sanders,(50.80),23.06.82,GBR
1504,,,Christine Ohuruogu,(51.27),17.05.84,GBR
1505,30.0,3:24.45,Nigeria,5,Tokyo,01.09.1991
1506,,,Fatima Yusuf,(51.6),02.05.71,NGR
1507,,,Mary Onyali,(51.6),03.02.68,NGR
1508,,,Airat Bakare,(51.28),27.05.67,NGR
1509,,,Charity Opara,(49.97),20.05.72,NGR
1510,30.0,3:24.45,University of Arkansas - A,2r1,Austin,01.04.2023
1511,,,Paris Peoples,,27.05.00,USA
1512,,,Rosaline Effiong,,08.05.01,USA
1513,,,Joanne Reid,(51.57),25.12.01,JAM
1514,,,Britton Wilson,(49.68),13.11.00,USA
1515,30.0,3:24.49,Poland,4,Helsinki,14.08.2005
1516,,,Anna Guzowska,(52.2e),15.01.80,POL
1517,,,Monika Bejnar,(50.2e),10.03.81,POL
1518,,,Grazyna Prokopek,(50.47),20.04.77,POL
1519,,,Anna Jesien,(51.59),10.12.78,POL
1520,30.0,3:24.50,Canada,3h1,Roma,05.09.1987
1521,,,Charmaine Crooks,,08.08.62,CAN
1522,,,Molly Killingbeck,,03.02.59,CAN
1523,,,Marita Payne,,07.10.60,CAN
1524,,,Jillian Richardson,,10.03.65,CAN
1525,30.0,3:24.50,Ukraine,6h2,Tokyo,05.08.2021
1526,,,Kateryna Klymyuk,(52.0),02.06.95,UKR
1527,,,Alina Lohvynenko,(51.0),18.07.90,UKR
1528,,,Viktoriya Tkachuk,(51.05),08.11.94,UKR
1529,,,Anna Ryzhykova,(50.31),24.11.89,UKR
1530,30.0,3:24.51,Russia,1h1,Sevilla,28.08.1999
1531,,,Natalya Sharova,(52.0),04.10.72,RUS
1532,,,Yekaterina Bakhvalova,(50.2),29.10.72,RUS
1533,,,Tatyana Chebykina,(51.51),22.11.68,RUS
1534,,,Svetlana Goncharenko,(50.78),26.05.71,RUS
1535,30.0,3:24.53,United States,2,Seattle,26.07.1990
1536,,,Natasha Kaiser-Brown,(52.6),14.05.67,USA
1537,,,Rochelle Stevens,(52.6),08.09.66,USA
1538,,,Lillie Leatherwood,(50.3),06.07.64,USA
1539,,,Maicel Malone,(50.7),12.06.69,USA
1540,30.0,3:24.54,Soviet Union,1h1,Montréal,30.07.1976
1541,,,Inta Klimovicha,,14.12.51,LAT
1542,,,Lyudmila Aksyenova,,23.04.47,UKR
1543,,,Natalya Sokolova,,06.10.49,RUS
1544,,,Nadezhda Ilyina,,24.01.49,RUS
1545,30.0,3:24.54,University of Oregon,1,Des Moines,09.06.2012
1546,,,English Gardner,(51.1),22.04.92,USA
