,0,1,2,3,4,5
193,,,Moushami Robinson,(51.5),13.04.81,USA
194,,,Sanya Richards,(51.7),26.02.85,JAM
195,40.0,3:27.83,Belarus,1,Birmingham,04.03.2007
196,,,Yulianna Yuschanka,(53.16),14.08.84,BLR
197,,,Irina Khlyustova,(52.07),25.08.78,BLR
198,,,Sviatlana Usovich,(52.01),14.10.80,BLR
199,,,Ilona Usovich,(50.59),14.11.82,BLR
200,41.0,3:27.90,Great Britain & N.I.,3,Sopot,09.03.2014
201,,,Eilidh Doyle,(52.25),20.02.87,GBR
202,,,Shana Cox,(51.80),22.01.85,GBR
203,,,Margaret Adeoye,(51.33),22.04.85,GBR
204,,,Christine Ohuruogu,(52.52),17.05.84,GBR
205,42.0,3:27.91,University of Southern C,2r3,Fayetteville,13.03.2021
206,,,Bailey Lear,(52.75),17.03.01,USA
207,,,Jan´Taijah Jones,(51.92),05.03.01,USA
208,,,Nicole Yeargin,(52.08),11.08.97,GBR
209,,,Kaelin Roberts,(51.17),06.01.99,USA
210,43.0,3:27.94,University of Texas,1rA,Fayetteville,13.02.2016
211,,,Chris-Ann Gordon,(52.26),18.09.94,JAM
212,,,Morolake Akinosun,(51.70),17.05.94,USA
213,,,Ariel Jones,(53.40),18.07.95,USA
214,,,Courtney Okolo,(50.59),15.03.94,USA
215,44.0,3:27.95,Soviet Union,2,Sevilla,10.03.1991
216,,,Marina Shmonina,(53.0),09.02.65,UZB
217,,,Lyudmila Dzhigalova,(51.9),22.01.62,UKR
218,,,Margarita Ponomaryova,(51.9),19.06.63,RUS
219,,,Aelita Yurchenko,(51.2),01.01.65,UKR
220,45.0,3:28.00,Russia,1,Madrid,06.03.2005
221,,,Tatyana Levina,(52.61),28.02.77,RUS
222,,,Yuliya Pechonkina,(51.43),21.04.78,RUS
223,,,Irina Rosikhina,(53.02),11.05.75,RUS
224,,,Svetlana Pospelova,(50.94),24.12.79,RUS
225,46.0,3:28.05,University of Texas,2r1,Clemson,12.02.2022
226,,,Stacey-Ann Williams,(52.13),08.03.99,JAM
227,,,Rhasidat Adeleke,(51.70),29.08.02,IRL
228,,,Davicia Patterson,(53.66),15.12.00,IRL
229,,,Kennedy Simon,(50.55),12.02.00,USA
230,47.0,3:28.07,University of Arkansas,3r3,Fayetteville,13.03.2021
231,,,Paris Peoples,(52.83),27.05.00,USA
232,,,Morgan Burks-Magee,(52.18),06.03.99,USA
233,,,Tiana Wilson,(52.25),19.07.00,USA
234,,,Shafiqua Maloney,(50.83),27.02.99,VIN
235,48.0,3:28.16,Russia,2,Birmingham,04.03.2007
236,,,Oleysa Zykina,(52.39),07.10.80,RUS
237,,,Natalya Ivanova,(52.19),25.06.81,RUS
238,,,Zhanna Kashcheyeva,(52.79),27.07.82,RUS
239,,,Natalya Antyukh,(50.79),26.06.81,RUS
240,49.0,3:28.17,Russia,1,Valencia,09.03.2008
241,,,Yuliya Gushchina,(52.56),04.03.83,RUS
242,,,Tatyana Levina,(52.37),28.02.77,RUS
243,,,Natalya Nazarova,(52.54),22.05.79,RUS
244,,,Oleysa Zykina,(50.90),07.10.80,RUS
245,50.0,3:28.18,Russia,2,Göteborg,03.03.2013
246,,,Olga Tovarnova,(52.98),11.04.85,RUS
247,,,Tatyana Veshkurova,(52.24),23.09.81,RUS
248,,,Nadezhda Kotlyarova,(51.56),12.06.89,RUS
249,,,Kseniya Zadorina,(51.40),02.03.87,RUS
250,51.0,3:28.20,Great Britain & N.I.,2,Torun,07.03.2021
251,,,Zoey Clark,(51.83),25.10.94,GBR
252,,,Jodie Williams,(52.17),28.09.93,GBR
253,,,Amarachi Pipi,(52.62),26.11.95,GBR
254,,,Jessie Knight,(51.58),15.06.94,GBR
255,52.0,3:28.25,University of South Caro,2r3,Fayetteville,15.03.2003
256,,,Naleya Keasha Downer,(52.7),27.01.80,JAM
257,,,Raasin McIntosh,(51.6),29.04.82,USA
258,,,Moushami Robinson,(51.8),13.04.81,USA
259,,,Sanya Richards-Ross,(51.6),26.02.85,USA
260,53.0,3:28.27,University of Texas,1r3,Birmingham AL,12.03.2016
261,,,Chris-Ann Gordon,(52.42),18.09.94,JAM
262,,,Ariel Jones,(53.02),18.07.95,USA
263,,,Morolake Akinosun,(52.07),17.05.94,USA
264,,,Courtney Okolo,(50.77),15.03.94,USA
265,53.0,3:28.27,University of Texas,2r3,Birmingham AL,12.03.2022
266,,,Stacey-Ann Williams,(53.39),08.03.99,JAM
267,,,Rhasidat Adeleke,(51.27),29.08.02,IRL
268,,,Davicia Patterson,(53.17),15.12.00,IRL
269,,,Kennedy Simon,(50.78),12.02.00,USA
270,55.0,3:28.36,Texas A&M University,3r3,College Station,11.03.2017
271,,,Jaevin Reed,(52.08),05.02.98,USA
272,,,Briyhana Desrosiers,(52.35),11.03.96,USA
273,,,Danyel White,(51.79),10.02.98,USA
274,,,Jazmine Fray,(52.15),06.06.97,USA
275,56.0,3:28.37,Hurdlemechanic,1r5,Fayetteville,11.02.2023
276,,,Nicole Yeargin,(52.90),11.08.97,GBR
277,,,Andrenette Knight,(51.16),19.11.96,JAM
278,,,Dalilah Muhammad,(52.17),07.02.90,USA
279,,,Alexis Holmes,(51.16),28.01.00,USA
280,57.0,3:28.39,Germany,3,Paris,09.03.1997
281,,,Anja Rücker,(52.62),20.12.72,GER
282,,,Anke Feller,(52.67),26.09.71,GER
283,,,Heike Meißner,(51.57),29.01.70,GER
284,,,Grit Breuer,(51.53),16.02.72,GER
285,57.0,3:28.39,University of Arkansas -,1r1,Fayetteville,12.02.2022
286,,,Britton Wilson,(51.88),13.11.00,USA
287,,,Jayla Hollis,(51.93),03.09.02,USA
288,,,Paris Peoples,(53.00),27.05.00,USA
289,,,Rosaline Effiong,(51.59),08.05.01,USA
290,59.0,3:28.40,Jamaica,1,Beograd,20.03.2022
291,,,Junelle Bromfield,(52.36),08.02.98,JAM
292,,,Janieve Russell,(51.52),14.11.93,JAM
293,,,Roneisha McGregor,(53.57),09.10.97,JAM
294,,,Stephenie Ann McPherson,(50.95),25.11.88,JAM
295,60.0,3:28.43,University of Arkansas,2r5,Fayetteville,11.02.2023
296,,,Ashanti Denton,(52.83),23.07.02,USA
297,,,Aaliyah Pyatt,(53.09),24.01.03,USA
298,,,Britton Wilson,(50.59),13.11.00,USA
299,,,Joanne Reid,(51.93),25.12.01,JAM
300,61.0,3:28.45,Russia,1,Birmingham,16.03.2003
301,,,Natalya Antyukh,(51.55),26.06.81,RUS
302,,,Yuliya Pechonkina,(51.75),21.04.78,RUS
303,,,Oleysa Zykina,(52.87),07.10.80,RUS
304,,,Natalya Nazarova,(52.28),22.05.79,RUS
305,62.0,3:28.47,Czech Republic,4,Paris,09.03.1997
306,,,Nadezhda Kostovalová,(53.35),10.09.71,CZE
307,,,Ludmila Formanová,(52.40),02.01.74,CZE
308,,,Helena Fuchsová,(52.20),03.06.65,CZE
309,,,Hana Benesová,(50.52),19.04.75,CZE
310,62.0,3:28.47,Belarus,1h2,Moskva,12.03.2006
311,,,Natallia Salahub,(52.60),31.03.75,BLR
312,,,Anna Kozak,(52.22),22.06.74,BLR
313,,,Yulianna Yuschanka,(52.55),14.08.84,BLR
314,,,Ilona Usovich,(51.10),14.11.82,BLR
315,64.0,3:28.48,University of Texas,1r3,Fayetteville,14.03.2015
316,,,Morolake Akinosun,(53.99),17.05.94,USA
317,,,Ashley Spencer,(51.26),06.06.93,USA
318,,,Kendall Baisden,(50.36),05.03.95,USA
319,,,Courtney Okolo,(52.88),15.03.94,USA
320,65.0,3:28.49,Czech Republic,3,Göteborg,03.03.2013
321,,,Denisa Rosolová,(52.14),21.08.86,CZE
322,,,Jitka Bartonicková,(52.65),22.12.85,CZE
323,,,Lenka Masná,(52.32),22.04.85,CZE
324,,,Zuzana Hejnová,(51.38),19.12.86,CZE
325,66.0,3:28.50,University of Arkansas,1r2,Fayetteville,27.02.2021
326,,,Morgan Burks-Magee,(52.58),06.03.99,USA
327,,,Rosaline Effiong,(52.07),08.05.01,USA
328,,,Shafiqua Maloney,(51.84),27.02.99,VIN
329,,,Kethlin Campbell,(52.02),29.04.99,USA
330,67.0,3:28.57,The Netherlands,2,Beograd,20.03.2022
331,,,Lieke Klaver,(52.13),20.08.98,NED
332,,,Eveline Saalberg,(52.76),30.07.98,NED
333,,,Lisanne de Witte,(53.42),10.09.92,NED
334,,,Femke Bol,(50.26),23.02.00,NED
335,68.0,3:28.58A,University of Southern C,1r2,Albuquerque,11.03.2023
336,,,Bailey Lear,(52.00),17.03.01,USA
337,,,Jasmine Jones,(51.60),30.11.01,USA
338,,,Yemi Mary John,(52.78),03.05.03,GBR
339,,,Jan´Taijah Jones,(52.21),05.03.01,USA
340,69.0,3:28.59,Poland,3,Beograd,20.03.2022
341,,,Natalia Kaczmarek,(52.43),17.01.98,POL
342,,,Iga Baumgart-Witan,(52.53),11.04.89,POL
343,,,Kinga Gacka,(53.04),25.10.01,POL
344,,,Justyna Swiety-Ersetic,(50.59),03.12.92,POL
345,70.0,3:28.61,Italy,2,Istanbul,05.03.2023
346,,,Ayomide Folorunso,(51.69),17.10.96,ITA
347,,,Anna Polinari,(52.07),07.02.99,ITA
348,,,Alice Mangione,(52.62),19.01.97,ITA
349,,,Eleonora Marchiando,(52.23),27.09.97,ITA
350,71.0,3:28.62,University of Alabama,4r3,College Station,11.03.2017
351,,,Takyera Roberson,(52.00),07.05.98,USA
352,,,Alex Gholston,(51.98),03.01.95,USA
353,,,Diamond Gause,(52.81),04.04.94,USA
354,,,Domonique Williams,(51.85),08.08.94,TTO
355,72.0,3:28.63,United States,2,Moskva,12.03.2006
356,,,Debbie Dunn,(52.83),26.03.78,USA
357,,,Tiffany Williams,(51.77),05.02.83,USA
358,,,Monica Hargrove,(52.44),30.12.82,USA
359,,,Mary Wineberg,(51.59),03.01.80,USA
360,72.0,3:28.63,United States,4,Beograd,20.03.2022
361,,,Na'Asha Robinson,(53.12),23.01.97,USA
362,,,Jessica Beard,(52.09),08.01.89,USA
363,,,Brittany Aveni,(52.46),18.01.98,USA
364,,,Lynna Irby-Jackson,(50.96),06.12.98,USA
365,74.0,3:28.65,Belarus,3,Moskva,12.03.2006
366,,,Natallia Salahub,(52.65),31.03.75,BLR
367,,,Anna Kozak,(51.59),22.06.74,BLR
368,,,Yulianna Yuschanka,(53.00),14.08.84,BLR
369,,,Ilona Usovich,(51.41),14.11.82,BLR
370,75.0,3:28.69,University of Texas,1r2,Fayetteville,13.03.2004
371,,,Raasin McIntosh,(53.6),29.04.82,USA
372,,,Jerrika Chapple,(50.9),11.09.84,USA
373,,,Sheretta Jones,(53.0),12.09.83,USA
374,,,Sanya Richards-Ross,(51.2),26.02.85,USA
375,75.0,3:28.69,Great Britain & N.I.,3,Birmingham,04.03.2007
376,,,Emma Duck,(53.63),09.02.81,GBR
377,,,Nicola Sanders,(50.60),23.06.82,GBR
378,,,Kim Wall,(53.38),21.04.83,GBR
379,,,Lee McConnell,(51.08),09.10.78,GBR
380,77.0,3:28.70,University of Arkansas,2r3,Fayetteville,14.03.2015
381,,,Daina Harper,(53.51),26.05.95,USA
382,,,Sparkle McKnight,(51.79),21.12.91,TTO
383,,,Chrishuna Williams,(52.96),31.03.93,USA
384,,,Taylor Ellis-Watson,(52.18),06.05.93,USA
385,78.0,3:28.71,France,4,Göteborg,03.03.2013
386,,,Myriam Soumaré,(53.75),29.10.86,FRA
387,,,Muriel Hurtis,(51.82),25.03.79,FRA
388,,,Phara Anacharis,(51.48),17.12.83,FRA
389,,,Marie Gayot,(51.66),18.12.89,FRA
390,79.0,3:28.76,Great Britain & N.I.,1,Istanbul,11.03.2012
391,,,Shana Cox,(52.82),22.01.85,GBR
392,,,Nicola Sanders,(52.48),23.06.82,GBR
393,,,Christine Ohuruogu,(51.98),17.05.84,GBR
394,,,Perri Shakes-Drayton,(51.48),21.12.88,GBR
395,80.0,3:28.77,Poland,1,Glasgow,03.03.2019
396,,,Anna Kielbasinska,(52.45),26.06.90,POL
397,,,Iga Baumgart-Witan,(51.41),11.04.89,POL
398,,,Malgorzata Holub-Kowalik,(52.63),30.10.92,POL
399,,,Justyna Swiety-Ersetic,(52.28),03.12.92,POL
400,80.0,3:28.77,University of Kentucky,3r3,Birmingham AL,23.03.2022
401,,,Megan Moss,(52.67),22.03.02,BAH
402,,,Abby Steiner,(51.47),24.11.99,USA
403,,,Karimah Davis,(51.90),23.11.98,USA
404,,,Alexis Holmes,(52.75),28.01.00,USA
405,82.0,3:28.79,United States,2,Istanbul,11.03.2012
406,,,Leslie Cole,(52.59),16.02.87,USA
407,,,Natasha Hastings,(51.33),23.07.86,USA
408,,,Jernail Hayes,(53.52),08.07.88,USA
409,,,Sanya Richards-Ross,(51.35),26.02.85,USA
410,83.0,3:28.80,Soviet Union,1,Paris,23.02.1991
411,,,Marina Shmonina,(53.3),09.02.65,RUS
412,,,Margarita Ponomaryova,(52.2),19.06.63,RUS
413,,,Lyudmila Dzhigalova,(52.0),22.01.62,UKR
414,,,Aelita Yurchenko,(51.3),01.01.65,UKR
415,84.0,3:28.81,University of South Caro,1r1,Lubbock,13.02.2021
416,,,Bailey Lear,(52.68),17.03.01,USA
417,,,Jan´Taijah Jones,(52.45),05.03.01,USA
418,,,Kimberly Harris,(51.94),11.07.02,USA
419,,,Nicole Yeargin,(51.74),11.08.97,GBR
420,85.0,3:28.82,University of Southern C,2rA,Fayetteville,13.02.2016
421,,,Kendall Ellis,(52.30),08.03.96,USA
422,,,Amalie Hammild Iuel,(52.93),17.04.94,NOR
423,,,Deanna Hill,(51.76),13.04.96,USA
424,,,Jaide Stepter Baynes,(51.84),25.04.94,USA
425,85.0,3:28.82,Purdue University,2r4,College Station,10.03.2018
426,,,Chloe Abbott,(52.85),25.07.98,USA
427,,,Brionna Thomas,(51.88),21.03.96,USA
428,,,Carmiesha Cox,(52.07),16.05.95,BAH
429,,,Jahneya Mitchell,(52.04),,USA
430,85.0,3:28.82,University of Kentucky,2r2,Fayetteville,27.02.2021
431,,,Megan Moss,(52.96),22.03.02,BAH
432,,,Abby Steiner,(51.42),24.11.99,USA
433,,,Masai Russell,(53.53),17.06.00,USA
434,,,Dajour Miles,(50.93),25.07.01,USA
435,85.0,3:28.82,United States,1h1,Beograd,20.03.2022
436,,,Jessica Beard,(51.89),08.01.89,USA
437,,,Brittany Aveni,(51.94),18.01.98,USA
438,,,Natashia Jackson,(53.10),04.08.98,USA
439,,,Lynna Irby-Jackson,(51.89),06.12.98,USA
440,89.0,3:28.85A,Texas A&M University,1r1,Albuquerque,04.02.2023
441,,,Jermaisha Arnold,(51.77),05.02.02,USA
442,,,Kennedy Wade,(51.82),22.07.03,USA
443,,,Tierra Robinson-Jones,(52.49),22.11.99,USA
444,,,Jania Martin,(51.51),09.05.00,USA
445,90.0,3:28.90,Belarus,2,Valencia,09.03.2008
446,,,Anna Kozak,(53.18),22.06.74,BLR
447,,,Irina Khlyustova,(52.95),25.08.78,BLR
448,,,Sviatlana Usovich,(51.60),14.10.80,BLR
449,,,Ilona Usovich,(51.17),14.11.82,BLR
450,91.0,3:28.95,Poland,4,Moskva,12.03.2006
451,,,Grazyna Prokopek,(52.37),20.04.77,POL
452,,,Monika Bejnar,(51.36),10.03.81,POL
453,,,Marta Chrust-Rozej,(52.99),29.09.78,POL
454,,,Malgorzata Pskit,(52.23),25.05.76,POL
455,92.0,3:29.00,United States,3,Sevilla,10.03.1991
456,,,Terri Dendy,(53.7),08.05.65,USA
457,,,Lillie Leatherwood,(52.9),06.07.64,USA
458,,,Jearl Miles-Clark,(52.2),04.09.66,USA
459,,,Diane Dixon,(50.2),23.09.64,USA
460,93.0,3:29.06,Germany,4,Maebashi,07.03.1999
461,,,Anja Knippel,(52.76),19.08.74,GER
462,,,Anja Rücker,(52.01),20.12.72,GER
463,,,Ulrike Urbansky,(53.37),06.04.77,GER
464,,,Grit Breuer,(50.92),16.02.72,GER
465,93.0,3:29.06,Louisiana State Universi,1r2,Fayetteville,27.02.2005
466,,,Brooklyn Morris,,27.03.86,USA
467,,,Neisha Bernard-Thomas,,21.01.81,GRN
468,,,Deonna Lawrence,,21.03.86,USA
469,,,Hazel-Ann Regis,,01.02.81,GRN
470,93.0,3:29.06,United States,1h2,Sopot,08.03.2014
471,,,Natasha Hastings,(52.36),23.07.86,USA
472,,,Jernail Hayes,(52.67),08.07.88,USA
473,,,Monica Hargrove,(52.17),30.12.82,USA
474,,,Cassandra Tate,(51.86),11.09.90,USA
475,96.0,3:29.08A,University of Kentucky,2r2,Albuquerque,11.03.2023
