,0,1,2,3,4,5,6,7,8
0,1,13.06,1.3,Mike Fenner,GER,24.04.71,1rA,Scheeßel,04.06.1995
1,2,13.08,1.3,Eric Kaiser,GER,07.03.71,2rA,Scheeßel,04.06.1995
2,3,13.23A,0.3,Ruan de Vries,RSA,01.02.86,1,Bloemfontein,08.03.2017
3,4,13.25,0.6,Roger Kingdom,USA,26.08.62,1r2,Tillsonburg,07.07.1984
4,5,13.28A,0.3,Junior Mkhatini,RSA,90,2,Bloemfontein,08.03.2017
5,6,13.31,0.6,Mark McKoy,CAN,10.12.61,2r2,Tillsonburg,07.07.1984
6,7,13.32,,Mike Fenner,GER,24.04.71,1h1,Scheeßel,04.06.1995
7,8,13.33,1.6,Linnie Yarbrough,USA,09.09.82,1,Orlando,03.03.2007
8,9,13.36,,Eric Kaiser,GER,07.03.71,1h2,Scheeßel,04.06.1995
9,10,13.41A,0.3,Muntingh Hamman,RSA,07.03.90,3,Bloemfontein,08.03.2017
10,11,13.47,1.3,Falk Balzer,GER,14.12.73,3rA,Scheeßel,04.06.1995
