,0,1,2,3,4,5,6,7,8,9
0,1,9:47.30,Melissa,Rollison,AUS,13.04.83,1,Gold,Coast,29.06.2001
1,2,9:47.86,Melissa,Rollison,AUS,13.04.83,1,Gold,Coast,12.08.2001
