,0,1,2,3,4,5,6
0,1,2.38,Carlo Thränhardt,GER,05.07.57,Simmerath,16.01.1987
1,1,2.38,Stefan Holm,SWE,25.05.76,Madrid,06.03.2005
2,3,2.37,Javier Sotomayor,CUB,13.10.67,Budapest,04.03.1989
3,3,2.37,Hollis Conway,USA,08.01.67,Sevilla,10.03.1991
4,3,2.37,Javier Sotomayor,CUB,13.10.67,Toronto,14.03.1993
5,3,2.37,Patrik Sjöberg,SWE,05.01.65,Toronto,14.03.1993
6,3,2.37,Ivan Ukhov,RUS,29.03.86,Moskva,28.01.2007
7,3,2.37,Mutaz Essa Barshim,QAT,24.06.91,Athlone,18.02.2015
8,9,2.36,Patrik Sjöberg,SWE,05.01.65,Piræus,01.02.1987
9,9,2.36,Patrik Sjöberg,SWE,05.01.65,Liévin,21.02.1987
10,9,2.36,Patrik Sjöberg,SWE,05.01.65,Berlin,27.02.1987
11,9,2.36,Igor Paklin,KGZ,15.06.63,Indianapolis,07.03.1987
12,9,2.36,Gennadiy Avdeyenko,UKR,04.11.63,Indianapolis,07.03.1987
13,9,2.36,Carlo Thränhardt,GER,05.07.57,Berlin,26.02.1988
14,9,2.36,Ralf Sonn,GER,17.01.67,Berlin,01.03.1991
15,9,2.36,Javier Sotomayor,CUB,13.10.67,Birmingham,26.02.1994
16,9,2.36,Yaroslav Rybakov,RUS,22.11.80,Madrid,06.03.2005
17,9,2.36,Yaroslav Rybakov,RUS,22.11.80,Arnstadt,03.02.2007
18,9,2.36,Stefan Holm,SWE,25.05.76,Göteborg,25.02.2007
19,9,2.36,Linus Thörnblad,SWE,06.03.85,Göteborg,25.02.2007
20,9,2.36,Yaroslav Rybakov,RUS,22.11.80,Moskva,10.02.2008
21,9,2.36,Ivan Ukhov,RUS,29.03.86,Paris,05.03.2011
22,9,2.36,Aleksey Dmitrik,RUS,12.04.84,Arnstadt,08.02.2014
23,9,2.36,Mutaz Essa Barshim,QAT,24.06.91,Sopot,09.03.2014
24,9,2.36,Mutaz Essa Barshim,QAT,24.06.91,Tehran,01.02.2018
25,9,2.36,Danyil Lysenko,RUS,19.05.97,Moskva,29.01.2023
26,27,2.35,Dietmar Mögenburg,GER,15.08.61,Köln,24.02.1985
27,27,2.35,Carlo Thränhardt,GER,05.07.57,Simmerath,16.01.1987
28,27,2.35,Patrik Sjöberg,SWE,05.01.65,Budapest,05.03.1988
29,27,2.35,Javier Sotomayor,CUB,13.10.67,Budapest,04.03.1989
30,27,2.35,Javier Sotomayor,CUB,13.10.67,Wuppertal,04.02.1994
31,27,2.35,Javier Sotomayor,CUB,13.10.67,Madrid,11.02.1994
32,27,2.35,Javier Sotomayor,CUB,13.10.67,Barcelona,12.03.1995
33,27,2.35,Matt Hemingway,USA,24.10.72,Atlanta,04.03.2000
34,27,2.35,Jaroslav Bába,CZE,02.09.84,Arnstadt,05.02.2005
35,27,2.35,Yaroslav Rybakov,RUS,22.11.80,Arnstadt,05.02.2005
36,27,2.35,Ivan Ukhov,RUS,29.03.86,Arnstadt,04.02.2006
37,27,2.35,Yaroslav Rybakov,RUS,22.11.80,Arnstadt,04.02.2006
38,27,2.35,Yaroslav Rybakov,RUS,22.11.80,Moskva,11.03.2006
39,27,2.35,Stefan Holm,SWE,25.05.76,Banská Bystrica,13.02.2007
40,27,2.35,Andrey Silnov,RUS,09.09.84,Arnstadt,02.02.2008
41,27,2.35,Stefan Holm,SWE,25.05.76,Malmö,24.02.2008
42,27,2.35,Mutaz Essa Barshim,QAT,24.06.91,Banská Bystrica,04.02.2015
43,44,2.34,Carlo Thränhardt,GER,05.07.57,Berlin,24.02.1984
44,44,2.34,Patrik Sjöberg,SWE,05.01.65,Berlin,22.02.1985
45,44,2.34,Patrik Sjöberg,SWE,05.01.65,Gent,08.02.1987
46,44,2.34,Patrik Sjöberg,SWE,05.01.65,Berlin,27.02.1987
47,44,2.34,Gennadiy Avdeyenko,UKR,04.11.63,Indianapolis,07.03.1987
48,44,2.34,Igor Paklin,KGZ,15.06.63,Indianapolis,07.03.1987
49,44,2.34,Javier Sotomayor,CUB,13.10.67,Simmerath,29.01.1989
50,44,2.34,Carlo Thränhardt,GER,05.07.57,Berlin,24.02.1989
51,44,2.34,Patrik Sjöberg,SWE,05.01.65,Berlin,24.02.1989
52,44,2.34,Artur Partyka,POL,25.07.69,Sulingen,03.02.1991
53,44,2.34,Sorin Matei,ROU,06.07.63,Berlin,21.02.1992
54,44,2.34,Ralf Sonn,GER,17.01.67,Berlin,21.02.1992
55,44,2.34,Patrik Sjöberg,SWE,05.01.65,Genova,01.03.1992
56,44,2.34,Steve Smith,GBR,29.03.73,Wuppertal,05.02.1993
57,44,2.34,Patrik Sjöberg,SWE,05.01.65,Toronto,14.03.1993
58,44,2.34,Javier Sotomayor,CUB,13.10.67,Toronto,14.03.1993
59,44,2.34,Steinar Hoen,NOR,08.02.71,Balingen,12.02.1994
60,44,2.34,Javier Sotomayor,CUB,13.10.67,Berlin,04.03.1994
61,44,2.34,Sorin Matei,ROU,06.07.63,Wuppertal,03.02.1995
62,44,2.34,Artur Partyka,POL,25.07.69,Balingen,11.02.1995
63,44,2.34,Javier Sotomayor,CUB,13.10.67,Spala,17.02.1995
64,44,2.34,Javier Sotomayor,CUB,13.10.67,Paris,11.02.1996
65,44,2.34,Stefan Holm,SWE,25.05.76,Arnstadt,08.02.2003
66,44,2.34,Stefan Holm,SWE,25.05.76,Arnstadt,07.02.2004
67,44,2.34,Yaroslav Rybakov,RUS,22.11.80,Stockholm,15.02.2005
68,44,2.34,Stefan Holm,SWE,25.05.76,Madrid,06.03.2005
69,44,2.34,Yaroslav Rybakov,RUS,22.11.80,Madrid,06.03.2005
70,44,2.34,Andrey Sokolovskiy,UKR,16.07.78,Banská Bystrica,14.02.2006
71,44,2.34,Andrey Tereshin,RUS,15.12.82,Moskva,17.02.2006
72,44,2.34,Yaroslav Rybakov,RUS,22.11.80,Arnstadt,03.02.2007
73,44,2.34,Andrey Silnov,RUS,09.09.84,Arnstadt,03.02.2007
74,44,2.34,Stefan Holm,SWE,25.05.76,Göteborg,25.02.2007
75,44,2.34,Linus Thörnblad,SWE,06.03.85,Banská Bystrica,11.02.2009
76,44,2.34,Ivan Ukhov,RUS,29.03.86,Hustopecské,29.01.2011
77,44,2.34,Ivan Ukhov,RUS,29.03.86,Banská Bystrica,09.02.2011
78,44,2.34,Ivan Ukhov,RUS,29.03.86,Bydgoszcz,16.02.2011
79,44,2.34,Ivan Ukhov,RUS,29.03.86,Paris,05.03.2011
80,44,2.34,Andrey Silnov,RUS,09.09.84,Moskva,05.02.2012
81,44,2.34,Mutaz Essa Barshim,QAT,24.06.91,Huangzhou,19.02.2012
82,44,2.34,Mutaz Essa Barshim,QAT,24.06.91,Sopot,09.03.2014
