,0,1,2,3,4,5,6,7,8
0,1,7.02,1.7,Elaine Thompson-Herah,JAM,28.06.92,1,Kingston,28.01.2017
1,1,7.02,2.0,Tina Clayton,JAM,17.08.04,1,Kingston,25.02.2023
2,3,7.03,2.0,Shashalee Forbes,JAM,10.05.96,2,Kingston,25.02.2023
3,4,7.05,1.7,Christania Williams,JAM,17.10.94,2,Kingston,28.01.2017
4,5,7.1,2.0,Kerrica Hill,JAM,06.03.05,3,Kingston,25.02.2023
5,6,7.11,0.4,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1,Kingston,25.01.2014
6,7,7.13,0.8,Shelly-Ann Fraser-Pryce,JAM,27.12.86,1,Kingston,31.01.2015
7,8,7.15,0.5,Elaine Thompson-Herah,JAM,28.06.92,1,Kingston,28.01.2023
8,9,7.16,,Carmelita Jeter,USA,24.11.79,1,Azusa,10.02.2007
9,9,7.16,-0.2,Shashalee Forbes,JAM,10.05.96,1,Kingston,19.02.2022
10,11,7.17,1.6,Elaine Thompson-Herah,JAM,28.06.92,1rA,Kingston,30.01.2016
11,11,7.17,,Elaine Thompson-Herah,JAM,28.06.92,1,Kingston,27.01.2018
12,11,7.17,-0.2,Anthonique Strachan,BAH,22.08.93,2,Kingston,19.02.2022
13,14,7.18,1.7,Audrea Segree,JAM,05.10.90,1rB,Kingston,30.01.2016
14,14,7.18,-0.6,Remona Burchell,JAM,15.09.91,1h1,Spanish Town,05.02.2022
15,14,7.18,0.1,Shashalee Forbes,JAM,10.05.96,1h2,Kingston,25.02.2023
16,17,7.19,,Gayon Evans,JAM,15.01.90,1,Spanish Town,23.01.2016
17,17,7.19,,Christania Williams,JAM,17.10.94,2,Kingston,27.01.2018
