,0,1,2,3,4,5,6
0,1,2.4,Javier Sotomayor,CUB,13.10.67,Salamanca,08.09.1988
1,1,2.4,Javier Sotomayor,CUB,13.10.67,San Juan,29.07.1989
2,1,2.4,Javier Sotomayor,CUB,13.10.67,Sevilla,05.06.1994
3,1,2.4,Bogdan Bondarenko,UKR,30.08.89,New York City,14.06.2014
4,1,2.4,Mutaz Essa Barshim,QAT,24.06.91,New York City,14.06.2014
5,1,2.4,Mutaz Essa Barshim,QAT,24.06.91,Bruxelles,05.09.2014
6,7,2.39,Bogdan Bondarenko,UKR,30.08.89,Lausanne,04.07.2013
7,7,2.39,Mutaz Essa Barshim,QAT,24.06.91,Eberstadt,22.08.2014
8,9,2.38,Javier Sotomayor,CUB,13.10.67,Salamanca,27.07.1993
9,9,2.38,Derek Drouin,CAN,06.03.90,Des Moines,25.04.2014
10,9,2.38,Mutaz Essa Barshim,QAT,24.06.91,New York City,14.06.2014
11,9,2.38,Andrey Protsenko,UKR,20.05.88,Lausanne,03.07.2014
12,9,2.38,Mutaz Essa Barshim,QAT,24.06.91,Opole,11.06.2016
13,9,2.38,Mutaz Essa Barshim,QAT,24.06.91,Eberstadt,27.08.2017
14,15,2.37,Javier Sotomayor,CUB,13.10.67,La Habana,22.05.1993
15,15,2.37,Javier Sotomayor,CUB,13.10.67,London,23.07.1993
16,15,2.37,Javier Sotomayor,CUB,13.10.67,Stuttgart,22.08.1993
17,15,2.37,Mutaz Essa Barshim,QAT,24.06.91,Lausanne,23.08.2012
18,15,2.37,Mutaz Essa Barshim,QAT,24.06.91,Roma,05.06.2014
19,15,2.37,Mutaz Essa Barshim,QAT,24.06.91,Eberstadt,22.08.2014
20,15,2.37,Bogdan Bondarenko,UKR,30.08.89,Bruxelles,05.09.2014
21,15,2.37,Mutaz Essa Barshim,QAT,24.06.91,Bruxelles,05.09.2014
22,15,2.37,Gianmarco Tamberi,ITA,01.06.92,Monaco,15.07.2016
23,24,2.36,Zhu Jianhua,CHN,29.05.63,Eberstadt,10.06.1984
24,24,2.36,Javier Sotomayor,CUB,13.10.67,Salamanca,08.09.1988
25,24,2.36,Gennadiy Avdeyenko,UKR,04.11.63,Seoul,25.09.1988
26,24,2.36,Sorin Matei,ROU,06.07.63,Bratislava,20.06.1990
27,24,2.36,Hollis Conway,USA,08.01.67,Eberstadt,03.07.1993
28,24,2.36,Javier Sotomayor,CUB,13.10.67,Eberstadt,10.07.1994
29,24,2.36,Javier Sotomayor,CUB,13.10.67,London,15.07.1994
30,24,2.36,Javier Sotomayor,CUB,13.10.67,Mar del Plata,25.03.1995
31,24,2.36,Andrey Sokolovskiy,UKR,16.07.78,Roma,08.07.2005
32,24,2.36,Mutaz Essa Barshim,QAT,24.06.91,Eugene,01.06.2013
33,24,2.36,Derek Drouin,CAN,06.03.90,Eberstadt,17.07.2016
34,24,2.36,Derek Drouin,CAN,06.03.90,Rio de Janeiro,16.08.2016
35,24,2.36,Mutaz Essa Barshim,QAT,24.06.91,Eberstadt,27.08.2017
36,24,2.36,Danyil Lysenko,RUS,19.05.97,Eberstadt,27.08.2017
37,24,2.36,Mutaz Essa Barshim,QAT,24.06.91,Ad-Dawhah,04.05.2018
