,0,1,2,3,4,5,6
0,1,2.36,Hollis Conway,USA,08.01.67,Norwalk,15.06.1990
1,2,2.34,Derek Drouin,CAN,06.03.90,Beijing,30.08.2015
2,3,2.32,Tim Forsyth,AUS,17.08.73,Victoria,26.08.1994
3,3,2.32,Steve Smith,GBR,29.03.73,Victoria,26.08.1994
4,3,2.32,Ivan Ukhov,RUS,29.03.86,Ostrava,31.05.2011
5,3,2.32,Mikhail Akimenko,RUS,06.12.95,Monaco,09.07.2021
6,7,2.31,Andrey Silnov,RUS,09.09.84,Eugene,08.06.2008
