,0,1,2,3,4,5,6
0,1,21.57,Andrey Mikhnevich,BLR,12.07.76,Mogilyov,12.02.2010
1,2,21.49,Andrey Mikhnevich,BLR,12.07.76,Mogilyov,12.02.2010
2,2,21.49,Andrey Mikhnevich,BLR,12.07.76,Ad-Dawhah,13.03.2010
3,4,21.46,Andrey Mikhnevich,BLR,12.07.76,Mogilyov,12.02.2010
4,5,21.45,Andrey Mikhnevich,BLR,12.07.76,Ad-Dawhah,13.03.2010
5,6,21.31,Andrey Mikhnevich,BLR,12.07.76,Mogilyov,21.02.2010
6,7,21.3,Andrey Mikhnevich,BLR,12.07.76,Moskva,10.03.2006
7,7,21.3,Andrey Mikhnevich,BLR,12.07.76,Mogilyov,30.01.2010
8,9,21.25,Andrey Mikhnevich,BLR,12.07.76,Moskva,10.03.2006
9,10,21.2,Andrey Mikhnevich,BLR,12.07.76,Ad-Dawhah,13.03.2010
10,11,21.19,Andrey Mikhnevich,BLR,12.07.76,Moskva,10.03.2006
11,11,21.19,Andrey Mikhnevich,BLR,12.07.76,Mogilyov,12.02.2010
12,13,21.1,Andrey Mikhnevich,BLR,12.07.76,Ad-Dawhah,13.03.2010
13,14,21.01,Mike Stulce,USA,14.07.69,Fort Worth,17.02.1990
