,0,1,2,3,4,5,6
0,1,22.01,Andrey Mikhnevich,BLR,12.07.76,Minsk,11.08.2011
1,2,21.99,Andrey Mikhnevich,BLR,12.07.76,Stayki,27.07.2008
2,3,21.98,Andrey Mikhnevich,BLR,12.07.76,Stayki,27.07.2008
3,4,21.91,Randy Barnes,USA,16.06.66,Malmö,07.08.1990
4,5,21.9,Andrey Mikhnevich,BLR,12.07.76,Minsk,11.08.2011
5,6,21.86,Remigius Machura,CZE,03.07.60,Zürich,21.08.1985
6,7,21.85,Andrey Mikhnevich,BLR,12.07.76,Minsk,14.07.2010
7,8,21.84,Andrey Mikhnevich,BLR,12.07.76,Minsk,11.08.2011
8,9,21.82,Andrey Mikhnevich,BLR,12.07.76,Minsk,14.07.2010
9,10,21.68,Andrey Mikhnevich,BLR,12.07.76,Minsk,14.07.2010
10,11,21.57,Andrey Mikhnevich,BLR,12.07.76,Stayki,22.07.2006
11,11,21.57,Andrey Mikhnevich,BLR,12.07.76,Minsk,11.08.2011
12,13,21.55,Andrey Mikhnevich,BLR,12.07.76,Stayki,22.07.2006
13,14,21.53,Andrey Mikhnevich,BLR,12.07.76,Brest,22.05.2010
14,14,21.53,Andrey Mikhnevich,BLR,12.07.76,Brest,29.04.2011
15,16,21.52,Andrey Mikhnevich,BLR,12.07.76,Stayki,27.07.2008
16,17,21.49,Andrey Mikhnevich,BLR,12.07.76,Brest,22.05.2010
17,18,21.41,Andrey Mikhnevich,BLR,12.07.76,Brest,22.05.2010
18,19,21.38,Remigius Machura,CZE,03.07.60,Moskva,17.08.1985
19,20,21.37,Andrey Mikhnevich,BLR,12.07.76,Brest,29.04.2011
20,20,21.37,Andrey Mikhnevich,BLR,12.07.76,Daegu,02.09.2011
21,22,21.36,Remigius Machura,CZE,03.07.60,Moskva,17.08.1985
22,22,21.36,Remigius Machura,CZE,03.07.60,Zürich,21.08.1985
23,24,21.35,Andrey Mikhnevich,BLR,12.07.76,Brest,29.04.2011
24,25,21.34,Remigius Machura,CZE,03.07.60,Moskva,17.08.1985
25,26,21.27,Andrey Mikhnevich,BLR,12.07.76,Brest,29.04.2011
26,27,21.23,Randy Barnes,USA,16.06.66,Monaco,12.08.1990
27,28,21.21,Aleksandr Bagach,UKR,21.11.66,Athínai,02.08.1997
28,29,21.18,Randy Barnes,USA,16.06.66,Monaco,12.08.1990
29,30,21.15,Yuriy Bilonog,UKR,09.03.74,Olympia,18.08.2004
30,30,21.15,Yuriy Bilonog,UKR,09.03.74,Olympia,18.08.2004
31,30,21.15,Andrey Mikhnevich,BLR,12.07.76,Bruxelles,16.09.2011
32,33,21.14,Kevin Toth,USA,29.12.67,Palo Alto,21.06.2005
33,34,21.12,Pavel Lyzhin,BLR,24.03.81,Brest,22.05.2010
34,35,21.1,Aleksandr Bagach,UKR,21.11.66,Athínai,02.08.1997
35,35,21.1,Andrey Mikhnevich,BLR,12.07.76,Bruxelles,16.09.2011
36,37,21.09,Andrey Mikhnevich,BLR,12.07.76,Brest,21.05.2011
37,38,21.07,Randy Barnes,USA,16.06.66,Monaco,12.08.1990
38,38,21.07,Yuriy Bilonog,UKR,09.03.74,Olympia,18.08.2004
39,38,21.07,Andrey Mikhnevich,BLR,12.07.76,Brest,21.05.2011
40,41,21.05,Andrey Mikhnevich,BLR,12.07.76,Göteborg,07.08.2006
41,41,21.05,Andrey Mikhnevich,BLR,12.07.76,Eugene,04.06.2011
42,43,21.04,Remigius Machura,CZE,03.07.60,Zürich,21.08.1985
43,44,21.03,Andrey Mikhnevich,BLR,12.07.76,Brest,08.07.2006
44,45,21.02,Kevin Toth,USA,29.12.67,Carson,01.06.2003
45,46,21.01,Andrey Mikhnevich,BLR,12.07.76,Brest,08.07.2006
46,47,21.0,C.J. Hunter,USA,14.12.68,Oslo,28.07.2000
47,47,21.0,Andrey Mikhnevich,BLR,12.07.76,Moskva,01.07.2009
48,49,20.98,Pavel Lyzhin,BLR,24.03.81,Beijing,15.08.2008
49,50,20.76,Remigius Machura,CZE,03.07.60,Moskva,17.08.1985
50,51,20.44,Remigius Machura,CZE,03.07.60,Moskva,17.08.1985
51,52,20.4,Pavel Lyzhin,BLR,24.03.81,Beijing,15.08.2008
52,53,20.33,Pavel Lyzhin,BLR,24.03.81,Beijing,15.08.2008
53,54,20.15,Pavel Lyzhin,BLR,24.03.81,Beijing,15.08.2008
