,0,1,2,3,4,5,6,7,8
0,1,12.3,+1.1,Ludmila Engquist,RUS,21.04.64,1h,Vladivostok,13.09.1988
1,1,12.3,+1.0,Ludmila Engquist,RUS,21.04.64,1,Vladivostok,13.09.1988
2,1,12.3,,Marina Azyabina,RUS,15.06.63,1,Yekaterinburg,30.05.1993
3,1,12.3,±0.0,Oluwatobiloba Amusan,NGR,23.04.97,1,Lagos,18.06.2021
4,5,12.4,±0.0,Natalya Grigoryeva,UKR,03.12.61,1h,Simferopol,28.05.1988
5,5,12.4,,Ludmila Engquist,RUS,21.04.64,1h,Krasnodar,11.05.1991
6,5,12.4,,Yenima Arencibia,CUB,25.12.84,1H1,La Habana,06.06.2008
7,8,12.5,+0.7,Anneliese Ehrhardt,GDR,18.06.50,1,Potsdam,15.06.1972
8,8,12.5,+0.9,Pamela Ryan,AUS,12.08.39,1,Warszawa,28.06.1972
9,8,12.5,±0.0,Teresa Nowak,POL,29.04.42,1,Warszawa,22.06.1974
10,8,12.5,±0.0,Yordanka Donkova,BUL,28.09.61,1,Zagreb,03.06.1987
11,8,12.5,+1.7,Lidiya Yurkova,BLR,15.01.67,1,Stayki,28.05.1988
12,8,12.5,+1.0,Natalya Grigoryeva,UKR,03.12.61,2,Vladivostok,13.09.1988
13,8,12.5,,Liu Huajin,CHN,07.02.60,1,Beijing,17.09.1988
14,8,12.5,,Marina Azyabina,RUS,15.06.63,1h,Yekaterinburg,29.05.1993
