,0,1,2,3,4,5,6
0,1,8.52,Carl Lewis,USA,01.07.61,New York City,28.01.1983
1,2,8.51,Miltiádis Tentóglou,GRE,18.03.98,Beograd,18.03.2022
2,3,8.50,Carl Lewis,USA,01.07.61,East Rutherford,11.02.1984
3,4,8.48,Iván Pedroso,CUB,17.12.72,Paris,08.03.1997
4,5,8.47,Carl Lewis,USA,01.07.61,San Diego,18.02.1983
5,6,8.46,Carl Lewis,USA,01.07.61,New York City,26.02.1982
6,6,8.46,Carl Lewis,USA,01.07.61,New York City,24.02.1984
7,6,8.46,Iván Pedroso,CUB,17.12.72,Paris,08.03.1997
8,6,8.46,Iván Pedroso,CUB,17.12.72,Maebashi,07.03.1999
9,10,8.45,Carl Lewis,USA,01.07.61,New York City,25.01.1985
10,10,8.45,Iván Pedroso,CUB,17.12.72,Liévin,18.02.1996
11,12,8.44,Carl Lewis,USA,01.07.61,East Rutherford,11.02.1984
12,12,8.44,Carl Lewis,USA,01.07.61,New York City,25.01.1985
13,14,8.42,Yago Lamela,ESP,24.07.77,Maebashi,07.03.1999
14,15,8.38,Carl Lewis,USA,01.07.61,San Diego,18.02.1983
15,15,8.38,Larry Myricks,USA,10.03.56,Liévin,27.01.1990
16,15,8.38,James Beckford,JAM,09.01.75,Madrid,09.02.1996
17,18,8.37,Iván Pedroso,CUB,17.12.72,Madrid,09.02.1996
18,18,8.37,James Beckford,JAM,09.01.75,Madrid,09.02.1996
19,18,8.37,Miltiádis Tentóglou,GRE,18.03.98,Liévin,15.02.2023
20,21,8.36,Carl Lewis,USA,01.07.61,New York City,28.01.1983
21,21,8.36,Juan Miguel Echevarría,CUB,11.08.98,Birmingham,02.03.2018
22,23,8.35,Carl Lewis,USA,01.07.61,San Diego,18.02.1983
23,23,8.35,Carl Lewis,USA,01.07.61,East Rutherford,11.02.1984
24,23,8.35,Marquis Dendy,USA,23.02.92,Fayetteville,12.02.2016
25,26,8.34,Robert Emmiyan,ARM,16.02.65,Liévin,21.02.1987
26,26,8.34,James Beckford,JAM,09.01.75,Budapest,28.01.1996
27,26,8.34,Miltiádis Tentóglou,GRE,18.03.98,Liévin,15.02.2023
28,29,8.33,Carl Lewis,USA,01.07.61,East Rutherford,27.02.1983
29,29,8.33,Yago Lamela,ESP,24.07.77,Sevilla,22.02.2003
30,29,8.33,Luvo Manyonga,RSA,18.11.91,Birmingham,02.03.2018
31,29,8.33,Juan Miguel Echevarría,CUB,11.08.98,Madrid,21.02.2020
32,29,8.33A,Wayne Pinnock,JAM,24.10.00,Albuquerque,10.03.2023
33,34,8.32,Larry Myricks,USA,10.03.56,Budapest,05.03.1989
34,34,8.32,Iván Pedroso,CUB,17.12.72,Liévin,18.02.1996
35,34,8.32,Miltiádis Tentóglou,GRE,18.03.98,Liévin,15.02.2023
36,34,8.32A,Wayne Pinnock,JAM,24.10.00,Albuquerque,10.03.2023
37,38,8.31,Larry Myricks,USA,10.03.56,New York City,27.01.1984
38,38,8.31,Robert Emmiyan,ARM,16.02.65,Moskva,14.02.1987
39,38,8.31,James Beckford,JAM,09.01.75,Madrid,09.02.1996
40,38,8.31,Juan Miguel Echevarría,CUB,11.08.98,Madrid,21.02.2020
41,42,8.30,Carl Lewis,USA,01.07.61,New York City,27.01.1984
42,42,8.30,Carl Lewis,USA,01.07.61,New York City,24.02.1984
43,42,8.30,Iván Pedroso,CUB,17.12.72,Liévin,18.02.1996
44,42,8.30,James Beckford,JAM,09.01.75,Budapest,06.03.2004
45,42,8.30A,Cameron Crump,USA,03.09.99,Albuquerque,10.03.2023
46,47,8.29,Carl Lewis,USA,01.07.61,Detroit,13.03.1981
47,47,8.29,Robert Emmiyan,ARM,16.02.65,Moskva,08.02.1986
48,47,8.29,Robert Emmiyan,ARM,16.02.65,Madrid,22.02.1986
49,47,8.29,Larry Myricks,USA,10.03.56,Madrid,10.03.1989
50,47,8.29,Yago Lamela,ESP,24.07.77,Maebashi,07.03.1999
51,47,8.29,Sebastian Bayer,GER,11.06.86,Torino,08.03.2009
52,47,8.29,Miltiádis Tentóglou,GRE,18.03.98,Istanbul,05.03.2023
53,54,8.28,Larry Myricks,USA,10.03.56,Johnson City,12.01.1980
54,54,8.28,Carl Lewis,USA,01.07.61,New York City,28.01.1983
55,54,8.28,Larry Myricks,USA,10.03.56,New York City,24.02.1984
56,54,8.28,Robert Emmiyan,ARM,16.02.65,Liévin,21.02.1987
57,54,8.28,Iván Pedroso,CUB,17.12.72,Madrid,09.02.1996
58,54,8.28,Iván Pedroso,CUB,17.12.72,Madrid,16.02.2000
59,54,8.28,Aleksandr Menkov,RUS,07.12.90,Göteborg,03.03.2013
60,54,8.28,Juan Miguel Echevarría,CUB,11.08.98,Birmingham,02.03.2018
61,62,8.27,Carl Lewis,USA,01.07.61,Rosemont,15.01.1983
62,62,8.27,Larry Myricks,USA,10.03.56,New York City,14.02.1986
63,62,8.27,Robert Emmiyan,ARM,16.02.65,Liévin,21.02.1987
64,62,8.27,Larry Myricks,USA,10.03.56,Liévin,27.01.1990
65,62,8.27,Erick Walder,USA,05.11.71,Liévin,21.02.1999
66,62,8.27,Vitaliy Shkurlatov,RUS,25.05.79,Moskva,27.01.2000
67,62,8.27,Ignisious Gaisah,GHA,20.06.83,Moskva,11.03.2006
68,62,8.27,Irving Saladino,PAN,23.01.83,Moskva,11.03.2006
69,62,8.27,Michel Tornéus,SWE,26.05.86,Göteborg,03.03.2013
70,62,8.27,Marquis Dendy,USA,23.02.92,Fayetteville,13.03.2015
71,62,8.27,Luvo Manyonga,RSA,18.11.91,Metz,11.02.2018
72,62,8.27,Isaac Grimes,USA,07.02.98,Fayetteville,12.02.2021
73,62,8.27A,Wayne Pinnock,JAM,24.10.00,Albuquerque,10.03.2023
74,75,8.26,Carl Lewis,USA,01.07.61,Fort Worth,20.02.1981
75,75,8.26,Carl Lewis,USA,01.07.61,East Rutherford,11.02.1984
76,75,8.26,Larry Myricks,USA,10.03.56,Budapest,05.03.1989
77,75,8.26,Larry Myricks,USA,10.03.56,Athínai,08.03.1989
78,75,8.26,Erick Walder,USA,05.11.71,Liévin,21.02.1999
79,75,8.26,Yago Lamela,ESP,24.07.77,Maebashi,07.03.1999
80,75,8.26,Miltiádis Tentóglou,GRE,18.03.98,Beograd,18.03.2022
81,82,8.25,Larry Myricks,USA,10.03.56,San Diego,22.02.1980
82,82,8.25,Carl Lewis,USA,01.07.61,New York City,28.01.1983
83,82,8.25,Larry Myricks,USA,10.03.56,Karlsruhe,03.02.1985
84,82,8.25,Carl Lewis,USA,01.07.61,New York City,28.02.1992
85,82,8.25,Yago Lamela,ESP,24.07.77,Athínai,06.03.2003
86,82,8.25,Bogdan Tarus,ROU,01.08.75,Budapest,06.03.2004
87,88,8.24,Larry Myricks,USA,10.03.56,Johnson City,12.01.1980
88,88,8.24,Iván Pedroso,CUB,17.12.72,Liévin,16.02.1997
89,88,8.24,Petar Dachev,BUL,15.06.79,Gent,26.02.2000
90,88,8.24,Miguel Pate,USA,13.06.79,Fayetteville,08.03.2002
91,88,8.24,Yago Lamela,ESP,24.07.77,Athínai,06.03.2003
92,88,8.24,Marquis Dendy,USA,23.02.92,Fayetteville,23.02.2013
93,94,8.23,Mike Powell,USA,10.11.63,Budapest,05.02.1993
94,94,8.23,Roland McGhee,USA,15.10.71,New York City,03.02.1995
95,94,8.23,Kirill Sosunov,RUS,01.11.75,Paris,08.03.1997
96,94,8.23,Dwight Phillips,USA,01.10.77,Birmingham,15.03.2003
97,94,8.23,Bogdan Tarus,ROU,01.08.75,Budapest,06.03.2004
98,94,8.23,James Beckford,JAM,09.01.75,Budapest,06.03.2004
99,94,8.23,Mauro Vinicius da Silv,BRA,26.12.86,Istanbul,10.03.2012
100,94,8.23,Marquis Dendy,USA,23.02.92,Fayetteville,08.03.2013
101,94,8.23,Luvo Manyonga,RSA,18.11.91,Paris,07.02.2018
102,94,8.23A,Jeremiah Davis,USA,31.08.01,Albuquerque,10.03.2023
103,10,8.22,László Szalma,HUN,21.10.57,Madrid,22.02.1986
104,10,8.22,Larry Myricks,USA,10.03.56,Madrid,10.03.1989
105,10,8.22,Erick Walder,USA,05.11.71,Indianapolis,11.03.1994
106,10,8.22,Joe Greene,USA,17.02.67,Paris,08.03.1997
107,10,8.22,Irving Saladino,PAN,23.01.83,Birmingham,17.02.2007
108,10,8.22,Aleksandr Menkov,RUS,07.12.90,Irkutsk,25.01.2013
109,10,8.22,Marquis Dendy,USA,23.02.92,Fayetteville,23.02.2013
110,10,8.22,Luvo Manyonga,RSA,18.11.91,Metz,11.02.2018
